Date/time,Pressure[cm],Temperature[°C],1:Conductivity[mS/cm]
43079.46,1104.258,15.8,6.548
43079.5,1093.408,16.227,5.92
43079.54,1089.908,16.977,5.296
43079.58,1086.875,17.627,4.688
43079.63,1091.308,17.273,4.176
43079.67,1100.467,16.757,3.908
43079.71,1113.883,14.957,3.996
43079.75,1117.208,13.213,4.72
43079.79,1126.892,13.043,5.776
43079.83,1135.408,12.827,6.888
43079.88,1140.133,12.82,8.084
43079.92,1135.058,12.787,9.092
43079.96,1129.633,12.83,9.896
43080,1123.917,12.94,10.432
43080.04,1118.317,12.933,10.844
43080.08,1114.758,13.177,11.244
43080.13,1105.892,14.1,11.564
43080.17,1102.275,14.547,10.872
43080.21,1109.508,14.01,10.332
43080.25,1116.042,13.383,10.412
43080.29,1118.2,13.483,10.976
43080.33,1120.125,13.35,11.712
43080.38,1123.917,13.373,12.448
43080.42,1125.375,13.437,13.06
43080.46,1122.458,13.863,13.96
43080.5,1118.2,14.303,14.728
43080.54,1110.617,14.73,15.16
43080.58,1104.083,15.927,15.488
43080.63,1097.9,16.85,15.616
43080.67,1099.825,16.957,15.196
43080.71,1107.525,16.257,14.664
43080.75,1114.408,15.243,14.32
43080.79,1128.35,14.743,14.276
43080.83,1141.65,14.323,14.228
43080.88,1151.683,14.387,14.364
43080.92,1149.525,14.497,14.668
43080.96,1148.242,14.577,15.064
43081,1143.458,14.46,15.236
43081.04,1135.233,14.543,15.288
43081.08,1120.825,14.397,14.8
43081.13,1109.625,14.74,14.316
43081.17,1106.533,14.717,14.024
43081.21,1108.167,14.82,13.864
43081.25,1108.808,14.877,13.692
43081.29,1118.842,14.787,13.352
43081.33,1135.583,14.73,13.188
43081.38,1149.175,14.32,13.064
43081.42,1149.875,14.06,13.252
43081.46,1156.117,14.017,13.688
43081.5,1146.9,13.6,13.828
43081.54,1145.908,14.203,14.196
43081.58,1139.667,14.84,14.184
43081.63,1128.233,15.347,13.856
43081.67,1114.583,15.73,13.02
43081.71,1108.692,15.85,12.08
43081.75,1107.175,15.88,10.712
43081.79,1109.333,15.507,9.54
43081.83,1124.267,15.28,9.172
43081.88,1130.042,15.333,9.572
43081.92,1135.583,15.18,10.252
43081.96,1131.5,15.187,10.928
43082,1128.175,15.153,11.516
43082.04,1125.083,15.007,12.1
43082.08,1115.867,15.123,12.448
43082.13,1103.733,15.257,12.256
43082.17,1088.158,15.37,11.672
43082.21,1077.717,15.43,10.056
43082.25,1071.825,15.12,7.712
43082.29,1073.925,14.717,5.46
43082.33,1088.917,13.903,4.144
43082.38,1102.1,13.617,4.208
43082.42,1113.067,13.547,5.904
43082.46,1116.683,13.64,7.452
43082.5,1128.7,13.633,8.816
43082.54,1123.625,14.127,10.2
43082.58,1121.467,14.147,10.888
43082.63,1117.675,14.78,11.604
43082.67,1111.317,15.07,12.084
43082.71,1109.683,15.267,12.372
43082.75,1110.617,15.06,12.256
43082.79,1120.825,14.607,11.936
43082.83,1132.258,14.13,11.74
43082.88,1142.467,13.94,11.932
43082.92,1158.217,13.623,12.144
43082.96,1167.2,13.577,12.38
43083,1165.742,13.427,12.724
43083.04,1162.125,13.363,12.948
43083.08,1146.725,13.383,13.144
43083.13,1134.417,13.373,13.344
43083.17,1117.5,13.763,13.192
43083.21,1105.075,14.203,12.14
43083.25,1096.15,14.62,10.428
43083.29,1094.867,14.757,8.66
43083.33,1100.817,14.647,7.592
43083.38,1109.333,14.407,7.216
43083.42,1121.642,13.953,8.5
43083.46,1138.5,13.76,9.828
43083.5,1141.183,13.72,10.988
43083.54,1148.358,13.65,11.8
43083.58,1150.633,13.907,12.756
43083.63,1139.842,13.963,13.296
43083.67,1134.242,14.42,13.012
43083.71,1118.2,14.383,12.932
43083.75,1112.133,14.35,12.94
43083.79,1112.95,14.303,13.284
43083.83,1130.333,14.24,13.512
43083.88,1141.3,14.323,13.628
43083.92,1162.183,14.133,15.012
43083.96,1169.65,13.737,16.196
43084,1183.008,13.713,17.156
43084.04,1174.142,13.797,17.836
43084.08,1160.958,13.857,18.22
43084.13,1145.442,14.323,18.228
43084.17,1119.833,14.47,16.624
43084.21,1106.183,14.923,14.944
43084.25,1091.017,15.387,11.896
43084.29,1083.842,15.66,8.716
43084.33,1088.917,15.763,6.256
43084.38,1109.158,15.22,5.36
43084.42,1119.483,14.5,8.668
43084.46,1142.117,14.443,11.184
43084.5,1159.558,14.49,12.804
43084.54,1163.117,14.57,13.836
43084.58,1163.642,14.577,15.012
43084.63,1155.767,14.887,15.692
43084.67,1145.092,15.14,15.956
43084.71,1132.317,15.96,14.808
43084.75,1116.742,15.577,14.16
43084.79,1110.675,15.433,14.156
43084.83,1115.225,15.317,14.544
43084.88,1135.933,15.253,14.98
43084.92,1152.792,14.857,16.188
43084.96,1169.883,14.58,17.236
43085,1171.633,14.38,18.108
43085.04,1167.433,14.387,18.936
43085.08,1161.367,14.36,19.388
43085.13,1154.6,14.567,19.756
43085.17,1119.833,15.09,18.956
43085.21,1104.55,15.693,17.072
43085.25,1085.708,16.28,13.416
43085.29,1073.108,16.403,9.616
43085.33,1065.233,16.11,6.252
43085.38,1068.442,15.507,4.452
43085.42,1089.558,15.287,3.172
43085.46,1113.592,14.94,4.336
43085.5,1123.742,14.663,7.584
43085.54,1144.275,14.81,10.24
43085.58,1144.1,14.907,13.12
43085.63,1141.825,14.93,15.004
43085.67,1136.575,15.06,15.984
43085.71,1128.058,15.697,16.352
43085.75,1114.933,15.603,15.896
43085.79,1113.417,15.467,16.58
43085.83,1113.125,15.413,17.112
43085.88,1118.55,15.127,17.16
43085.92,1137.567,15.12,17.52
43085.96,1154.425,14.657,17.796
43086,1169.417,14.693,18.256
43086.04,1170.35,14.757,18.616
43086.08,1167.9,14.807,18.932
43086.13,1155.883,14.773,19.024
43086.17,1131.15,14.81,18.488
43086.21,1114.933,15.21,17.288
43086.25,1095.8,15.82,15.1
43086.29,1079.992,16.137,12.872
43086.33,1071.008,16.24,10.552
43086.38,1074.858,16.333,8.42
43086.42,1092.592,16.283,6.864
43086.46,1116.392,15.523,6.588
43086.5,1137.567,15.39,8.252
43086.54,1159.208,15.263,10.656
43086.58,1157.05,15.253,12.396
43086.63,1157.225,15.403,14.024
43086.67,1153.142,15.463,15.288
43086.71,1141.533,15.613,15.992
43086.75,1120.825,16.357,16.132
43086.79,1113.592,16.41,15.42
43086.83,1109.508,16.49,14.328
43086.88,1117.558,16.34,13.844
43086.92,1131.85,15.827,14.232
43086.96,1151.333,15.89,15
43087,1167.433,15.66,15.608
43087.04,1180.733,15.743,16.26
43087.08,1180.267,15.74,16.768
43087.13,1166.442,15.693,17.172
43087.17,1148.883,15.763,17.496
43087.21,1127.708,15.99,17.4
43087.25,1110.617,16.367,16.456
43087.29,1091.833,16.78,14.42
43087.33,1078.358,17.007,12.188
43087.38,1071.942,17.207,10
43087.42,1086.992,17.4,8.22
43087.46,1107.992,17.333,6.664
43087.5,1124.792,16.563,6.82
43087.54,1152.383,16.283,7.916
43087.58,1158.917,16.147,9.504
43087.63,1159.617,16.093,11.088
43087.67,1156.992,16.183,12.48
43087.71,1145.267,16.28,13.596
43087.75,1128.35,16.823,14.204
43087.79,1116.217,16.89,14.116
43087.83,1111.608,16.79,14.188
43087.88,1112.95,16.807,14.328
43087.92,1117.733,16.587,14.612
43087.96,1138.383,16.437,14.864
43088,1164.167,16.44,15.264
43088.04,1178.05,16.35,15.596
43088.08,1182.075,16.127,15.972
43088.13,1173.033,16.02,16.416
43088.17,1158.567,16.173,16.868
43088.21,1141.008,16.843,17.052
43088.25,1116.392,17.317,15.764
43088.29,1099.358,17.663,13.444
43088.33,1081.858,17.773,10.648
43088.38,1070.017,17.867,8.292
43088.42,1064.417,18.207,6.652
43088.46,1080.4,18.607,5.464
43088.5,1106.708,18.577,4.436
43088.54,1123.158,18.71,4.288
43088.58,1140.25,18.543,4.696
43088.63,1154.717,17.893,5.72
43088.67,1152.85,17.09,7.524
43088.71,1142.817,17.203,9.636
43088.75,1135.933,17.323,11.372
43088.79,1115.4,17.923,12.22
43088.83,1111.142,17.64,12.56
43088.88,1106.708,17.69,13.088
43088.92,1111.783,17.597,13.584
43088.96,1123.975,17.53,14.096
43089,1146.142,17.237,14.52
43089.04,1161.25,16.873,15.032
43089.08,1173.908,16.903,15.768
43089.13,1173.908,16.933,16.432
43089.17,1159.092,17.07,17.132
43089.21,1144.625,17.23,17.52
43089.25,1121,17.547,17.412
43089.29,1106.358,18.17,16.164
43089.33,1086.35,18.41,13.732
43089.38,1072.408,18.55,10.844
43089.42,1064.242,18.737,8.488
43089.46,1073.867,19.06,6.592
43089.5,1098.717,19.043,4.976
43089.54,1114.933,18.837,5.144
43089.58,1144.158,18.75,7.064
43089.63,1165.508,18.44,9.744
43089.67,1162.533,18.14,12.448
43089.71,1149.758,18.3,14.556
43089.75,1142.7,18.65,15.648
43089.79,1130.683,19.027,15.304
43089.83,1123.508,19.157,13.568
43089.88,1110.5,19.213,11.664
43089.92,1110.85,19.2,10.416
43089.96,1122.517,19.19,9.236
43090,1141.533,19.063,9.84
43090.04,1169.008,18.9,11.368
43090.08,1182.192,18.833,13.244
43090.13,1188.258,18.637,14.696
43090.17,1179.975,18.49,15.896
43090.21,1160.608,18.59,16.7
43090.25,1148.3,18.887,16.728
43090.29,1124.617,18.97,15.316
43090.33,1103.442,19.123,11.656
43090.38,1084.425,19.203,8.5
43090.42,1071.65,19.33,6.076
43090.46,1064.708,19.93,4.444
43090.5,1080.283,20.627,3.252
43090.54,1103.442,20.53,2.492
43090.58,1125.608,20.32,5.432
43090.63,1145.325,19.923,8.764
43090.67,1158.8,20.027,11.492
43090.71,1155.417,19.52,13.184
43090.75,1147.133,19.503,14.616
43090.79,1139.433,20.037,14.648
43090.83,1121.35,20.243,13.108
43090.88,1110.675,20.263,12.508
43090.92,1109.683,20.073,12.688
43090.96,1112.133,19.813,13.48
43091,1126.6,19.847,13.888
43091.04,1142.525,19.647,14.748
43091.08,1165.742,19.363,15.316
43091.13,1178.05,18.923,16.188
43091.17,1177.058,18.993,17.056
43091.21,1167.842,18.997,17.652
43091.25,1153.083,18.983,17.732
43091.29,1129.4,19.117,16
43091.33,1112.483,19.267,13.812
43091.38,1094.517,19.367,10.22
43091.42,1080.283,19.493,7.396
43091.46,1070.95,20.01,5.26
43091.5,1078.533,20.88,3.904
43091.54,1101.108,20.903,2.976
43091.58,1122.342,20.7,13.756
43091.63,1131.558,20.217,19.416
43091.67,1146.667,20.67,22.364
43091.71,1150.983,20.31,24.04
43091.75,1147.95,20.103,24.944
43091.79,1141.417,20.33,24.944
43091.83,1128.758,20.77,20.26
43091.88,1114.292,20.797,19.2
43091.92,1110.675,20.45,23.608
43091.96,1109.858,20.38,24.252
43092,1112.775,20.227,24.748
43092.04,1120.183,20.063,25.732
43092.08,1139.783,19.55,28.972
43092.13,1154.25,19.367,29.744
43092.17,1163.875,19.357,29.968
43092.21,1163.875,19.407,29.904
43092.25,1153.083,19.333,28.264
43092.29,1137.45,19.263,24.428
43092.33,1117.558,19.423,20.396
43092.38,1108.517,19.653,12.556
43092.42,1091.133,19.827,5.428
43092.46,1079.467,19.973,1.152
43092.5,1078.358,20.31,0.772
43092.54,1095.333,20.57,1.024
43092.58,1112.658,20.743,3.56
43092.63,1120.533,20.59,14.148
43092.67,1138.617,20.56,16.728
43092.71,1147.95,20.443,20.332
43092.75,1154.25,20.277,25.4
43092.79,1148.125,20.157,27.06
43092.83,1137.975,20.283,24.904
43092.88,1130.042,20.533,18.968
43092.92,1116.917,20.61,14.708
43092.96,1110.675,20.597,11.656
43093,1112.133,20.54,13.76
43093.04,1119.367,20.393,10.836
43093.08,1129.225,20.25,14.856
43093.13,1142.875,20.14,21.88
43093.17,1157.517,19.973,26.956
43093.21,1163.583,19.793,29.796
43093.25,1160.433,19.69,30.172
43093.29,1148.942,19.82,29.292
43093.33,1134.475,20.023,22.668
43093.38,1114.292,20.083,16.996
43093.42,1105.425,20.177,7.548
43093.46,1091.308,20.403,3.452
43093.5,1082.967,20.753,0.812
43093.54,1087.808,21.143,0.784
43093.58,1103.442,21.407,0.92
43093.63,1111.958,21.433,4.136
43093.67,1125.317,21.35,9.596
43093.71,1140.425,20.953,18.896
43093.75,1145.675,20.677,25.544
43093.79,1145.675,20.23,28.872
43093.83,1142.058,20.35,29.24
43093.88,1135.642,20.633,27.552
43093.92,1120.183,20.867,23.416
43093.96,1112.483,21.053,10.432
43094,1110.325,20.517,4.532
43094.04,1110.325,20.2,3.008
43094.08,1112.95,20.26,5.784
43094.13,1117.558,20.27,20.784
43094.17,1125.783,20.013,21.56
43094.21,1131.208,20.007,22.696
43094.25,1138.442,20.017,24.92
43094.29,1132.667,19.823,23.416
43094.33,1121.525,19.707,18.224
43094.38,1111.783,19.637,9.844
43094.42,1095.333,19.75,6.92
43094.46,1080.75,19.9,3.528
43094.5,1070.833,20.12,2.272
43094.54,1064.417,20.887,1.548
43094.58,1070.95,21.663,1.2
43094.63,1082.85,21.583,1.1
43094.67,1100,20.887,3.06
43094.71,1116.1,20.39,11.164
43094.75,1120.825,19.88,13.992
43094.79,1126.6,19.65,17.752
43094.83,1128.233,19.513,20.608
43094.88,1118.55,19.267,16.352
43094.92,1114.117,19.557,15.896
43094.96,1099.008,19.55,9.892
43095,1087.167,19.31,5.288
43095.04,1078.533,18.86,2.504
43095.08,1080.575,18.277,2.024
43095.13,1089.908,17.373,1.756
43095.17,1106.358,18.247,8.94
43095.21,1115.925,17.817,14.488
43095.25,1124.267,16.837,15.656
43095.29,1136.458,17.027,16.44
43095.33,1134.767,16.487,16.112
43095.38,1127.883,15.437,14.704
43095.42,1121.992,15.493,11.768
43095.46,1117.383,17.09,8.136
43095.5,1108.05,18.337,6.352
43095.54,1096.792,18.933,4.736
43095.58,1098.192,19.4,3.88
43095.63,1102.917,19.643,3.84
43095.67,1113.3,18.483,11.056
43095.71,1120.475,16.77,15.772
43095.75,1136.75,16.557,16.988
43095.79,1151.683,16.33,17.76
43095.83,1151.858,16.4,19.076
43095.88,1146.783,16.283,19.912
43095.92,1143.983,16.35,20.116
43095.96,1128.058,17.047,16.544
43096,1116.742,17.18,15.72
43096.04,1106.242,18.143,11.108
43096.08,1090.375,18.527,6.504
43096.13,1080.458,18.49,2.664
43096.17,1089.267,18.093,1.788
43096.21,1107.875,17.61,6.056
43096.25,1115.925,16.913,13.644
43096.29,1124.267,16.537,16.72
43096.33,1130.508,16.51,18.04
43096.38,1136.575,16.53,19.492
43096.42,1137.392,16.517,20.864
43096.46,1136.4,16.623,21.576
43096.5,1124.267,16.84,22.88
43096.54,1113.3,17.77,12.084
43096.58,1095.508,18.22,8.604
43096.63,1096.15,18.607,6.22
43096.67,1107.875,18.423,8.988
43096.71,1115.575,17.253,21.492
43096.75,1120.183,17.05,23.44
43096.79,1136.225,16.93,24.288
43096.83,1153.55,16.71,25.66
43096.88,1149.408,16.693,26.456
43096.92,1152.675,16.707,26.64
43096.96,1144.975,16.74,26.852
43097,1124.442,16.933,23.12
43097.04,1115.75,16.917,26.756
43097.08,1100.292,17.72,11.688
43097.13,1089.908,17.86,6.604
43097.17,1083.142,17.87,2.976
43097.21,1078.65,17.73,2.244
43097.25,1084.892,17.52,1.6
43097.29,1105.25,17.03,9.556
43097.33,1117.383,16.37,14.896
43097.38,1121.642,16.743,22.824
43097.42,1124.617,16.767,27.752
43097.46,1125.433,16.503,20.62
43097.5,1121.992,16.327,14.736
43097.54,1118.025,16.847,8.676
43097.58,1104.725,17.517,5.744
43097.63,1097.083,17.7,4.204
43097.67,1086.233,17.783,3.384
43097.71,1088.1,17.677,2.184
43097.75,1098.192,17.427,1.856
43097.79,1111.433,16.667,19.88
43097.83,1120.65,16.35,20.648
43097.88,1141.183,16.307,24.156
43097.92,1141.825,16.267,26.58
43097.96,1142.992,16.22,26.58
43098,1136.108,16.21,26.5
43098.04,1119.833,16.2,13.868
43098.08,1110.5,16.567,11.896
43098.13,1094.05,16.86,8.584
43098.17,1081.392,17.057,4.976
43098.21,1070.367,16.833,1.98
43098.25,1065.583,16.407,1.856
43098.29,1077.892,15.777,1.652
43098.33,1093.583,15.94,13.74
43098.38,1112.95,15.763,22.8
43098.42,1123.45,14.887,17.96
43098.46,1130.158,14.613,20.316
43098.5,1129.808,15.437,25.328
43098.54,1122.925,15.37,25.212
43098.58,1118.375,15.157,20.244
43098.63,1112.308,15.847,22.164
43098.67,1098.717,16.39,9.82
43098.71,1089.558,16.553,6.04
43098.75,1091.658,16.447,4.824
43098.79,1106.533,16.147,23.944
43098.83,1120.65,15.493,27.232
43098.88,1138.383,15.203,23.756
43098.92,1154.308,15.337,25.108
43098.96,1155.417,15.147,26.668
43099,1150.692,15.13,26.808
43099.04,1138.733,15.207,26.18
43099.08,1120.65,14.98,21.996
43099.13,1107,15.403,20.036
43099.17,1085.708,15.73,15.228
43099.21,1070.192,15.93,9.828
43099.25,1059.633,15.447,5.984
43099.29,1053.742,14.07,4.472
43099.33,1062.258,13.617,3.624
43099.38,1086.35,15.063,1.48
43099.42,1114.117,14.95,22.512
43099.46,1132.317,14.843,21.16
43099.5,1141.358,15.003,23.448
43099.54,1145.908,14.913,24.476
43099.58,1140.017,15.147,23.788
43099.63,1125.433,15.533,22.132
43099.67,1113.942,15.76,16.696
43099.71,1104.725,15.883,16.084
43099.75,1096.908,15.87,8.42
43099.79,1101.75,15.613,7.876
43099.83,1112.308,15.563,11.884
43099.88,1128.058,15.223,16.656
43099.92,1147.892,15.067,18.076
43099.96,1170.583,15.117,20.212
43100,1175.833,15.033,21.648
43100.04,1167.9,14.957,22.336
43100.08,1149.7,14.923,22.252
43100.13,1126.075,14.87,20.84
43100.17,1106.883,14.737,16.4
43100.21,1087.342,15.047,12.468
43100.25,1070.542,15.287,8.112
43100.29,1060.333,15.083,4.988
43100.33,1054.267,13.947,3.356
43100.38,1054.208,13.123,2.812
43100.42,1077.25,13.617,2.316
43100.46,1108.167,14.233,3.98
43100.5,1133.308,14.623,8.46
43100.54,1151.975,14.963,13.128
43100.58,1152.15,15.073,16.348
43100.63,1143.808,15.22,18.328
43100.67,1126.425,15.493,18.568
43100.71,1117.85,15.55,17.292
43100.75,1111.608,15.6,15.568
43100.79,1109.158,15.657,16.568
43100.83,1113.125,15.65,15.976
43100.88,1131.15,15.767,15.212
43100.92,1156.933,15.687,16.844
43100.96,1163.292,15.36,19.164
43101,1189.542,15.12,20.292
43101.04,1186.508,15.117,21.812
43101.08,1158.1,14.927,21.264
43101.13,1138.208,15.203,19.664
43101.17,1118.842,15.303,15.928
43101.21,1103.092,15.38,12.764
43101.25,1081.567,15.503,8.052
43101.29,1068.325,15.33,4.092
43101.33,1059.808,14.59,2.584
43101.38,1054.733,13.083,2.024
43101.42,1052.808,11.383,1.828
43101.46,1057.942,11.09,1.748
43101.5,1078.708,14.68,1.344
43101.54,1106.067,13.187,1.144
43101.58,1118.667,13.427,2.048
43101.63,1120.3,13.23,3.676
43101.67,1115.575,12.47,2.984
43101.71,1103.558,13.28,2.128
43101.75,1089.558,13.963,1.7
43101.79,1077.6,14.57,1.412
43101.83,1069.608,13.527,1.208
43101.88,1066.867,11.903,1.052
43101.92,1071.533,10.557,0.948
43101.96,1079.7,11.46,0.896
43102,1095.042,11.017,0.82
43102.04,1114.583,11.17,0.78
43102.08,1116.683,10.477,0.716
43102.13,1112.892,9.763,0.664
43102.17,1097.433,10.47,0.648
43102.21,1082.208,12.857,0.664
43102.25,1067.683,12.35,0.624
43102.29,1059.75,8.96,0.556
43102.33,1054.5,5.42,0.516
43102.38,1052.75,4.68,0.544
43102.42,1052.458,4.403,0.608
43102.46,1052.75,5.467,0.736
43102.5,1051.933,6.79,0.912
43102.54,1050.942,8.01,1.128
43102.58,1068.325,10.907,1.344
43102.63,1092.767,12.127,1.376
43102.67,1112.425,10.51,1.256
43102.71,1111.783,10.08,1.236
43102.75,1101.925,10.087,1.2
43102.79,1091.017,10.797,1.184
43102.83,1077.425,11.827,1.14
43102.88,1073.925,12.537,1.08
43102.92,1074.392,12.31,0.996
43102.96,1093.875,11.043,0.892
43103,1110.792,10.343,0.924
43103.04,1125.842,8.517,1.088
43103.08,1138.15,8.557,1.54
43103.13,1143.867,8.197,2.32
43103.17,1145.15,8.233,3.232
43103.21,1130.275,8.127,3.96
43103.25,1105.075,8.94,4.436
43103.29,1083.2,9.963,4.504
43103.33,1068.967,11.22,4.076
43103.38,1060.508,10.973,3.368
43103.42,1055.433,8.263,2.728
43103.46,1050.475,7.697,2.4
43103.5,1047.092,10.157,2.364
43103.54,1067.392,12.76,2.244
43103.58,1100.467,10.283,2.224
43103.63,1114.875,9.09,2.568
43103.67,1117.5,8.997,2.98
43103.71,1116.975,9.073,3.548
43103.75,1118.492,9.21,4.232
43103.79,1110.792,9.747,4.832
43103.83,1095.042,11.433,5.332
43103.88,1087.05,11.833,5.408
43103.92,1088.45,11.703,5.184
43103.96,1097.083,11.397,4.856
43104,1113.883,8.987,4.648
43104.04,1121.408,8.2,4.764
43104.08,1137.158,7.797,5.104
43104.13,1142.7,8.49,5.712
43104.17,1144.567,8.65,6.308
43104.21,1138.267,7.63,6.712
43104.25,1123.858,8.32,7.32
43104.29,1107.175,9.527,7.808
43104.33,1086.058,10.3,7.972
43104.38,1069.9,11.083,7.84
43104.42,1059.867,10.62,7.264
43104.46,1054.15,9.887,6.62
43104.5,1052.342,10.77,6.316
43104.54,1064.358,12.86,5.9
43104.58,1089.267,12.77,5.188
43104.63,1115.225,9.017,4.632
43104.67,1133.075,8.433,4.524
43104.71,1144.683,8.383,4.64
43104.75,1137.8,8.263,4.896
43104.79,1128.117,8.27,5.212
43104.83,1117.967,8.837,5.588
43104.88,1111.433,9.63,5.96
43104.92,1098.192,10.993,6.272
43104.96,1093.583,11.337,6.276
43105,1103.558,11.027,6.088
43105.04,1115.517,8.967,5.732
43105.08,1124.675,8.103,5.532
43105.13,1140.6,7.9,5.568
43105.17,1149.408,8.127,5.788
43105.21,1146.492,7.953,6.052
43105.25,1141.592,8.077,6.444
43105.29,1120.942,8.347,6.872
43105.33,1102.275,9.5,7.356
43105.38,1084.192,10.583,7.672
43105.42,1072.642,10.677,7.592
43105.46,1065,11.06,7.428
43105.5,1060.683,11.703,7.232
43105.54,1068.15,12.847,7.068
43105.58,1087.517,12.937,6.608
43105.63,1114.408,9.91,6.112
43105.67,1129.108,8.793,5.872
43105.71,1144.042,8.55,5.884
43105.75,1148.3,8.2,5.972
43105.79,1141.883,8.233,6.188
43105.83,1132.725,8.497,6.492
43105.88,1120.3,9.203,6.88
43105.92,1109.625,9.73,7.208
43105.96,1102.567,10.453,7.528
43106,1104.258,10.637,7.648
43106.04,1122.283,9.44,7.524
43106.08,1132.9,8.533,7.44
43106.13,1153.375,8.193,7.496
43106.17,1164.692,8.023,7.632
43106.21,1163.408,8.033,7.864
43106.25,1154.95,8.003,8.112
43106.29,1142.35,8.07,8.388
43106.33,1122.225,8.977,8.84
43106.38,1101.75,9.96,9.204
43106.42,1084.133,10.877,9.392
43106.46,1072.35,11.153,9.256
43106.5,1065.758,12.057,9.164
43106.54,1061.733,13.833,9.088
43106.58,1076.142,13.973,8.488
43106.63,1102.275,12.96,7.736
43106.67,1124.208,10.493,7.112
43106.71,1139.433,9.397,6.832
43106.75,1147.133,9.237,6.876
43106.79,1144.858,9.09,7.028
43106.83,1137.8,9.307,7.34
43106.88,1127.825,10.163,7.812
43106.92,1113.708,10.05,8.096
43106.96,1097.725,11.393,8.564
43107,1088.45,11.84,8.7
43107.04,1089.558,11.69,8.508
43107.08,1106.533,10.697,8.212
43107.13,1122.225,9.18,7.864
43107.17,1131.092,8.833,7.88
43107.21,1140.425,8.91,8.092
43107.25,1138.792,8.997,8.388
43107.29,1138.442,9.087,8.704
43107.33,1125.725,9.28,9.04
43107.38,1110.442,9.42,9.328
43107.42,1092.125,11.123,9.796
43107.46,1079.7,11.937,9.896
43107.5,1069.9,12.977,9.896
43107.54,1065.233,14.913,9.94
43107.58,1081.742,14.89,9.368
43107.63,1104.9,13.127,8.496
43107.67,1123.917,11.17,7.792
43107.71,1142.758,10.533,7.624
43107.75,1158.683,10.567,7.724
43107.79,1159.967,10.167,7.852
43107.83,1152.442,10.217,8.188
43107.88,1135.875,10.32,8.524
43107.92,1124.558,11.527,9.04
43107.96,1110.15,12.073,9.3
43108,1094.692,12.573,9.352
43108.04,1089.092,12.643,9.148
43108.08,1096.792,12.38,8.708
43108.13,1112.775,11.85,8.344
43108.17,1119.483,10.623,7.892
43108.21,1129.283,10.213,7.744
43108.25,1145.383,9.783,7.716
43108.29,1153.375,9.44,7.828
43108.33,1153.667,9.37,8.064
43108.38,1147.308,9.343,8.344
43108.42,1143.225,9.467,8.676
43108.46,1128.642,10.23,9.12
43108.5,1114.583,10.453,9.4
43108.54,1111.783,10.863,9.664
43108.58,1111.433,11.027,9.848
43108.63,1116.217,10.82,9.948
43108.67,1130.45,10.95,10.184
43108.71,1142.583,10.8,10.388
43108.75,1159.617,10.303,10.504
43108.79,1166.85,10.18,10.74
43108.83,1166.85,10.047,10.992
43108.88,1165.625,9.937,11.252
43108.92,1149.467,10.117,11.584
43108.96,1137.158,10.833,12.048
43109,1118.958,11.16,12.3
43109.04,1113.067,11.127,12.324
43109.08,1105.075,11.377,12.368
43109.13,1103.092,11.903,12.464
43109.17,1109.45,11.357,12.248
43109.21,1118.025,10.663,12.044
43109.25,1126.192,10.41,12.08
43109.29,1136.867,10.413,12.276
43109.33,1141.125,10.37,12.488
43109.38,1145.208,10.163,12.656
43109.42,1139.783,10.373,12.956
43109.46,1129.808,12.153,13.716
43109.5,1123.625,12.493,13.872
43109.54,1119.017,12.893,13.96
43109.58,1112.425,13.537,14.036
43109.63,1112.425,13.523,13.896
43109.67,1117.033,12.13,13.608
43109.71,1131.617,12.157,13.824
43109.75,1143.925,11.427,13.8
43109.79,1153.083,11.27,13.976
43109.83,1156.992,11.387,14.248
43109.88,1157.342,11.457,14.496
43109.92,1152.383,11.57,14.72
43109.96,1146.842,11.68,14.908
43110,1129.167,12.697,15.288
43110.04,1114.233,12.757,14.996
43110.08,1102.45,12.69,14.62
43110.13,1090.2,13.893,13.884
43110.17,1086.525,14.18,12.648
43110.21,1094.692,13.863,11.552
43110.25,1109.333,12.577,11.372
43110.29,1115.4,12.01,11.856
43110.33,1124.267,11.683,12.404
43110.38,1131.092,11.703,12.9
43110.42,1136.225,11.837,13.364
43110.46,1136.05,11.943,13.8
43110.5,1131.617,12.227,14.368
43110.54,1120.65,13.253,15.136
43110.58,1111.608,14.777,15.588
43110.63,1104.083,15.277,14.284
43110.67,1106.533,15.07,13.708
43110.71,1111.608,14.68,13.748
43110.75,1121.933,14.183,14.508
43110.79,1139.492,14.01,15.28
43110.83,1157.4,13.7,15.76
43110.88,1161.367,13.703,16.244
43110.92,1159.208,13.633,16.552
43110.96,1151.158,13.627,16.788
43111,1136.75,14.017,17.088
43111.04,1123.625,14.31,16.904
43111.08,1109.975,14.51,16.496
43111.13,1093.117,15.09,15.164
43111.17,1081.567,15.43,13.492
43111.21,1079,15.7,11.564
43111.25,1088.45,15.333,10.736
43111.29,1106.883,14.45,11.948
43111.33,1116.858,13.66,13.504
43111.38,1127.183,13.64,14.532
43111.42,1138.5,13.683,15.228
43111.46,1144.625,13.807,15.748
43111.5,1141.825,13.993,16.164
43111.54,1136.108,14.333,16.576
43111.58,1114.933,16.157,30.368
43111.63,1109.333,15.78,28.464
43111.67,1104.083,15.733,29.6
43111.71,1104.375,15.66,30.14
43111.75,1106.708,15.62,31.284
43111.79,1112.308,15.82,32.276
43111.83,1122.808,15.597,32.824
43111.88,1136.867,15.17,33.436
43111.92,1149.175,14.79,33.8
