Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43051.04,21.01,17.1,25.64,1504.07
43051.08,20.95,17,25.46,1503.79
43051.12,20.78,16.94,25.29,1503.22
43051.17,20.75,17.41,25.91,1503.67
43051.21,20.75,17.85,26.51,1504.16
43051.25,20.72,18.18,26.94,1504.45
43051.29,20.54,18.02,26.62,1503.77
43051.33,20.43,18.06,26.62,1503.48
43051.37,20.54,18.29,27,1504.08
43051.42,20.51,18.35,27.06,1504.06
43051.46,20.63,17.98,26.63,1503.98
43051.5,21.07,17.73,26.52,1504.94
43051.54,21.24,17.06,25.7,1504.68
43051.58,21.44,16.38,24.88,1504.5
43051.62,21.76,16.19,24.78,1505.19
43051.67,22.14,15.55,24.07,1505.53
43051.71,22.05,16.81,25.8,1506.69
43051.75,22.08,17.4,26.64,1507.42
43051.79,21.91,18.1,27.51,1507.72
43051.83,21.82,18.32,27.77,1507.73
43051.87,21.73,18.84,28.44,1508.07
43051.92,21.73,19.04,28.71,1508.29
43051.96,21.76,19.29,29.07,1508.65
43052,21.76,19.77,29.72,1509.18
43052.04,21.76,19.99,30.02,1509.43
43052.08,21.76,20.04,30.1,1509.49
43052.12,21.76,20.1,30.17,1509.55
43052.17,21.65,18.78,28.29,1507.75
43052.21,21.41,19.12,28.62,1507.49
43052.25,21.3,19.58,29.18,1507.68
43052.29,21.1,19.04,28.33,1506.5
43052.33,21.12,19.03,28.33,1506.57
43052.37,21.04,18.72,27.86,1505.97
43052.42,21.01,18.98,28.19,1506.18
43052.46,21.01,19.18,28.46,1506.41
43052.5,21.1,18.89,28.13,1506.33
43052.54,21.62,18.49,27.89,1507.35
43052.58,22.11,18.45,28.12,1508.68
43052.62,22.48,18.27,28.08,1509.5
43052.67,23,18.03,28.05,1510.66
43052.71,23.23,17.81,27.87,1511.04
43052.75,23.09,17.68,27.6,1510.5
43052.79,22.43,18.68,28.62,1509.8
43052.83,22.05,19.18,29.09,1509.33
43052.87,21.88,19.67,29.66,1509.39
43052.92,21.88,19.56,29.51,1509.27
43052.96,21.94,19.38,29.29,1509.23
43053,22.08,19.64,29.74,1509.92
43053.04,22.05,20.09,30.35,1510.34
43053.08,21.56,19.53,29.27,1508.35
43053.12,21.36,18.89,28.28,1507.07
43053.17,21.65,19.87,29.79,1508.98
43053.21,21.7,20.35,30.47,1509.67
43053.25,21.41,20.35,30.3,1508.87
43053.29,20.22,18.76,27.43,1503.68
43053.33,20.14,19.49,28.35,1504.26
43053.37,19.96,19.89,28.76,1504.19
43053.42,20.02,20.07,29.05,1504.58
43053.46,20.22,20.15,29.27,1505.25
43053.5,20.4,20.29,29.57,1505.92
43053.54,20.51,20.18,29.5,1506.13
43053.58,20.89,19.64,29.02,1506.6
43053.62,21.33,19.15,28.62,1507.28
43053.67,21.62,18.79,28.29,1507.68
43053.71,21.79,18.47,27.96,1507.82
43053.75,21.68,18.52,27.96,1507.55
43053.79,21.27,18.97,28.34,1506.92
43053.83,20.95,19.62,29.02,1506.74
43053.87,20.6,19.98,29.29,1506.15
43053.92,20.37,20.36,29.64,1505.91
43053.96,20.25,20.3,29.49,1505.51
43054,20.19,20.38,29.56,1505.43
43054.04,19.93,20.28,29.26,1504.55
43054.08,19.46,20.16,28.82,1503.05
43054.12,18.94,20.03,28.32,1501.33
43054.17,18.58,19.77,27.77,1499.98
43054.21,18.08,19.45,27.06,1498.08
43054.25,17.31,18.66,25.61,1494.77
43054.29,16.56,18.24,24.67,1491.92
43054.33,16.26,18.73,25.1,1491.53
43054.37,16.47,19.62,26.31,1493.24
43054.42,16.56,20.59,27.55,1494.67
43054.46,17.28,20.77,28.22,1497.14
43054.5,17.58,20.68,28.29,1497.95
43054.54,17.76,20.65,28.36,1498.46
43054.58,18.05,20.34,28.16,1499.02
43054.62,18.08,20.49,28.37,1499.28
43054.67,18.38,20.24,28.24,1499.89
43054.71,18.67,19.84,27.91,1500.32
43054.75,18.82,19.72,27.84,1500.62
43054.79,18.76,19.49,27.52,1500.18
43054.83,18.58,20.19,28.31,1500.46
43054.87,18.23,20.63,28.65,1499.9
43054.92,18.23,20.47,28.44,1499.71
43054.96,18.47,20.41,28.51,1500.35
43055,18.2,20.54,28.51,1499.7
43055.04,18.23,20.63,28.65,1499.9
43055.08,18.29,20.44,28.44,1499.85
43055.12,17.96,20.65,28.5,1499.11
43055.17,17.37,20.19,27.56,1496.74
43055.21,17.13,20,27.17,1495.77
43055.25,16.86,19.58,26.49,1494.43
43055.29,16.47,19.23,25.84,1492.79
43055.33,16.11,18.94,25.27,1491.29
43055.37,16.17,19.33,25.78,1491.94
43055.42,16.53,20.19,27.04,1494.11
43055.46,16.74,20.34,27.36,1494.95
43055.5,17.19,20.49,27.82,1496.53
43055.54,17.4,20.66,28.16,1497.38
43055.58,17.7,20.73,28.43,1498.38
43055.62,17.82,20.78,28.57,1498.8
43055.67,17.82,20.19,27.83,1498.11
43055.71,17.96,20.71,28.57,1499.17
43055.75,18.08,20.87,28.85,1499.72
43055.79,18.14,20.84,28.85,1499.87
43055.83,18.29,21.05,29.21,1500.56
43055.87,18.41,21.34,29.65,1501.25
43055.92,18.44,21.09,29.36,1501.05
43055.96,18.49,21.12,29.43,1501.26
43056,18.52,21.22,29.58,1501.47
43056.04,18.58,21.14,29.51,1501.54
43056.08,18.58,21.25,29.66,1501.68
43056.12,18.41,21.11,29.36,1500.98
43056.17,17.37,20.67,28.16,1497.3
43056.21,17.07,20.5,27.75,1496.17
43056.25,16.74,20.14,27.11,1494.71
43056.29,16.47,19.86,26.61,1493.53
43056.33,16.11,19.6,26.07,1492.06
43056.37,15.84,19.44,25.72,1491
43056.42,17.64,21.38,29.2,1498.95
43056.46,17.22,21.19,28.7,1497.44
43056.5,17.58,21.12,28.85,1498.47
43056.54,17.49,21.06,28.71,1498.11
43056.58,17.64,20.98,28.71,1498.49
43056.62,17.76,21.03,28.85,1498.91
43056.67,17.84,20.82,28.64,1498.94
43056.71,18.55,20.26,28.38,1500.45
43056.75,18.99,19.48,27.65,1500.88
43056.79,18.97,19.55,27.72,1500.87
43056.83,18.91,19.52,27.65,1500.67
43056.87,18.52,19.8,27.77,1499.83
43056.92,18.58,19.88,27.91,1500.1
43056.96,18.76,20.16,28.38,1500.96
43057,18.85,20.34,28.66,1501.42
43057.04,18.94,20.57,29.01,1501.95
43057.08,18.97,20.56,29.01,1502.02
43057.12,18.97,20.61,29.09,1502.09
43057.17,18.94,20.46,28.87,1501.83
43057.21,18.44,20,27.97,1499.79
43057.25,17.52,19.71,27.05,1496.64
43057.29,17.22,19.45,26.55,1495.42
43057.33,16.92,19.26,26.13,1494.25
43057.37,16.74,19.2,25.95,1493.61
43057.42,18.02,20.19,27.96,1498.76
43057.46,17.76,20.16,27.76,1497.9
43057.5,17.79,19.74,27.24,1497.5
43057.54,18.38,19.82,27.7,1499.4
43057.58,18.7,19.46,27.45,1499.98
43057.62,18.94,19.82,28.05,1501.09
43057.67,19.11,19.69,27.98,1501.47
43057.71,18.97,19.81,28.05,1501.16
43057.75,19.02,19.32,27.46,1500.78
43057.79,19.7,18.36,26.59,1501.69
43057.83,19.11,19.48,27.72,1501.23
43057.87,18.82,19.98,28.18,1500.92
43057.92,19.14,20.58,29.16,1502.58
43057.96,19.2,20.78,29.45,1502.98
43058,19.23,20.82,29.53,1503.12
43058.04,19.4,20.85,29.68,1503.67
43058.08,19.61,21.16,30.21,1504.62
43058.12,19.58,21.24,30.28,1504.62
43058.17,19.61,21.4,30.52,1504.89
43058.21,19.49,20.64,29.46,1503.69
43058.25,19.08,19.29,27.46,1500.93
43058.29,19.05,18.96,27.01,1500.46
43058.33,19.02,18.98,27.01,1500.39
43058.37,19.05,18.87,26.89,1500.35
43058.42,19.11,18.84,26.89,1500.5
43058.46,19.14,18.45,26.4,1500.14
43058.5,19.32,18.2,26.16,1500.37
43058.54,19.46,16.83,24.44,1499.25
43058.58,19.81,16.28,23.89,1499.66
43058.62,19.64,17.45,25.36,1500.48
43058.67,19.79,18.05,26.24,1501.59
43058.71,19.87,18.38,26.72,1502.23
43058.75,19.96,18.3,26.66,1502.39
43058.79,19.99,18.28,26.66,1502.46
43058.83,20.05,18.54,27.04,1502.92
43058.87,19.99,18.61,27.1,1502.83
43058.92,19.46,17.27,25.03,1499.76
43058.96,19.11,17.04,24.54,1498.44
43059,19.26,18.13,26.04,1500.12
43059.04,19.2,18.34,26.28,1500.18
43059.08,18.85,18.03,25.69,1498.78
43059.12,18.82,17.7,25.24,1498.31
43059.17,18.76,17.77,25.29,1498.21
43059.21,18.17,17.3,24.37,1495.87
43059.25,17.58,17.11,23.81,1493.81
43059.29,16.92,17.31,23.7,1491.97
43059.33,16.23,18.14,24.36,1490.74
43059.37,15.57,18.18,24.05,1488.64
43059.42,15.18,18.12,23.75,1487.25
43059.46,15.84,18.19,24.2,1489.53
43059.5,16.35,18.29,24.62,1491.31
43059.54,17.37,17.72,24.47,1493.87
43059.58,17.52,17.02,23.66,1493.52
43059.62,17.99,17.18,24.11,1495.18
43059.67,18.49,18.09,25.57,1497.78
43059.71,18.7,18.41,26.09,1498.77
43059.75,18.55,18.43,26.03,1498.34
43059.79,18.52,18.39,25.97,1498.21
43059.83,18.55,18.43,26.03,1498.34
43059.87,18.52,18.35,25.91,1498.16
43059.92,18.49,18.23,25.74,1497.93
43059.96,18.44,18.34,25.85,1497.89
43060,18.23,18.3,25.68,1497.2
43060.04,18.14,18.61,26.02,1497.29
43060.08,18.17,18.87,26.38,1497.69
43060.12,18.2,19.1,26.69,1498.04
43060.17,18.23,19.18,26.81,1498.22
43060.21,18.02,19.13,26.62,1497.53
43060.25,17.7,18.58,25.73,1495.88
43060.29,17.52,18.25,25.22,1494.95
43060.33,17.22,18.12,24.89,1493.87
43060.37,17.16,18.06,24.78,1493.61
43060.42,17.19,18.53,25.38,1494.25
43060.46,17.4,18.48,25.44,1494.85
43060.5,17.55,18.07,25,1494.83
43060.54,17.76,18.15,25.22,1495.57
43060.58,17.87,18.18,25.33,1495.98
43060.62,17.87,18.1,25.22,1495.88
43060.67,17.93,18.07,25.22,1496.03
43060.71,18.11,18.53,25.91,1497.11
43060.75,18.11,18.62,26.02,1497.21
43060.79,18.17,19.11,26.69,1497.96
43060.83,18.17,19.46,27.12,1498.36
43060.87,18.2,19.8,27.57,1498.84
43060.92,18.23,19.99,27.83,1499.15
43060.96,18.23,20.2,28.1,1499.4
43061,18.2,20.43,28.37,1499.57
43061.04,18.26,20.73,28.79,1500.1
43061.08,18.26,20.84,28.93,1500.23
43061.12,18.26,20.84,28.93,1500.23
43061.17,18.26,20.95,29.07,1500.35
43061.21,18.29,20.88,29,1500.36
43061.25,18.29,20.88,29,1500.36
43061.29,18.26,20.79,28.86,1500.16
43061.33,17.87,19.2,26.62,1497.15
43061.37,17.82,18.66,25.9,1496.35
43061.42,17.9,18.67,25.96,1496.63
43061.46,18.35,19.03,26.69,1498.41
43061.5,19.05,20.74,29.3,1502.5
43061.54,19.2,20.45,29.02,1502.6
43061.58,19.4,19.92,28.47,1502.6
43061.62,19.43,19.59,28.06,1502.32
43061.67,19.4,20.03,28.61,1502.72
43061.71,19.32,19.54,27.92,1501.91
43061.75,19.38,19.37,27.73,1501.88
43061.79,19.7,18.78,27.15,1502.17
43061.83,20.05,17.68,25.89,1501.94
43061.87,20.34,17.31,25.55,1502.37
43061.92,19.87,18.9,27.42,1502.82
43061.96,19.58,19.38,27.86,1502.5
43062,19.52,19.71,28.27,1502.71
43062.04,19.55,20.23,28.96,1503.39
43062.08,19.58,20.33,29.1,1503.58
43062.12,19.67,20.85,29.84,1504.43
43062.17,19.7,21.12,30.21,1504.83
43062.21,19.73,21.17,30.29,1504.97
43062.25,19.52,19.97,28.61,1503.01
43062.29,19.29,18.39,26.4,1500.51
43062.33,19.11,17.58,25.24,1499.06
43062.37,18.99,16.74,24.07,1497.74
43062.42,18.82,15.1,21.83,1495.33
43062.46,18.82,13.83,20.14,1493.87
43062.5,18.94,16.02,23.1,1496.74
43062.54,19.14,16.84,24.28,1498.29
43062.58,19.2,18.8,26.89,1500.72
43062.62,19.2,19.19,27.4,1501.16
43062.67,19.17,18.49,26.46,1500.27
43062.71,19.23,18.46,26.46,1500.41
43062.75,19.26,18.83,26.95,1500.92
43062.79,19.26,18.97,27.14,1501.08
43062.83,19.17,18.96,27.08,1500.81
43062.87,18.94,17.48,25.02,1498.41
43062.92,18.79,17.29,24.69,1497.75
43062.96,18.7,17.66,25.12,1497.91
43063,18.67,18.51,26.21,1498.8
43063.04,18.64,18.76,26.51,1498.99
43063.08,18.44,17.94,25.34,1497.43
43063.12,18.35,18.75,26.32,1498.08
43063.17,18.35,19.43,27.19,1498.86
43063.21,18.26,19.22,26.87,1498.36
43063.25,18.2,18.81,26.32,1497.71
43063.29,18.02,17.9,25.06,1496.11
43063.33,17.82,17.45,24.37,1494.95
43063.37,17.55,16.82,23.42,1493.38
43063.42,17.46,15.6,21.82,1491.69
43063.46,17.55,15.25,21.42,1491.56
43063.5,18.05,14.83,21.11,1492.65
43063.54,18.88,15.33,22.16,1495.77
43063.58,19.08,16.4,23.68,1497.62
43063.62,19.55,16.6,24.19,1499.25
43063.67,19.73,16.31,23.89,1499.44
43063.71,19.79,15.71,23.12,1498.94
43063.75,19.64,16.3,23.84,1499.17
43063.79,19.76,15.79,23.21,1498.94
43063.83,19.7,15.74,23.11,1498.71
43063.87,19.7,15.88,23.3,1498.87
43063.92,19.7,16.03,23.49,1499.03
43063.96,19.67,16,23.45,1498.92
43064,19.64,16.45,24.04,1499.35
43064.04,19.61,16.97,24.71,1499.85
43064.08,19.55,17.53,25.42,1500.31
43064.12,19.52,17.67,25.59,1500.38
43064.17,19.46,17.74,25.64,1500.29
43064.21,19.4,17.89,25.81,1500.29
43064.25,19.38,17.86,25.76,1500.16
43064.29,19.38,17.77,25.64,1500.07
43064.33,19.35,17.65,25.47,1499.84
43064.37,19.38,17.64,25.47,1499.92
43064.42,19.4,17.63,25.47,1499.99
43064.46,19.49,17.55,25.42,1500.16
43064.5,19.73,17.55,25.54,1500.85
43064.54,20.08,17.84,26.13,1502.21
43064.58,20.31,17.84,26.25,1502.89
43064.62,20.34,17.65,26.02,1502.76
43064.67,20.54,17.66,26.14,1503.36
43064.71,20.75,16.95,25.29,1503.15
43064.75,20.72,17,25.34,1503.12
43064.79,20.69,16.73,24.95,1502.73
43064.83,20.63,16.67,24.84,1502.5
43064.87,20.6,16.84,25.06,1502.6
43064.92,20.57,16.85,25.06,1502.53
43064.96,20.48,17,25.22,1502.45
43065,20.11,17.7,25.95,1502.14
43065.04,20.11,18.42,26.92,1502.96
43065.08,20.14,18.65,27.23,1503.3
43065.12,20.14,18.89,27.55,1503.57
43065.17,20.08,19.11,27.81,1503.66
43065.21,20.08,19.11,27.81,1503.66
43065.25,20.05,19.18,27.88,1503.64
43065.29,20.02,19.49,28.28,1503.92
43065.33,20.02,19.29,28.01,1503.69
43065.37,20.02,19.54,28.35,1503.98
43065.42,20.02,19.65,28.49,1504.09
43065.46,20.16,19.59,28.49,1504.45
43065.5,20.4,19.64,28.71,1505.18
43065.54,20.78,19.48,28.73,1506.09
43065.58,21.21,18.8,28.07,1506.55
43065.62,21.36,18.21,27.35,1506.31
43065.67,21.3,18.66,27.94,1506.65
43065.71,21.41,18.52,27.81,1506.82
43065.75,21.47,18.12,27.29,1506.53
43065.79,21.21,16.82,25.36,1504.33
43065.83,21.27,18.01,27.03,1505.84
43065.87,21.24,17.88,26.84,1505.61
43065.92,21.24,18.11,27.15,1505.87
43065.96,21.21,17.94,26.9,1505.59
43066,21.21,17.94,26.9,1505.59
43066.04,21.21,18.03,27.02,1505.7
43066.08,21.15,18.1,27.08,1505.61
43066.12,20.98,18.26,27.2,1505.29
43066.17,20.75,18.4,27.26,1504.79
43066.21,20.57,18.86,27.77,1504.8
43066.25,20.51,18.73,27.57,1504.49
43066.29,20.22,18.76,27.43,1503.68
43066.33,19.87,18.85,27.35,1502.77
43066.37,19.55,18.61,26.84,1501.54
43066.42,19.38,18.68,26.83,1501.1
43066.46,19.26,18.27,26.22,1500.28
43066.5,19.26,17.69,25.47,1499.62
43066.54,20.63,19.44,28.58,1505.62
43066.58,20.92,19.63,29.02,1506.67
43066.62,21.18,19.84,29.46,1507.65
43066.67,21.41,19.8,29.55,1508.25
43066.71,21.39,19.49,29.12,1507.82
43066.75,21.47,19.46,29.12,1508.03
43066.79,21.36,19.24,28.76,1507.46
43066.83,20.86,19.92,29.37,1506.83
43066.87,20.51,20.24,29.58,1506.19
43066.92,20.51,20.63,30.1,1506.64
43066.96,20.57,20.66,30.17,1506.84
43067,20.57,20.78,30.33,1506.97
43067.04,20.51,21.1,30.71,1507.16
43067.08,20.43,21.19,30.78,1507.02
43067.12,20.43,21.37,31.02,1507.23
43067.17,20.37,21.34,30.94,1507.02
43067.21,20.05,21.31,30.69,1506.06
43067.25,19.35,20.38,29.02,1502.95
43067.29,19.7,20.72,29.69,1504.37
43067.33,19.4,20.68,29.46,1503.48
43067.37,18.91,20.53,28.94,1501.82
43067.42,19.23,20.71,29.38,1502.99
43067.46,19.23,20.66,29.31,1502.92
43067.5,19.23,20.66,29.31,1502.92
43067.54,19.58,20.11,28.82,1503.34
43067.58,19.84,19.57,28.28,1503.49
43067.62,20.37,19.14,28.03,1504.53
43067.67,20.69,19.31,28.45,1505.65
43067.71,20.48,20.2,29.5,1506.06
43067.75,20.48,20.14,29.43,1506
43067.79,20.43,20.28,29.57,1505.99
43067.83,20.43,20.22,29.5,1505.92
43067.87,20.22,20.65,29.93,1505.82
43067.92,20.14,20.92,30.23,1505.87
43067.96,20.08,21,30.3,1505.8
43068,20.08,21.12,30.46,1505.93
43068.04,20.11,20.99,30.31,1505.87
43068.08,20.19,20.95,30.31,1506.07
43068.12,20.31,21.25,30.78,1506.75
43068.17,20.31,21.49,31.09,1507.02
43068.21,20.31,21.55,31.17,1507.09
43068.25,20.22,21.41,30.93,1506.68
43068.29,20.11,21.16,30.54,1506.07
43068.33,20.02,20.8,30,1505.4
43068.37,19.87,20.58,29.62,1504.73
43068.42,19.9,20.57,29.62,1504.8
43068.46,19.93,20.67,29.77,1505
43068.5,20.14,20.41,29.56,1505.29
43068.54,20.6,20.26,29.65,1506.46
43068.58,21.04,19.9,29.46,1507.31
43068.62,21.53,19.59,29.34,1508.34
43068.67,21.96,19.21,29.08,1509.12
43068.71,22.2,18.92,28.81,1509.43
43068.75,21.33,20.62,30.6,1508.92
43068.79,21.15,20.75,30.67,1508.59
43068.83,21.07,20.85,30.74,1508.45
43068.87,21.07,20.91,30.82,1508.51
43068.92,21.1,20.89,30.82,1508.58
43068.96,21.01,21.23,31.21,1508.71
43069,20.86,21.6,31.61,1508.72
43069.04,20.86,21.42,31.36,1508.51
43069.08,20.72,20.32,29.81,1506.86
43069.12,20.51,19.91,29.14,1505.82
43069.17,20.31,19.68,28.71,1504.97
43069.21,20.08,19.57,28.42,1504.18
43069.25,19.76,19.66,28.34,1503.34
43069.29,20.43,21.99,31.83,1507.92
43069.33,19.87,21.21,30.45,1505.45
43069.37,19.61,20.7,29.61,1504.1
43069.42,19.76,20.58,29.54,1504.38
43069.46,19.81,20.95,30.07,1504.98
43069.5,19.9,21.32,30.6,1505.65
43069.54,20.05,21.49,30.92,1506.27
43069.58,20.16,21.56,31.09,1506.68
43069.62,20.28,21.38,30.93,1506.82
43069.67,20.92,19.9,29.38,1506.97
43069.71,21.5,19.71,29.48,1508.39
43069.75,21.73,19.25,28.99,1508.52
43069.79,21.53,19.17,28.77,1507.87
43069.83,21.3,18.62,27.87,1506.6
43069.87,21.21,19.51,29.03,1507.36
43069.92,21.21,20.22,29.98,1508.15
43069.96,21.12,20.2,29.9,1507.88
43070,21.07,20.45,30.2,1508
43070.04,21.07,20.33,30.05,1507.87
43070.08,21.07,20.39,30.13,1507.93
43070.12,21.04,20.18,29.82,1507.61
43070.17,20.75,19.44,28.66,1505.96
43070.21,19.96,18.72,27.23,1502.87
43070.25,19.73,18.63,26.97,1502.08
43070.29,19.52,18.67,26.9,1501.52
43070.33,19.46,18.88,27.15,1501.59
43070.37,19.73,19.41,28,1502.97
43070.42,20.02,19.24,27.95,1503.63
43070.46042,20.16,19.28,28.08,1504.1
43070.50208,20.31,19.32,28.23,1504.56
43070.54375,20.4,19.23,28.16,1504.72
43070.58542,20.72,18.32,27.13,1504.61
43070.62708,21.18,16.75,25.25,1504.17
43070.66875,21.39,16.84,25.48,1504.85
43070.71042,21.53,17.55,26.55,1506.06
43070.75208,21.44,17.95,27.04,1506.25
43070.79375,21.27,17.69,26.59,1505.48
43070.83542,21.1,20.21,29.9,1507.81
43070.87708,21.1,20.72,30.59,1508.39
43070.91875,21.15,20.87,30.82,1508.72
43070.96042,21.01,20.87,30.74,1508.31
43071.00208,21.04,21.16,31.13,1508.71
43071.04375,21.01,21.23,31.21,1508.71
43071.08542,20.98,20.89,30.74,1508.25
43071.12708,20.8,20.28,29.81,1507.07
43071.16875,20.37,17.95,26.43,1503.19
43071.21042,20.6,21,30.64,1507.3
43071.25208,19.76,16.49,24.14,1499.73
43071.29375,19.43,16.23,23.63,1498.48
43071.33542,19.32,17.75,25.58,1499.87
43071.37708,19.7,16.78,24.5,1499.89
43071.41875,20.14,17.69,25.95,1502.21
43071.46042,20.25,17.86,26.25,1502.75
43071.50208,20.31,17.66,26.02,1502.69
43071.54375,20.6,17.81,26.38,1503.71
43071.58542,20.48,17.68,26.14,1503.22
43071.62708,20.8,16.72,25.01,1503.06
43071.66875,21.04,16.14,24.33,1503.07
43071.71042,21.33,14.96,22.84,1502.57
43071.75208,21.56,15.01,23.03,1503.3
43071.79375,21.44,15.15,23.16,1503.12
43071.83542,20.8,17.92,26.63,1504.4
43071.87708,21.07,19,28.26,1506.38
43071.91875,21.18,19.21,28.61,1506.94
43071.96042,21.24,19.5,29.04,1507.42
43072.00208,21.21,19.62,29.18,1507.47
43072.04375,21.21,19.56,29.11,1507.42
43072.08542,21.18,19.52,29.03,1507.29
43072.12708,21.12,18.83,28.06,1506.35
43072.16875,20.6,16.48,24.58,1502.2
43072.21042,20.28,14.85,22.19,1499.42
43072.25208,20.08,14.46,21.56,1498.38
43072.29375,19.87,14.21,21.13,1497.49
43072.33542,19.73,14.06,20.86,1496.89
43072.37708,20.19,16.14,23.9,1500.62
43072.41875,20.19,12.59,19.03,1496.6
43072.46042,20.54,14.08,21.26,1499.32
43072.50208,20.75,14.54,21.99,1500.44
43072.54375,20.98,14.91,22.6,1501.52
43072.58542,21.01,14.96,22.69,1501.66
43072.62708,21.04,14.67,22.29,1501.42
43072.66875,21.65,12.97,20.18,1501.26
43072.71042,21.99,11.59,18.33,1500.71
43072.75208,21.96,11.56,18.27,1500.59
43072.79375,21.91,12.22,19.22,1501.17
43072.83542,21.85,12.37,19.4,1501.17
43072.87708,21.36,16.22,24.61,1504.07
43072.91875,21.68,17.46,26.49,1506.36
43072.96042,21.88,17.78,27.06,1507.29
43073.00208,21.85,19,28.72,1508.57
43073.04375,21.79,19.44,29.28,1508.89
43073.08542,21.73,19.56,29.43,1508.88
43073.12708,21.76,19.45,29.28,1508.83
43073.16875,21.41,17.77,26.79,1505.98
43073.21042,20.6,14.18,21.41,1499.6
43073.25208,21.53,18.72,28.15,1507.37
43073.29375,19.79,13.73,20.42,1496.68
43073.33542,19.32,12.5,18.56,1493.87
43073.37708,19.17,12.35,18.29,1493.25
43073.41875,19.61,12.46,18.62,1494.71
43073.46042,20.54,16.94,25.17,1502.55
43073.50208,20.16,12.6,19.03,1496.52
43073.54375,20.28,12.65,19.15,1496.93
43073.58542,20.43,14.2,21.37,1499.12
43073.62708,20.51,14.41,21.69,1499.61
43073.66875,20.6,14.41,21.74,1499.86
43073.71042,20.92,13.16,20.13,1499.38
43073.75208,21.21,11.79,18.31,1498.68
43073.79375,20.72,14.43,21.82,1500.23
43073.83542,20.69,15.54,23.33,1501.39
43073.87708,20.86,16.54,24.8,1503.03
