Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
42988.67,22.74,0.01,0,1490.01
42988.71,22.22,0.01,0,1488.49
42988.75,21.7,0.01,0,1486.94
42988.79,21.21,0.01,0,1485.46
42988.83,20.78,0.01,0,1484.14
42988.88,20.48,0.01,0,1483.25
42988.92,20.34,1.92,3.32,1484.97
42988.96,20.25,7.83,12.3,1491.39
42989,20.25,7.34,11.58,1490.83
42989.04,20.16,3.79,6.25,1486.55
42989.08,20.22,0.01,0,1482.44
42989.13,20.11,0.01,0,1482.08
42989.17,19.9,0.01,0,1481.44
42989.21,19.7,0.01,0,1480.8
42989.25,19.76,0.01,0,1480.99
42989.29,19.84,0.01,0,1481.26
42989.33,19.87,0.01,0,1481.35
42989.38,20.19,3.21,5.36,1485.98
42989.42,20.31,0.01,0,1482.71
42989.46,20.4,4.21,6.93,1487.73
42989.5,20.83,8.49,13.43,1493.87
42989.54,20.92,8.12,12.91,1493.72
42989.58,21.07,9.5,14.97,1495.7
42989.63,21.56,18.47,27.82,1507.16
42989.67,21.85,19.15,28.93,1508.74
42989.71,21.85,18.9,28.58,1508.45
42989.75,21.91,18.48,28.04,1508.15
42989.79,21.96,18.75,28.45,1508.61
42989.83,21.94,18.71,28.38,1508.49
42989.88,21.91,18.93,28.65,1508.64
42989.92,21.88,18.89,28.58,1508.52
42989.96,21.59,18.22,27.49,1506.96
42990,21.59,18.22,27.49,1506.96
42990.04,21.62,18.11,27.36,1506.93
42990.08,21.53,17.82,26.92,1506.36
42990.13,21.44,18.32,27.55,1506.67
42990.17,21.41,17.82,26.85,1506.03
42990.21,21.41,17.82,26.85,1506.03
42990.25,21.39,17.34,26.18,1505.42
42990.29,21.39,16.4,24.87,1504.36
42990.33,21.41,15.64,23.84,1503.59
42990.38,21.47,14.72,22.57,1502.72
42990.42,21.36,10.98,17.2,1498.2
42990.46,21.47,8.28,13.29,1495.51
42990.5,22.14,6.18,10.29,1495.1
42990.54,22.8,5.36,9.14,1496.09
42990.58,23.29,4.93,8.54,1497.01
42990.63,23.55,4.98,8.67,1497.79
42990.67,23.84,5.14,8.97,1498.76
42990.71,23.7,6.08,10.47,1499.4
42990.75,23.64,6.12,10.51,1499.28
42990.79,23.41,6.63,11.28,1499.2
42990.83,22.34,11.27,17.99,1501.33
42990.88,22.11,13.64,21.34,1503.32
42990.92,22.11,16.23,25.02,1506.2
42990.96,21.96,16.76,25.68,1506.39
42991,21.91,16.82,25.74,1506.3
42991.04,21.94,17.58,26.81,1507.23
42991.08,21.96,17.62,26.88,1507.35
42991.13,22.28,17.87,27.41,1508.51
42991.17,22.51,18.02,27.75,1509.31
42991.21,22.72,18.09,27.96,1509.94
42991.25,23.32,17.97,28.15,1511.45
42991.29,23.7,18.04,28.46,1512.52
42991.33,23.7,18.53,29.16,1513.05
42991.38,23.06,18.5,28.74,1511.33
42991.42,22.98,17.81,27.72,1510.33
42991.46,23.15,17.48,27.34,1510.43
42991.5,23.55,16.69,26.44,1510.65
42991.54,23.81,16.44,26.22,1511.08
42991.58,26.34,12.87,22.05,1513.76
42991.63,26.52,15.5,26.22,1517.01
42991.67,26.37,15.98,26.88,1517.16
42991.71,26.95,16.42,27.87,1519.05
42991.75,27.33,17,28.97,1520.57
42991.79,27.3,16.96,28.89,1520.46
42991.83,27.15,17.09,29.01,1520.25
42991.88,26.92,17.38,29.33,1520
42991.92,26.81,17.5,29.45,1519.85
42991.96,26.58,17.76,29.71,1519.56
42992,26.4,17.8,29.68,1519.18
42992.04,26.29,17.88,29.73,1518.98
42992.08,26.06,18.2,30.07,1518.75
42992.13,26.03,18.25,30.14,1518.74
42992.17,26.17,18.42,30.47,1519.27
42992.21,26.06,18.87,31.08,1519.47
42992.25,25.57,19.23,31.32,1518.64
42992.29,25.28,19.6,31.68,1518.31
42992.33,25.28,20.47,32.95,1519.25
42992.38,25.39,20.79,33.5,1519.89
42992.42,24.93,20.95,33.42,1518.9
42992.46,25.28,21.02,33.75,1519.84
42992.5,25.88,20.88,33.96,1521.2
42992.54,26.4,19.54,32.3,1521.04
42992.58,27.04,18.65,31.35,1521.63
42992.63,27.12,18.32,30.88,1521.48
42992.67,27.5,18.22,30.96,1522.28
42992.71,28.19,18.01,31.04,1523.69
42992.75,29.03,18.88,32.92,1526.55
42992.79,28.65,18.58,32.22,1525.37
42992.83,27.96,18.74,32.05,1523.92
42992.88,27.9,19.09,32.54,1524.15
42992.92,27.9,19.03,32.46,1524.09
42992.96,27.84,18.93,32.27,1523.85
42993,27.84,18.61,31.77,1523.51
42993.04,27.79,18.84,32.09,1523.62
42993.08,27.82,18.72,31.93,1523.56
42993.13,27.82,18.72,31.93,1523.56
42993.17,27.44,19.66,33.13,1523.66
42993.21,26.37,20.67,33.97,1522.18
42993.25,26.14,21.11,34.47,1522.09
42993.29,26.26,21.86,35.65,1523.17
42993.33,26.06,22.19,36,1523.03
42993.38,26.43,22.55,36.8,1524.33
42993.42,26.58,22.86,37.35,1525
42993.46,26.6,22.92,37.47,1525.14
42993.5,26.69,23.26,38.02,1525.7
42993.54,26.83,22.64,37.21,1525.39
42993.58,27.09,22.28,36.87,1525.62
42993.63,28.22,20.6,35.08,1526.48
42993.67,29.64,18.21,32.23,1527.23
42993.71,29.87,17.3,30.89,1526.81
42993.75,29.47,17.83,31.51,1526.44
42993.79,29.35,17.6,31.08,1525.94
42993.83,28.94,18.63,32.46,1526.08
42993.88,28.65,19.36,33.44,1526.18
42993.92,28.13,20.43,34.77,1526.11
42993.96,28.25,20.28,34.61,1526.22
42994,28.45,20.11,34.48,1526.51
42994.04,28.34,20.51,35.02,1526.65
42994.08,28.37,20.38,34.84,1526.58
42994.13,28.31,20.21,34.54,1526.27
42994.17,28.31,18.34,31.63,1524.31
42994.21,28.25,15.75,27.5,1521.45
42994.25,28.02,20.16,34.27,1525.55
42994.29,27.44,22.04,36.75,1526.19
42994.33,27.53,22.16,36.99,1526.51
42994.38,27.56,22.01,36.79,1526.43
42994.46,,,,
42994.5,,,,
42994.54,,,,
42994.58,,,,
42994.63,,,,
42994.67,,,,
42994.71,,,,
42994.75,,,,
42994.79,,,,
42994.83,,,,
42994.88,,,,
42994.92,,,,
42994.96,,,,
42995,,,,
42995.04,,,,
42995.08,,,,
42995.13,,,,
42995.17,,,,
42995.21,,,,
42995.25,,,,
42995.29,,,,
42995.33,,,,
42995.38,,,,
42995.42,,,,
42995.46,,,,
42995.5,,,,
42995.54,,,,
42995.58,,,,
42995.63,,,,
42995.67,,,,
42995.71,,,,
42995.75,,,,
42995.79,,,,
42995.83,,,,
42995.88,,,,
42995.92,,,,
42995.96,,,,
42996,,,,
42996.04,,,,
42996.08,,,,
42996.13,,,,
42996.17,,,,
42996.21,,,,
42996.25,,,,
42996.29,,,,
42996.33,,,,
42996.38,,,,
42996.42,,,,
42996.46,,,,
42996.5,,,,
42996.54,,,,
42996.58,,,,
42996.63,,,,
42996.67,,,,
42996.71,,,,
42996.75,,,,
42996.79,,,,
42996.83,,,,
42996.88,,,,
42996.92,,,,
42996.96,,,,
42997,,,,
42997.04,,,,
42997.08,,,,
42997.13,,,,
42997.17,,,,
42997.21,,,,
42997.25,,,,
42997.29,,,,
42997.33,,,,
42997.38,,,,
42997.42,,,,
42997.46,,,,
42997.5,,,,
42997.54,,,,
42997.58,,,,
42997.63,,,,
42997.67,,,,
42997.71,,,,
42997.75,,,,
42997.79,,,,
42997.83,,,,
42997.88,,,,
42997.92,,,,
42997.96,,,,
42998,,,,
42998.04,,,,
42998.08,,,,
42998.13,,,,
42998.17,,,,
42998.21,,,,
42998.25,,,,
42998.29,,,,
42998.33,,,,
42998.38,,,,
42998.42,,,,
42998.46,,,,
42998.5,,,,
42998.54,,,,
42998.58,,,,
42998.63,,,,
42998.67,,,,
42998.71,,,,
42998.75,,,,
42998.79,,,,
42998.83,,,,
42998.88,,,,
42998.92,,,,
42998.96,,,,
42999,,,,
42999.04,,,,
42999.08,,,,
42999.13,,,,
42999.17,,,,
42999.21,,,,
42999.25,,,,
42999.29,,,,
42999.33,,,,
42999.38,,,,
42999.42,,,,
42999.46,,,,
42999.5,,,,
42999.54,,,,
42999.58,,,,
42999.63,,,,
42999.67,,,,
42999.71,,,,
42999.75,,,,
42999.79,,,,
42999.83,,,,
42999.88,,,,
42999.92,,,,
42999.96,,,,
43000,,,,
43000.04,,,,
43000.08,,,,
43000.13,,,,
43000.17,,,,
43000.21,,,,
43000.25,,,,
43000.29,,,,
43000.33,,,,
43000.38,,,,
43000.42,,,,
43000.46,,,,
43000.5,,,,
43000.54,,,,
43000.58,,,,
43000.63,,,,
43000.67,,,,
43000.71,,,,
43000.75,,,,
43000.79,,,,
43000.83,,,,
43000.88,,,,
43000.92,,,,
43000.96,,,,
43001,,,,
43001.04,,,,
43001.08,,,,
43001.13,,,,
43001.17,,,,
43001.21,,,,
43001.25,,,,
43001.29,,,,
43001.33,,,,
43001.38,,,,
43001.42,,,,
43001.46,,,,
43001.5,,,,
43001.54,,,,
43001.58,,,,
43001.63,,,,
43001.67,,,,
43001.71,,,,
43001.75,,,,
43001.79,,,,
43001.83,,,,
43001.88,,,,
43001.92,,,,
43001.96,,,,
43002,,,,
43002.04,,,,
43002.08,,,,
43002.13,,,,
43002.17,,,,
43002.21,,,,
43002.25,,,,
43002.29,,,,
43002.33,,,,
43002.38,,,,
43002.42,,,,
43002.46,,,,
43002.5,,,,
43002.54,,,,
43002.58,,,,
43002.63,,,,
43002.67,,,,
43002.71,,,,
43002.75,,,,
43002.79,,,,
43002.83,,,,
43002.88,,,,
43002.92,,,,
43002.96,,,,
43003,,,,
43003.04,,,,
43003.08,,,,
43003.13,,,,
43003.17,,,,
43003.21,,,,
43003.25,,,,
43003.29,,,,
43003.33,,,,
43003.38,,,,
43003.42,,,,
43003.46,,,,
43003.5,,,,
43003.54,,,,
43003.58,,,,
43003.63,,,,
43003.67,,,,
43003.71,,,,
43003.75,,,,
43003.79,,,,
43003.83,,,,
43003.88,,,,
43003.92,,,,
43003.96,,,,
43004,,,,
43004.04,,,,
43004.08,,,,
43004.13,,,,
43004.17,,,,
43004.21,,,,
43004.25,,,,
43004.29,,,,
43004.33,,,,
43004.38,,,,
43004.42,,,,
43004.46,,,,
43004.5,,,,
43004.54,,,,
43004.58,,,,
43004.63,,,,
43004.67,,,,
43004.71,,,,
43004.75,,,,
43004.79,,,,
43004.83,,,,
43004.88,,,,
43004.92,,,,
43004.96,,,,
43005,,,,
43005.04,,,,
43005.08,,,,
43005.13,,,,
43005.17,,,,
43005.21,,,,
43005.25,,,,
43005.29,,,,
43005.33,,,,
43005.38,,,,
43005.42,,,,
43005.46,,,,
43005.5,,,,
43005.54,,,,
43005.58,,,,
43005.63,,,,
43005.67,,,,
43005.71,,,,
43005.75,,,,
43005.79,,,,
43005.83,,,,
43005.88,,,,
43005.92,,,,
43005.96,,,,
43006,,,,
43006.04,,,,
43006.08,,,,
43006.13,,,,
43006.17,,,,
43006.21,,,,
43006.25,,,,
43006.29,,,,
43006.33,,,,
43006.38,,,,
43006.42,,,,
43006.46,,,,
43006.5,,,,
43006.54,,,,
43006.58,,,,
43006.63,,,,
43006.67,,,,
43006.71,,,,
43006.75,,,,
43006.79,,,,
43006.83,,,,
43006.88,,,,
43006.92,,,,
43006.96,,,,
43007,,,,
43007.04,,,,
43007.08,,,,
43007.13,,,,
43007.17,,,,
43007.21,,,,
43007.25,,,,
43007.29,,,,
43007.33,,,,
43007.38,,,,
43007.42,,,,
43007.46,,,,
43007.5,,,,
43007.54,,,,
43007.58,,,,
43007.63,,,,
43007.67,,,,
43007.71,,,,
43007.75,,,,
43007.79,,,,
43007.83,,,,
43007.88,,,,
43007.92,,,,
43007.96,,,,
43008,,,,
43008.04,,,,
43008.08,,,,
43008.13,,,,
43008.17,,,,
43008.21,,,,
43008.25,,,,
43008.29,,,,
43008.33,,,,
43008.38,,,,
43008.42,,,,
43008.46,,,,
43008.5,,,,
43008.54,,,,
43008.58,,,,
43008.63,,,,
43008.67,,,,
43008.71,,,,
43008.75,,,,
43008.79,,,,
43008.83,,,,
43008.88,,,,
43008.92,,,,
43008.96,,,,
43009,,,,
43009.04,,,,
43009.08,,,,
43009.13,,,,
43009.17,,,,
43009.21,,,,
43009.25,,,,
43009.29,,,,
43009.33,,,,
43009.38,,,,
43009.42,,,,
43009.46,,,,
43009.5,,,,
43009.54,,,,
43009.58,,,,
43009.63,,,,
43009.67,,,,
43009.71,,,,
43009.75,,,,
43009.79,,,,
43009.83,,,,
43009.88,,,,
43009.92,,,,
43009.96,,,,
43010,,,,
43010.04,,,,
43010.08,,,,
43010.13,,,,
43010.17,,,,
43010.21,,,,
43010.25,,,,
43010.29,,,,
43010.33,,,,
43010.38,,,,
43010.42,,,,
43010.46,,,,
43010.5,,,,
43010.54,,,,
43010.58,,,,
43010.63,,,,
43010.67,,,,
43010.71,,,,
43010.75,,,,
43010.79,,,,
43010.83,,,,
43010.88,,,,
43010.92,,,,
43010.96,,,,
43011,,,,
43011.04,,,,
