Date & Time,Temp(°C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
42984.53,29.06,23.34,39.91,1531.27
42984.58,29.15,24.07,41.1,1532.22
42984.62,29.21,24.5,41.81,1532.79
42984.66,29.35,24.8,42.37,1533.42
42984.7,29.35,23.74,40.74,1532.32
42984.74,29.06,21.19,36.57,1529.02
42984.78,28.92,18.95,32.95,1526.35
42984.83,28.83,18.57,32.31,1525.77
42984.87,28.77,18.17,31.64,1525.21
42984.91,28.71,17.85,31.1,1524.75
42984.95,28.54,17.66,30.69,1524.14
42984.99,28.45,18.5,31.96,1524.82
42985.03,28.45,18.64,32.19,1524.97
42985.08,28.48,18.92,32.65,1525.33
42985.12,28.63,19.44,33.55,1526.21
42985.16,28.63,19.99,34.41,1526.79
42985.2,28.48,20.19,34.62,1526.66
42985.24,28.31,20.01,34.24,1526.07
42985.28,27.7,17.82,30.46,1522.34
42985.33,27.21,16.36,27.91,1519.62
42985.37,26.95,15.67,26.71,1518.26
42985.41,26.9,15.41,26.26,1517.83
42985.45,26.84,15.04,25.67,1517.3
42985.49,27.3,17.27,29.37,1520.79
42985.53,27.7,19.8,33.51,1524.43
42985.58,27.85,20.23,34.27,1525.22
42985.62,27.99,20.35,34.55,1525.69
42985.66,27.99,20.42,34.65,1525.76
42985.7,28.14,20.59,35.01,1526.28
42985.74,28.05,21.59,36.49,1527.13
42985.78,28.02,21.12,35.76,1526.57
42985.83,28.28,19.92,34.08,1525.91
42985.87,28.66,18.61,32.26,1525.41
42985.91,28.69,15.1,26.69,1521.8
42985.95,28.28,12.93,22.98,1518.57
42985.99,28.17,17.17,29.71,1522.75
42986.03,27.93,20.02,34,1525.21
42986.08,27.91,21.74,36.61,1526.95
42986.12,27.93,22.68,38.07,1528.02
42986.16,27.96,22.81,38.28,1528.21
42986.2,27.99,22.76,38.24,1528.23
42986.24,27.96,23,38.58,1528.42
42986.28,27.96,23.06,38.66,1528.48
42986.33,27.91,22.12,37.19,1527.35
42986.37,27.27,18.08,30.61,1521.58
42986.41,27.21,17.05,28.98,1520.35
42986.45,27.47,16.81,28.76,1520.73
42986.49,27.99,19.89,33.84,1525.21
42986.53,28.31,21.2,36.06,1527.32
42986.58,28.43,22.29,37.83,1528.73
42986.62,28.43,22.43,38.04,1528.87
42986.66,28.51,22.8,38.66,1529.46
42986.7,28.86,21.84,37.44,1529.24
42986.74,28.71,21.66,37.05,1528.72
42986.78,28.66,19.55,33.74,1526.39
42986.83,28.57,19.51,33.62,1526.14
42986.87,28.63,17.89,31.11,1524.58
42986.91,28.54,17.18,29.94,1523.64
42986.95,28.25,16.52,28.72,1522.27
42986.99,27.85,16.95,29.18,1521.77
42987.03,27.73,18.09,30.89,1522.7
42987.08,27.44,18.8,31.82,1522.77
42987.12,27.5,19.39,32.77,1523.53
42987.16,27.36,20.25,33.97,1524.09
42987.2,27.13,19.92,33.33,1523.19
42987.24,26.81,18.62,31.15,1521.04
42987.28,26.41,14.34,24.36,1515.48
42987.33,26.32,13.54,23.08,1514.41
42987.37,26.49,16.63,27.95,1518.15
42987.41,26.49,16.37,27.54,1517.87
42987.45,26.58,14.67,24.96,1516.27
42987.49,26.95,15.13,25.86,1517.68
42987.53,27.27,14.73,25.4,1518.03
42987.58,27.18,12.98,22.57,1515.96
42987.62,27.36,15.28,26.3,1518.83
42987.66,27.56,16.58,28.44,1520.69
42987.7,27.7,17.26,29.59,1521.75
42987.74,27.7,16.83,28.91,1521.29
42987.78,27.76,15.24,26.44,1519.75
42987.83,27.56,14.19,24.69,1518.17
42987.87,27.39,13.29,23.16,1516.79
42987.91,27.41,14.28,24.76,1517.91
42987.95,27.36,14.34,24.81,1517.83
42987.99,26.95,13.7,23.62,1516.16
42988.03,26.58,12,20.77,1513.42
42988.08,26.41,13.24,22.64,1514.3
42988.12,26.35,13.7,23.35,1514.66
42988.16,26.23,13.86,23.54,1514.54
42988.2,26.17,13.79,23.4,1514.32
42988.24,26,12.46,21.25,1512.45
42988.28,25.86,9.82,17.04,1509.25
42988.33,25.48,9.91,17.05,1508.38
42988.37,25.43,7.65,13.41,1505.78
42988.41,25.51,9.55,16.49,1508.06
42988.45,25.17,6.9,12.12,1504.28
42988.49,24.94,4.62,8.32,1501.2
42988.53,24.68,0.01,0,1495.48
42988.58,24.5,0.01,0,1495
42988.62,24.47,0.01,0,1494.92
42988.66,24.27,0.01,0,1494.36
42988.7,24.04,0.01,0,1493.71
42988.74,23.81,0.01,0,1493.06
42988.78,23.64,0.01,0,1492.57
42988.83,23.11,0.01,0,1491.08
42988.87,22.65,0.01,0,1489.73
42988.91,22.24,0.01,0,1488.54
42988.95,21.95,0.01,0,1487.69
42988.99,21.78,0.01,0,1487.17
42989.03,21.66,0.01,0,1486.82
42989.08,21.66,0.01,0,1486.82
42989.12,21.72,0.01,0,1486.99
42989.16,21.63,0.01,0,1486.73
42989.2,21.58,0.01,0,1486.56
42989.24,21.55,0.01,0,1486.47
42989.28,21.6,0.01,0,1486.65
42989.33,21.6,0.01,0,1486.65
42989.37,21.28,0.01,0,1485.68
42989.41,20.49,0.01,0,1483.28
42989.45,20.49,0.01,0,1483.28
42989.49,20.35,0.01,0,1482.83
42989.53,20.38,0.01,0,1482.92
42989.58,20.49,0.01,0,1483.28
42989.62,20.76,5.45,8.89,1490.22
42989.66,20.99,9.23,14.55,1495.17
42989.7,21.17,12.37,19.13,1499.21
42989.74,21.34,14.85,22.7,1502.5
42989.78,21.37,15.76,23.98,1503.6
42989.83,21.34,15.32,23.36,1503.03
42989.87,21.4,15.87,24.15,1503.81
42989.91,21.43,16.1,24.48,1504.15
42989.95,21.49,16.06,24.46,1504.27
42989.99,21.46,16.93,25.64,1505.16
42990.03,21.49,16.04,24.43,1504.24
42990.08,21.58,16.21,24.71,1504.68
42990.12,21.37,16.19,24.58,1504.09
42990.16,21.25,16.68,25.19,1504.3
42990.2,21.28,17.06,25.72,1504.8
42990.24,21.28,17.73,26.65,1505.56
42990.28,21.4,18.13,27.27,1506.34
42990.33,21.46,18.56,27.89,1506.99
42990.37,21.46,18.3,27.53,1506.69
42990.41,21.55,18.25,27.51,1506.88
42990.45,21.52,17.74,26.8,1506.23
42990.49,21.46,16.28,24.75,1504.43
42990.53,21.43,14.3,21.97,1502.13
42990.58,21.37,7.59,12.24,1494.44
42990.62,22.22,6.66,11.03,1495.85
42990.66,22.68,0.01,0,1489.82
42990.7,22.94,7.68,12.8,1499.05
42990.74,23.23,7.85,13.14,1500.05
42990.78,22.27,11.9,18.89,1501.85
42990.83,21.95,12.82,20.1,1501.97
42990.87,21.84,15.08,23.26,1504.16
42990.91,21.78,16.97,25.87,1506.1
42990.95,21.81,17.6,26.77,1506.89
42990.99,21.84,18.31,27.77,1507.77
42991.03,21.9,18.85,28.55,1508.53
42991.08,21.9,19.89,29.97,1509.69
42991.12,21.95,20.89,31.38,1510.97
42991.16,23.29,22.48,34.47,1516.32
42991.2,23.52,22.81,35.09,1517.29
42991.24,23.69,22.99,35.46,1517.94
42991.28,23.55,23.22,35.68,1517.82
42991.33,23.75,22.91,35.39,1518
42991.37,23.87,22.92,35.48,1518.31
42991.41,23.58,22.4,34.55,1516.99
42991.45,23.58,21.8,33.71,1516.33
42991.49,23.75,21.08,32.82,1515.99
42991.53,23.78,20.2,31.6,1515.11
42991.58,23.9,20.03,31.43,1515.22
42991.62,24.04,19.85,31.26,1515.4
42991.66,25.25,17.89,29.15,1516.4
42991.7,24.85,19.21,30.84,1516.8
42991.74,26.03,19.82,32.47,1520.42
42991.78,26.52,19.51,32.33,1521.3
42991.83,26.84,19.83,33.01,1522.41
42991.87,26.78,20.31,33.69,1522.78
42991.91,26.67,20.75,34.28,1522.97
42991.95,26.52,20.99,34.55,1522.88
42991.99,26.52,20.93,34.45,1522.81
42992.03,26.64,20.76,34.28,1522.91
42992.08,26.46,20.91,34.39,1522.65
42992.12,26.41,21.05,34.56,1522.66
42992.16,26.43,21.22,34.82,1522.91
42992.2,26.43,21.49,35.23,1523.2
42992.24,26.26,22.04,35.92,1523.37
42992.28,25.92,22.52,36.38,1523.04
42992.33,25.17,23.44,37.16,1522.18
42992.37,25.17,23.71,37.56,1522.48
42992.41,25.22,23.68,37.55,1522.58
42992.45,25.19,23.7,37.56,1522.53
42992.49,25.17,23.44,37.16,1522.18
42992.53,25.4,23.31,37.14,1522.61
42992.58,25.83,22.59,36.42,1522.91
42992.62,26.2,21.56,35.18,1522.72
42992.66,26.46,20.93,34.42,1522.68
42992.7,26.52,20.93,34.45,1522.81
42992.74,28.05,19.19,32.79,1524.6
42992.78,27.5,19.67,33.19,1523.82
42992.83,27.99,19.75,33.62,1525.05
42992.87,28.05,19.62,33.46,1525.06
42992.91,27.76,20.08,33.98,1524.86
42992.95,27.85,19.95,33.85,1524.94
42992.99,27.99,19.81,33.71,1525.12
42993.03,27.91,20.28,34.39,1525.42
42993.08,26.98,21.52,35.65,1524.55
42993.12,26.81,22.15,36.46,1524.8
42993.16,26.55,22.78,37.21,1524.85
42993.2,26.17,22.95,37.2,1524.14
42993.24,25.97,23.2,37.41,1523.91
42993.28,26.15,23.61,38.13,1524.77
42993.33,26.17,24.03,38.76,1525.29
42993.37,26.06,24.49,39.34,1525.5
42993.41,25.97,24.82,39.76,1525.65
42993.45,26.03,24.94,39.98,1525.92
42993.49,26.09,24.97,40.07,1526.09
42993.53,26.23,24.57,39.6,1526.01
42993.58,26.43,24.21,39.22,1526.1
42993.62,26.9,23.5,38.53,1526.45
42993.66,27.41,22.21,36.99,1526.31
42993.7,27.85,22.07,37.08,1527.17
42993.74,28.8,20.39,35.14,1527.6
42993.78,28.34,20.83,35.52,1527
42993.83,29.29,16.06,28.56,1524.21
42993.87,29.09,18.57,32.47,1526.36
42993.91,28.11,21.08,35.75,1526.73
42993.95,27.88,21.63,36.43,1526.77
42993.99,27.67,22.47,37.56,1527.19
42994.03,27.7,22.75,38.01,1527.55
42994.08,27.67,22.96,38.3,1527.71
42994.12,27.65,22.92,38.22,1527.6
42994.16,27.62,22.85,38.1,1527.46
42994.2,27.65,22.7,37.89,1527.36
42994.24,27.65,22.67,37.85,1527.34
42994.28,27.5,23.2,38.53,1527.55
42994.33,27.3,23.45,38.76,1527.35
42994.37,27.24,23.54,38.85,1527.31
42994.41,27.16,23.76,39.12,1527.34
42994.45,27.18,24.02,39.52,1527.68
42994.49,27.56,0.01,0,1503.17
42994.53,27.33,0.01,0,1502.58
42994.58,27.3,0.01,0,1502.5
42994.62,27.44,0.01,0,1502.87
42994.66,27.91,0.01,0,1504.06
42994.7,28.14,0.01,0,1504.64
42994.74,28.6,0.01,0,1505.8
42994.78,28.4,0.01,0,1505.3
42994.83,28.34,0.01,0,1505.15
42994.87,28.28,0.01,0,1505.01
42994.91,27.91,0.01,0,1504.06
42994.95,27.76,3.74,7.22,1507.62
42994.99,27.67,6.82,12.6,1510.65
42995.03,27.62,7.42,13.61,1511.14
42995.08,27.56,7.38,13.52,1510.96
42995.12,27.65,7.33,13.47,1511.13
42995.16,27.73,7.42,13.63,1511.43
42995.2,27.44,6.94,12.75,1510.21
42995.24,27.53,6.75,12.45,1510.22
42995.28,27.39,6.99,12.83,1510.12
42995.33,27.39,8.69,15.68,1511.92
42995.37,27.44,10.33,18.41,1513.8
42995.41,27.27,11.92,20.91,1515.05
42995.45,27.1,13.14,22.81,1515.93
42995.49,27.07,13,22.56,1515.7
42995.53,27.1,12.91,22.44,1515.68
42995.58,27.1,12.89,22.4,1515.65
42995.62,27.13,13.08,22.72,1515.93
42995.66,27.24,13.14,22.86,1516.27
42995.7,27.56,12.47,21.92,1516.34
42995.74,28.74,10.73,19.54,1517.37
42995.78,29.15,9.9,18.29,1517.46
42995.83,29.06,8.95,16.63,1516.26
42995.87,28.71,10.02,18.33,1516.55
42995.91,28.57,11.09,20.08,1517.33
42995.95,28.22,12.23,21.82,1517.7
42995.99,27.76,13.87,24.26,1518.31
42996.03,27.62,14.5,25.2,1518.63
42996.08,27.59,14.82,25.69,1518.9
42996.12,27.59,15.05,26.06,1519.15
42996.16,27.67,15.11,26.19,1519.41
42996.2,27.79,15.14,26.3,1519.72
42996.24,28.11,14.15,24.87,1519.43
42996.28,28.25,13.14,23.31,1518.72
42996.33,26.75,10.05,17.7,1511.77
42996.37,27.96,14.57,25.48,1519.53
42996.41,27.59,18.85,31.98,1523.16
42996.45,27.59,20.07,33.86,1524.45
42996.49,27.53,21.18,35.51,1525.48
42996.53,27.5,21.52,36.01,1525.78
42996.58,27.5,22.25,37.1,1526.55
42996.62,27.5,22.25,37.1,1526.55
42996.66,27.56,22.09,36.9,1526.51
42996.7,27.76,21.44,36.06,1526.3
42996.74,28.43,18.47,31.91,1524.73
42996.78,28.66,16.61,29.1,1523.31
42996.83,28.69,15.14,26.75,1521.84
42996.87,28.28,12.16,21.73,1517.76
42996.91,28.28,15.76,27.54,1521.55
42996.95,28.14,16.87,29.21,1522.36
42996.99,27.93,19.65,33.44,1524.82
42997.03,27.73,20.87,35.18,1525.64
42997.08,27.76,22.72,38.01,1527.65
42997.12,27.79,22.6,37.84,1527.59
42997.16,27.76,21.28,35.81,1526.13
42997.2,27.85,19.75,33.53,1524.72
42997.24,27.99,18.46,31.63,1523.7
42997.28,27.82,19.08,32.48,1523.95
42997.33,27.88,15.98,27.67,1520.81
42997.37,27.21,13.34,23.17,1516.42
42997.41,27.47,17.46,29.77,1521.42
42997.45,27.73,21.22,35.71,1526
42997.49,27.67,22.42,37.48,1527.13
42997.53,27.67,22.52,37.64,1527.25
42997.58,27.73,22.28,37.32,1527.12
42997.62,27.79,22.44,37.6,1527.42
42997.66,28.08,21.98,37.1,1527.6
42997.7,28.17,21.48,36.41,1527.29
42997.74,28.34,19.67,33.72,1525.78
42997.78,28.57,17.37,30.26,1523.91
42997.83,28.8,14.68,26.07,1521.63
42997.87,28.51,10.64,19.31,1516.72
42997.91,28.19,11.75,21.02,1517.12
42997.95,28.69,14,24.9,1520.64
42997.99,28.4,18.29,31.61,1524.47
42998.03,28.28,19.94,34.11,1525.93
42998.08,28.05,19.84,33.8,1525.29
42998.12,28.14,19.56,33.42,1525.2
42998.16,28.14,19.64,33.55,1525.28
42998.2,27.99,18.73,32.05,1523.99
42998.24,28.11,18.31,31.46,1523.81
42998.28,28.28,16.46,28.65,1522.28
42998.33,28.11,14.7,25.76,1520.02
42998.37,27.5,10.29,18.36,1513.9
42998.41,27.44,10.97,19.45,1514.48
42998.45,28.25,15.25,26.71,1520.94
42998.49,28.43,16.97,29.53,1523.15
42998.53,28.34,17.82,30.83,1523.84
42998.58,27.99,18.29,31.36,1523.52
42998.62,27.99,18.2,31.22,1523.43
42998.66,28.71,18.2,31.64,1525.1
42998.7,28.83,18.31,31.89,1525.49
42998.74,28.89,17.57,30.75,1524.85
42998.78,28.92,16.78,29.51,1524.09
42998.83,29.29,13.33,24.09,1521.37
42998.87,29.41,12.47,22.71,1520.74
42998.91,28.74,8.31,15.45,1514.84
42998.95,29.06,10.37,19.06,1517.75
42998.99,28.71,16.02,28.19,1522.83
42999.03,28.37,18.06,31.23,1524.16
42999.08,28.4,17.19,29.87,1523.31
42999.12,28.4,18.02,31.17,1524.18
42999.16,28.37,18.01,31.15,1524.11
42999.2,28.43,17.57,30.49,1523.78
42999.24,28.43,16.93,29.48,1523.11
42999.28,28.31,15.22,26.69,1521.04
42999.33,28.25,13.97,24.66,1519.6
42999.37,27.88,11.73,20.86,1516.34
42999.41,27.56,9.48,17.04,1513.18
42999.45,28.54,11.45,20.67,1517.64
42999.49,28.25,16.76,29.11,1522.53
42999.53,28.17,18.3,31.48,1523.94
42999.58,27.93,18.19,31.17,1523.28
42999.62,28.34,17.91,30.97,1523.93
42999.66,28.34,18.58,32.03,1524.64
42999.7,28.6,18.16,31.51,1524.8
42999.74,28.74,18.22,31.7,1525.19
42999.78,29.38,12.87,23.36,1521.09
42999.83,29.35,16.84,29.85,1525.15
42999.87,29.44,15.26,27.33,1523.71
42999.91,28.54,2.58,5.18,1508.35
42999.95,28.37,7.45,13.86,1513.03
42999.99,28.63,13.61,24.24,1520.1
43000.03,28.43,17,29.58,1523.18
43000.08,28.4,17.77,30.78,1523.92
43000.12,28.17,16.94,29.35,1522.51
43000.16,28.45,15.74,27.6,1521.93
43000.2,28.34,16.72,29.09,1522.68
43000.24,28.34,16.04,28.01,1521.97
43000.28,28.43,16.12,28.18,1522.25
43000.33,28.28,14.61,25.7,1520.33
43000.37,27.79,13.28,23.33,1517.76
43000.41,26.95,7.41,13.42,1509.47
43000.45,26.98,6.8,12.39,1508.89
43000.49,28.19,16.55,28.75,1522.17
43000.53,28.28,19.92,34.08,1525.91
43000.58,28.22,20.84,35.46,1526.74
43000.62,28.31,20.16,34.47,1526.23
43000.66,28.31,19.91,34.08,1525.96
43000.7,28.28,20.46,34.9,1526.47
43000.74,28.25,20.51,34.97,1526.47
43000.78,28.22,19.82,33.89,1525.68
43000.83,28.11,19.09,32.67,1524.63
43000.87,28.08,16.23,28.17,1521.56
43000.91,28.57,11.03,19.97,1517.27
43000.95,27.85,10.14,18.24,1514.59
43000.99,28.05,15.95,27.72,1521.2
43001.03,28.14,20.22,34.44,1525.89
43001.08,27.99,20.64,34.99,1525.99
43001.12,27.85,20.89,35.27,1525.92
43001.16,27.85,21.16,35.7,1526.21
43001.2,27.88,21.27,35.88,1526.39
43001.24,28.02,21.53,36.38,1527
43001.28,28.08,21.67,36.64,1527.29
43001.33,28.05,21.09,35.72,1526.6
43001.37,27.99,20.75,35.16,1526.11
43001.41,27.18,14.98,25.74,1518.09
43001.45,27.39,13.68,23.79,1517.2
43001.49,27.67,13.57,23.75,1517.79
43001.53,28.19,20.34,34.67,1526.15
43001.58,28.51,19.84,34.1,1526.36
43001.62,28.4,21.01,35.84,1527.32
43001.66,28.51,21.24,36.27,1527.83
43001.7,28.89,19.81,34.3,1527.19
43001.74,28.83,19.94,34.47,1527.2
43001.78,28.43,21.55,36.69,1527.95
43001.83,28.05,21.84,36.87,1527.39
43001.87,28.25,19.49,33.39,1525.39
43001.91,28.28,17.19,29.8,1523.04
43001.95,28.22,16.24,28.28,1521.91
43001.99,27.88,16.32,28.21,1521.17
43002.03,28.08,23.34,39.18,1529.04
43002.08,28.14,23.7,39.76,1529.55
43002.12,27.93,22.68,38.07,1528.02
43002.16,27.85,22.57,37.83,1527.69
43002.2,27.91,23.2,38.84,1528.5
43002.24,27.93,23.02,38.58,1528.37
43002.28,28.02,23,38.62,1528.55
43002.33,27.91,22.43,37.67,1527.68
43002.37,27.76,21.28,35.81,1526.13
43002.41,27.62,19.84,33.52,1524.27
43002.45,27.53,17.32,29.58,1521.4
43002.49,27.96,17.1,29.48,1522.2
43002.53,28.28,19.58,33.54,1525.55
43002.58,28.43,21.67,36.88,1528.08
43002.62,28.66,22.55,38.4,1529.53
43002.66,28.66,22.69,38.61,1529.68
43002.7,28.54,22.75,38.62,1529.48
43002.74,28.54,22.95,38.92,1529.68
43002.78,28.51,22.94,38.88,1529.6
43002.83,28.66,22.75,38.69,1529.73
43002.87,28.71,22.52,38.39,1529.63
43002.91,28.6,22.18,37.78,1529.01
43002.95,28.51,19.8,34.03,1526.31
43002.99,28.31,19.58,33.57,1525.62
43003.03,28.08,19.71,33.61,1525.22
43003.08,27.93,22.55,37.87,1527.87
43003.12,27.76,23.52,39.2,1528.49
43003.16,27.76,24.06,40.02,1529.07
43003.2,27.65,24.06,39.94,1528.8
43003.24,27.65,23.97,39.8,1528.71
43003.28,27.59,23.85,39.57,1528.45
43003.33,27.62,23.93,39.71,1528.59
43003.37,27.67,23.8,39.57,1528.6
43003.41,27.7,22.48,37.6,1527.27
43003.45,27.7,20.69,34.87,1525.37
43003.49,27.76,19.67,33.35,1524.43
43003.53,28.51,19.41,33.43,1525.91
43003.58,28.37,21.46,36.5,1527.72
43003.62,28.43,23.69,39.96,1530.2
43003.66,28.37,23.94,40.3,1530.33
43003.7,29.76,22.77,39.54,1532.21
43003.74,29.96,22.19,38.77,1532.05
43003.78,29.82,23.1,40.09,1532.67
43003.83,30.31,19.27,34.35,1529.8
43003.87,30.11,23.52,40.97,1533.74
43003.91,30.11,23.09,40.3,1533.3
43003.95,29.96,23.6,40.99,1533.51
43003.99,30.05,23.43,40.78,1533.52
43004.03,29.35,23.43,40.26,1532
43004.08,29.24,23.02,39.53,1531.31
43004.12,28.63,23.43,39.72,1530.38
43004.16,28.4,23.89,40.25,1530.34
43004.2,28.45,23.23,39.28,1529.78
43004.24,28.45,23.64,39.92,1530.21
43004.28,28.45,23.08,39.06,1529.63
43004.33,28.45,23.34,39.46,1529.9
43004.37,29.09,23.03,39.45,1531.01
43004.41,29.15,22.41,38.53,1530.49
43004.45,29.41,21.39,37.12,1530.01
43004.49,29.32,19.54,34.14,1527.89
43004.53,29.32,19.14,33.51,1527.47
43004.58,30.13,19.03,33.84,1529.17
43004.62,30.43,20.43,36.29,1531.25
43004.66,30.57,21.16,37.56,1532.31
43004.7,30.45,21.5,38.02,1532.41
43004.74,30.45,21.68,38.31,1532.6
43004.78,30.45,21.47,37.97,1532.38
43004.83,30.34,21.25,37.53,1531.9
43004.87,30.22,20.83,36.8,1531.22
43004.91,30.13,21.04,37.07,1531.25
43004.95,30.25,21.34,37.62,1531.8
43004.99,30.08,19.79,35.03,1529.83
43005.03,30.11,21.28,37.43,1531.43
43005.08,30.05,21.23,37.32,1531.25
43005.12,29.84,22.11,38.56,1531.72
43005.16,29.7,22.63,39.27,1531.93
43005.2,29.32,23.03,39.62,1531.52
43005.24,29.24,23.25,39.9,1531.56
43005.28,29.32,22.83,39.3,1531.31
43005.33,29.29,22.96,39.48,1531.38
43005.37,29.26,23.06,39.62,1531.42
43005.41,29.35,22.75,39.21,1531.29
43005.45,29.35,22.14,38.26,1530.66
43005.49,29.64,21.25,37.07,1530.38
43005.53,29.82,20.21,35.53,1529.69
43005.58,29.9,20,35.25,1529.66
43005.62,29.93,19.96,35.21,1529.69
43005.66,29.73,21.67,37.78,1531
43005.7,30.8,17.14,31.16,1528.7
43005.74,30.63,17.09,30.98,1528.27
43005.78,30.8,15.63,28.65,1527.15
43005.83,29.99,20.11,35.49,1529.97
43005.87,29.99,18.33,32.63,1528.13
43005.91,29.73,15.15,27.3,1524.25
43005.95,29.58,15.18,27.28,1523.96
43005.99,29.7,18.29,32.38,1527.44
43006.03,29.53,18.5,32.62,1527.27
43006.08,29.5,19,33.41,1527.73
43006.12,29.47,19.81,34.66,1528.49
43006.16,29.47,21.54,37.39,1530.29
43006.2,29.5,23.35,40.25,1532.24
43006.24,29.47,24.03,41.27,1532.87
43006.28,29.41,24.32,41.68,1533.05
43006.33,29.44,24.24,41.58,1533.03
43006.37,29.38,24.47,41.89,1533.14
43006.41,29.38,24.37,41.74,1533.04
43006.45,29.26,23.79,40.75,1532.18
43006.49,29.29,23.55,40.41,1532
43006.53,29.29,23.96,41.04,1532.42
43006.58,29.32,24.21,41.44,1532.74
43006.62,29.35,23.84,40.89,1532.42
43006.66,29.41,23.34,40.16,1532.03
43006.7,29.44,23.17,39.93,1531.92
43006.74,30.05,22.83,39.84,1532.9
43006.78,31.39,20.44,36.95,1533.32
43006.83,30.57,22.02,38.94,1533.2
43006.87,30.8,21.48,38.24,1533.15
43006.91,30.77,21.87,38.84,1533.48
43006.95,30.63,22.25,39.34,1533.55
43006.99,30.6,22.23,39.29,1533.48
43007.03,30.45,22.36,39.4,1533.3
43007.08,30.69,22.65,40.02,1534.09
43007.12,30.66,22.57,39.88,1533.95
43007.16,30.4,22.91,40.23,1533.74
43007.2,30.4,23.62,41.35,1534.47
43007.24,30.31,23.93,41.76,1534.6
43007.28,30.16,24.37,42.35,1534.74
43007.33,30.05,24.3,42.15,1534.42
43007.37,29.99,24.17,41.89,1534.16
43007.41,30.02,24.32,42.15,1534.37
43007.45,30.05,24.27,42.1,1534.39
43007.49,30.02,24.12,41.84,1534.17
43007.53,30.02,23.99,41.63,1534.03
43007.58,30.11,23.52,40.97,1533.74
43007.62,30.13,23.02,40.2,1533.28
43007.66,30.19,22.84,39.96,1533.23
43007.7,31.5,20.88,37.74,1534.01
43007.74,31.74,18.58,34.1,1532.17
43007.78,31.5,18.77,34.28,1531.87
43007.83,31.8,16.17,30.08,1529.85
43007.87,31.71,19.86,36.22,1533.41
43007.91,31.36,22.54,40.35,1535.4
43007.95,31.42,22.66,40.58,1535.65
43007.99,31.39,22.65,40.53,1535.57
43008.03,30.45,22.5,39.62,1533.44
43008.08,30.51,22.39,39.48,1533.45
43008.12,30.92,22.33,39.68,1534.26
43008.16,30.98,22.5,40,1534.56
43008.2,30.86,22.79,40.38,1534.61
43008.24,30.69,23,40.59,1534.46
43008.28,30.45,23.46,41.14,1534.43
43008.33,30.34,23.78,41.56,1534.51
43008.37,30.13,24.6,42.68,1534.91
43008.41,29.99,25.47,43.92,1535.5
43008.45,29.93,25.77,44.33,1535.68
43008.49,29.9,25.94,44.57,1535.8
43008.53,29.9,25.82,44.39,1535.68
43008.58,30.48,23.58,41.34,1534.61
43008.62,30.45,23.03,40.46,1533.99
43008.66,30.34,22.17,39,1532.85
43008.7,30.25,21.31,37.58,1531.78
43008.74,30.02,20.64,36.36,1530.58
43008.78,29.67,21.14,36.91,1530.33
43008.83,28.95,21.92,37.63,1529.53
43008.87,28.89,22.52,38.51,1530.01
43008.91,28.8,23.19,39.48,1530.52
43008.95,28.89,23.26,39.65,1530.79
43008.99,28.8,23.31,39.66,1530.64
43009.03,28.83,23.53,40.02,1530.94
43009.08,28.63,22.49,38.27,1529.39
43009.12,28.4,21.89,37.19,1528.24
43009.16,27.65,18.29,31.16,1522.71
43009.2,28.05,20.07,34.16,1525.53
43009.24,28.43,21.9,37.23,1528.32
43009.28,28.51,24.66,41.51,1531.41
43009.33,28.31,24.06,40.44,1530.33
43009.37,28.08,23.31,39.13,1529.01
43009.41,28.28,24.4,40.93,1530.61
43009.45,28.05,25.14,41.86,1530.86
43009.49,27.85,24.71,41.07,1529.96
43009.53,27.82,25.14,41.67,1530.33
43009.58,27.91,24.01,40.05,1529.35
43009.62,28.08,22.91,38.53,1528.59
43009.66,28.08,22.21,37.45,1527.85
43009.7,28.25,21.37,36.29,1527.36
43009.74,28.17,21.17,35.93,1526.96
43009.78,27.93,21.19,35.8,1526.44
43009.83,27.65,21.36,35.85,1525.94
43009.87,27.24,20.66,34.53,1524.26
43009.91,27.27,21.91,36.43,1525.65
43009.95,27.13,22.06,36.55,1525.46
43009.99,27.1,22.91,37.81,1526.3
43010.03,27.04,23.17,38.14,1526.44
43010.08,27.01,22.91,37.74,1526.09
43010.12,26.84,22.34,36.77,1525.07
43010.16,26.61,22.77,37.25,1524.99
43010.2,26.49,22.92,37.37,1524.86
43010.24,26.38,22.87,37.23,1524.54
43010.28,26.64,24.21,39.38,1526.59
43010.33,26.87,25.5,41.45,1528.51
43010.37,27.07,26.27,42.74,1529.8
43010.41,26.95,26.09,42.38,1529.34
43010.45,26.29,26.62,42.6,1528.34
43010.49,26.38,26.86,43.03,1528.81
43010.53,26.49,27.17,43.58,1529.41
43010.58,26.58,26.69,42.95,1529.1
43010.62,26.72,26.08,42.19,1528.79
43010.66,26.81,25.06,40.77,1527.91
43010.7,26.95,23.41,38.44,1526.49
43010.74,26.95,22.56,37.18,1525.59
43010.78,26.75,22.38,36.77,1524.92
43010.83,26.52,23.23,37.85,1525.27
43010.87,26.26,23.29,37.75,1524.71
43010.91,26.23,24.51,39.51,1525.94
43010.95,26.26,25.29,40.67,1526.85
43010.99,26.23,26.1,41.82,1527.65
43011.03,26.23,26.69,42.66,1528.28
43011.08,26.2,27.09,43.21,1528.64
43011.12,26.23,27.35,43.6,1528.98
