Date & Time,Temp(?),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
42974.625,31.19,7.47,14.66,1519.67
42974.66667,31.1,8.19,15.92,1520.2
42974.70833,30.98,8.32,16.12,1520.07
42974.75,30.98,8.59,16.61,1520.35
42974.79167,30.92,9.11,17.51,1520.74
42974.83333,30.92,9.26,17.78,1520.9
42974.875,30.98,8.83,17.02,1520.58
42974.91667,30.54,6.38,12.51,1517.07
42974.95833,30.33,6.88,13.37,1517.11
42975,30.33,7.19,13.92,1517.43
42975.04167,30.45,8.63,16.51,1519.18
42975.08333,30.25,9.18,17.41,1519.27
42975.125,30.1,9.9,18.62,1519.68
42975.16667,29.81,9.87,18.47,1518.97
42975.20833,29.57,9.81,18.28,1518.36
42975.25,29.69,10.49,19.48,1519.34
42975.29167,30.07,12.02,22.23,1521.79
42975.33333,30.28,13.33,24.54,1523.61
42975.375,30.25,13.53,24.86,1523.76
42975.41667,28.78,9.96,18.26,1516.65
42975.45833,29.28,10.42,19.22,1518.31
42975.5,29.54,10.52,19.49,1519.03
42975.54167,30.04,10.44,19.53,1520.1
42975.58333,30.57,10.32,19.51,1521.18
42975.625,30.75,16.22,29.61,1527.63
42975.66667,30.83,17.21,31.29,1528.83
42975.70833,30.54,17.58,31.74,1528.57
42975.75,30.42,17.66,31.8,1528.4
42975.79167,30.22,17.94,32.13,1528.23
42975.83333,30.22,18.26,32.66,1528.56
42975.875,30.19,18.74,33.41,1528.99
42975.91667,30.19,18.87,33.62,1529.12
42975.95833,30.19,19.05,33.91,1529.31
42976,30.19,19.32,34.34,1529.58
42976.04167,30.19,19.59,34.78,1529.86
42976.08333,30.19,20.35,36,1530.65
42976.125,30.07,20.95,36.88,1531.01
42976.16667,30.04,21.12,37.12,1531.12
42976.20833,30.04,21.27,37.37,1531.28
42976.25,30.04,21.48,37.7,1531.49
42976.29167,30.01,21.44,37.62,1531.39
42976.33333,30.01,21.55,37.79,1531.5
42976.375,30.01,21.44,37.62,1531.39
42976.41667,30.04,21.48,37.7,1531.49
42976.45833,30.13,21.23,37.37,1531.43
42976.5,29.54,17.4,30.86,1526.17
42976.54167,30.16,20.96,36.96,1531.22
42976.58333,30.33,20.89,36.96,1531.52
42976.625,30.6,19.15,34.34,1530.31
42976.66667,30.51,20.12,35.84,1531.11
42976.70833,30.51,20.26,36.08,1531.26
42976.75,30.36,20.47,36.31,1531.16
42976.79167,29.92,20.07,35.38,1529.78
42976.83333,29.69,19.47,34.27,1528.64
42976.875,29.75,19.72,34.71,1529.03
42976.91667,29.75,19.68,34.63,1528.98
42976.95833,29.78,19.71,34.71,1529.08
42977,29.72,19.59,34.49,1528.83
42977.04167,29.78,20.04,35.23,1529.42
42977.08333,29.78,20.04,35.23,1529.42
42977.125,29.89,20.52,36.08,1530.18
42977.16667,29.84,20.5,36,1530.03
42977.20833,29.63,20.34,35.62,1529.41
42977.25,29.22,20.37,35.39,1528.52
42977.29167,28.75,20.87,35.85,1527.98
42977.33333,28.66,21.06,36.09,1527.98
42977.375,28.66,21.11,36.17,1528.03
42977.41667,28.9,20.41,35.24,1527.84
42977.45833,28.72,19.5,33.7,1526.49
42977.5,28.87,18.74,32.6,1526.03
42977.54167,29.66,18.19,32.2,1527.24
42977.58333,29.92,18.38,32.66,1528.03
42977.625,30.78,19,34.19,1530.54
42977.66667,31.28,19.71,35.68,1532.34
42977.70833,31.04,20.49,36.79,1532.63
42977.75,30.75,21.17,37.7,1532.7
42977.79167,30.63,21.49,38.12,1532.77
42977.83333,30.51,21.65,38.3,1532.68
42977.875,30.36,21.66,38.21,1532.38
42977.91667,30.28,21.75,38.3,1532.28
42977.95833,30.19,21.79,38.3,1532.13
42978,30.1,21.56,37.87,1531.71
42978.04167,30.13,21.39,37.62,1531.59
42978.08333,30.1,21.45,37.7,1531.6
42978.125,30.16,21.32,37.54,1531.59
42978.16667,30.1,21.35,37.54,1531.49
42978.20833,30.07,21.36,37.54,1531.44
42978.25,29.78,22.19,38.65,1531.65
42978.29167,29.66,22.25,38.65,1531.45
42978.33333,29.72,22.49,39.06,1531.83
42978.375,29.69,22.56,39.15,1531.84
42978.41667,29.81,22.67,39.42,1532.21
42978.45833,30.04,22.68,39.6,1532.73
42978.5,30.33,22.43,39.42,1533.11
42978.54167,30.6,22.2,39.24,1533.44
42978.58333,31.04,21.74,38.81,1533.91
42978.625,31.48,20.4,36.95,1533.48
42978.66667,31.69,20.03,36.47,1533.53
42978.70833,31.42,20.04,36.31,1532.99
42978.75,31.6,19.96,36.31,1533.29
42978.79167,31.9,19.94,36.47,1533.88
42978.83333,32.22,20.81,38.12,1535.43
42978.875,32.1,20.96,38.29,1535.34
42978.91667,31.87,21.16,38.46,1535.06
42978.95833,31.69,21.29,38.55,1534.82
42979,31.51,21.26,38.38,1534.42
42979.04167,31.63,21.26,38.46,1534.67
42979.08333,31.45,21.34,38.46,1534.38
42979.125,31.33,21.45,38.55,1534.23
42979.16667,31.48,21.54,38.81,1534.64
42979.20833,31.54,21.52,38.81,1534.74
42979.25,31.31,21.35,38.38,1534.08
42979.29167,30.83,21.77,38.73,1533.51
42979.33333,30.66,22.45,39.69,1533.83
42979.375,30.57,23.25,40.88,1534.45
42979.41667,30.6,23.41,41.17,1534.68
42979.45833,30.63,23.64,41.55,1534.98
42979.5,30.69,23.55,41.45,1535.01
42979.54167,30.72,23.35,41.17,1534.88
42979.58333,30.98,22.36,39.78,1534.42
42979.625,31.33,21.29,38.29,1534.07
42979.66667,31.66,19.84,36.15,1533.29
42979.70833,31.78,19.01,34.85,1532.69
42979.75,31.9,18.44,33.97,1532.36
42979.79167,31.69,18.82,34.48,1532.31
42979.83333,31.78,19.7,35.99,1533.39
42979.875,31.72,19.77,36.07,1533.34
42979.91667,31.13,20.11,36.23,1532.43
42979.95833,30.86,20.86,37.28,1532.64
42980,30.8,20.09,36,1531.73
42980.04167,30.8,20.49,36.63,1532.13
42980.08333,30.78,21.26,37.87,1532.86
42980.125,30.78,21.32,37.95,1532.91
42980.16667,30.75,21.12,37.62,1532.65
42980.20833,30.72,21.03,37.45,1532.49
42980.25,30.69,21.36,37.95,1532.76
42980.29167,30.63,21.86,38.73,1533.16
42980.33333,30.51,22.35,39.42,1533.41
42980.375,30.25,22.7,39.78,1533.2
42980.41667,29.89,23.45,40.7,1533.21
42980.45833,29.86,23.89,41.36,1533.6
42980.5,29.86,23.89,41.36,1533.6
42980.54167,29.95,23.78,41.26,1533.68
42980.58333,30.1,23.41,40.79,1533.61
42980.625,30.1,22.82,39.87,1533.01
42980.66667,29.92,20.86,36.64,1530.6
42980.70833,29.92,19.56,34.56,1529.25
42980.75,29.86,18.11,32.19,1527.62
42980.79167,29.72,17.72,31.49,1526.9
42980.83333,29.84,18.79,33.27,1528.26
42980.875,29.84,20.6,36.16,1530.13
42980.91667,29.48,21.68,37.62,1530.47
42980.95833,29.45,22.29,38.56,1531.04
42981,29.31,22.85,39.33,1531.3
42981.04167,29.22,23.12,39.69,1531.39
42981.08333,29.22,23.06,39.6,1531.33
42981.125,29.25,23.11,39.69,1531.44
42981.16667,29.31,22.41,38.65,1530.84
42981.20833,29.37,21.52,37.29,1530.04
42981.25,29.34,22.51,38.82,1531.01
42981.29167,29.37,22.6,38.98,1531.16
42981.33333,29.31,22.62,38.98,1531.06
42981.375,29.1,22.78,39.06,1530.77
42981.41667,29.22,23.36,40.05,1531.63
42981.45833,29.28,24.05,41.17,1532.48
42981.5,29.34,24.4,41.74,1532.97
42981.54167,29.34,24.4,41.74,1532.97
42981.58333,29.78,24.3,41.94,1533.83
42981.625,29.78,22.97,39.87,1532.46
42981.66667,29.98,21.45,37.62,1531.34
42981.70833,30.19,20.01,35.46,1530.3
42981.75,30.16,18.8,33.48,1528.98
42981.79167,30.13,17.12,30.74,1527.19
42981.83333,29.98,16.87,30.26,1526.61
42981.875,30.07,18.96,33.69,1528.96
42981.91667,30.07,20.6,36.32,1530.65
42981.95833,30.04,21.96,38.47,1531.99
42982,30.07,22.95,40.05,1533.08
42982.04167,30.01,23.45,40.79,1533.46
42982.08333,30.01,23.57,40.98,1533.59
42982.125,30.01,23.39,40.7,1533.4
42982.16667,30.04,23.14,40.33,1533.21
42982.20833,30.04,22.34,39.06,1532.38
42982.25,29.63,20.05,35.16,1529.11
42982.29167,28.75,15.89,27.99,1522.78
42982.33333,29.98,23.47,40.79,1533.42
42982.375,29.86,23.82,41.26,1533.53
42982.41667,29.63,23.82,41.07,1533.01
42982.45833,29.45,23.97,41.17,1532.78
42982.5,29.48,24.32,41.74,1533.22
42982.54167,29.45,24.21,41.55,1533.04
42982.58333,29.57,24.09,41.45,1533.17
42982.625,29.89,23.99,41.55,1533.77
42982.66667,30.39,23.39,40.98,1534.22
42982.70833,30.8,21.15,37.7,1532.8
42982.75,30.69,20,35.76,1531.37
42982.79167,30.95,17.75,32.25,1529.64
42982.83333,30.57,16.96,30.73,1528
42982.875,30.51,17.44,31.48,1528.36
42982.91667,30.57,19.35,34.63,1530.45
42982.95833,30.42,21.68,38.3,1532.53
42983,30.13,22.7,39.69,1532.94
42983.04167,30.16,22.8,39.87,1533.11
42983.08333,30.19,23.19,40.51,1533.58
42983.125,30.16,23.2,40.51,1533.53
42983.16667,30.01,22.92,39.96,1532.92
42983.20833,30.04,22.07,38.64,1532.11
42983.25,29.92,20.12,35.46,1529.83
42983.29167,29.92,19.42,34.34,1529.11
42983.33333,29.98,19.63,34.71,1529.45
42983.375,29.86,20.68,36.32,1530.28
42983.41667,29.57,22.12,38.39,1531.13
42983.45833,29.69,22.9,39.69,1532.19
42983.5,29.78,23.75,41.07,1533.26
42983.54167,29.72,24.14,41.65,1533.54
42983.58333,29.69,24.35,41.94,1533.69
42983.625,29.78,24.24,41.84,1533.77
42983.66667,29.89,23.75,41.17,1533.52
42983.70833,29.98,22.16,38.73,1532.06
42983.75,30.3,19.54,34.78,1530.07
42983.79167,30.45,16.75,30.31,1527.52
42983.83333,30.07,15.55,28.14,1525.44
42983.875,30.04,16.19,29.16,1526.03
42983.91667,29.89,16.72,29.96,1526.26
42983.95833,29.86,18.44,32.73,1527.96
42984,29.57,18.89,33.28,1527.78
42984.04167,29.57,20.46,35.77,1529.41
42984.08333,29.78,21.92,38.21,1531.37
42984.125,29.72,22,38.3,1531.33
42984.16667,29.54,21.54,37.46,1530.46
42984.20833,29.31,19.62,34.27,1527.95
42984.25,29.04,16.95,29.85,1524.56
42984.29167,28.49,13.42,23.88,1519.58
42984.33333,28.72,16.29,28.62,1523.13
42984.375,28.72,18.14,31.56,1525.06
42984.41667,28.37,16.11,28.15,1522.13
42984.45833,28.69,19.24,33.28,1526.15
42984.5,28.93,20.84,35.93,1528.35
42984.54167,29.04,21.82,37.54,1529.64
42984.58333,29.22,22.78,39.15,1531.03
42984.625,29.28,22.86,39.33,1531.25
42984.66667,29.31,22.57,38.89,1531
42984.70833,29.1,21.22,36.64,1529.14
42984.75,29.04,18.34,32.07,1526.01
42984.79167,28.78,15.59,27.53,1522.54
42984.83333,28.72,15.49,27.33,1522.29
42984.875,28.49,13.49,23.99,1519.66
42984.91667,28.52,15.37,27.04,1521.69
42984.95833,28.52,17.17,29.91,1523.58
42985,28.52,17.1,29.8,1523.5
42985.04167,28.49,17.83,30.93,1524.2
42985.08333,28.75,19.49,33.7,1526.54
42985.125,28.87,20.86,35.93,1528.25
42985.16667,28.81,20.64,35.54,1527.88
42985.20833,28.05,15.96,27.74,1521.21
42985.25,27.96,16.19,28.05,1521.24
42985.29167,27.52,14.36,24.92,1518.25
42985.33333,27.17,13.43,23.29,1516.42
42985.375,26.88,12.45,21.61,1514.66
42985.41667,26.79,12.77,22.09,1514.78
42985.45833,27.2,16.39,27.95,1519.63
42985.5,27.35,18.27,30.94,1521.97
42985.54167,27.7,18.05,30.82,1522.58
42985.58333,27.85,18.64,31.82,1523.55
42985.625,27.85,19.06,32.48,1523.99
42985.66667,27.93,19.03,32.47,1524.16
42985.70833,28.05,18.94,32.41,1524.34
42985.75,28.17,19.11,32.74,1524.79
42985.79167,28.28,14.55,25.6,1520.28
42985.83333,28.31,12.82,22.82,1518.53
42985.875,28.31,11.33,20.37,1516.97
42985.91667,28.08,10.36,18.67,1515.38
42985.95833,28.17,13.08,23.17,1518.45
42986,27.96,19.41,33.08,1524.63
42986.04167,27.88,21.94,36.9,1527.09
42986.08333,27.93,22.18,37.3,1527.48
42986.125,27.96,22.38,37.64,1527.76
42986.16667,28.05,22.12,37.3,1527.69
42986.20833,28.05,22.07,37.22,1527.64
42986.25,28.05,22.12,37.3,1527.69
42986.29167,27.17,15.51,26.57,1518.63
42986.33333,27.09,14.93,25.61,1517.79
42986.375,27.03,14.64,25.14,1517.35
42986.41667,27.2,14.86,25.57,1518.01
42986.45833,27.64,17.06,29.24,1521.39
42986.5,27.99,17.98,30.87,1523.19
42986.54167,28.17,21.08,35.78,1526.86
42986.58333,28.26,20.79,35.4,1526.76
42986.625,28.2,21.21,36.02,1527.07
42986.66667,28.23,20.9,35.55,1526.81
42986.70833,28.34,21.05,35.86,1527.24
42986.75,28.87,18.16,31.68,1525.42
42986.79167,28.72,17.98,31.3,1524.89
42986.83333,28.52,17.25,30.03,1523.66
42986.875,28.2,15.79,27.53,1521.37
42986.91667,28.14,14.19,24.96,1519.56
42986.95833,27.93,14.71,25.7,1519.62
42987,27.73,15.51,26.85,1519.96
42987.04167,27.64,17.31,29.63,1521.66
42987.08333,27.47,18.34,31.13,1522.33
42987.125,27.47,19.13,32.35,1523.17
42987.16667,27.35,19.27,32.48,1523.03
42987.20833,27.15,18.27,30.82,1521.48
42987.25,26.65,14.79,25.19,1516.57
42987.29167,26.36,13.35,22.8,1514.3
42987.33333,26.21,11.17,19.31,1511.6
42987.375,26.42,14.06,23.93,1515.21
42987.41667,26.62,14.75,25.1,1516.45
42987.45833,26.82,12.52,21.7,1514.59
42987.5,27.17,13.64,23.62,1516.64
42987.54167,27.29,15.03,25.88,1518.4
42987.58333,27.2,13.61,23.58,1516.68
42987.625,27.5,16.25,27.9,1520.19
42987.66667,27.67,16.63,28.58,1521.01
42987.70833,27.73,16.95,29.13,1521.49
42987.75,27.93,16.57,28.63,1521.57
42987.79167,27.76,14,24.47,1518.44
42987.83333,27.55,13.09,22.93,1516.99
42987.875,27.76,12.39,21.89,1516.75
42987.91667,27.52,11.66,20.6,1515.4
42987.95833,27.26,10.02,17.84,1513.02
42988,26.47,8.35,14.84,1509.25
42988.04167,26.36,7.7,13.74,1508.26
42988.08333,26.62,11.11,19.36,1512.57
42988.125,26.42,12.4,21.34,1513.44
42988.16667,26.36,13.09,22.39,1514.02
42988.20833,26.27,12.68,21.71,1513.36
42988.25,26.04,11.1,19.12,1511.07
42988.29167,25.86,8.06,14.19,1507.36
42988.33333,25.57,6.24,11.13,1504.63
42988.375,25.45,5.62,10.08,1503.66
42988.41667,25.19,3.12,5.78,1500.25
42988.45833,24.92,3.07,5.66,1499.48
42988.5,24.66,0.83,1.64,1496.33
42988.54167,24.57,0.83,1.64,1496.09
42988.58333,24.4,0.83,1.64,1495.61
42988.625,24.22,0.84,1.64,1495.12
42988.66667,23.96,0.85,1.65,1494.4
42988.70833,23.4,0.93,1.79,1492.91
42988.75,22.69,1.79,3.26,1491.83
42988.79167,22.37,2.17,3.89,1491.32
42988.83333,21.6,8.9,14.25,1496.58
42988.875,21.16,9.04,14.33,1495.45
42988.91667,21.19,8.72,13.87,1495.18
42988.95833,21.4,9.41,14.94,1496.56
42989,21.45,11.55,18.07,1499.12
42989.04167,21.28,9.68,15.3,1496.51
42989.08333,21.43,7.94,12.78,1495
42989.125,21.28,4.05,6.8,1490.19
42989.16667,20.98,2.34,4.05,1487.39
42989.20833,20.8,1.89,3.3,1486.34
42989.25,21.01,6.02,9.79,1491.61
42989.29167,20.98,8.18,13.02,1493.96
42989.33333,21.04,0.95,1.73,1486.01
42989.375,21.04,6.12,9.96,1491.82
42989.41667,20.09,0.98,1.75,1483.13
42989.45833,20.65,1.98,3.44,1486
42989.5,20.24,2.92,4.91,1485.79
42989.54167,20.36,4.2,6.91,1487.6
42989.58333,20.56,6.16,9.92,1490.44
42989.625,20.86,10.65,16.56,1496.39
42989.66667,21.19,13.74,21.07,1500.81
42989.70833,21.22,14.18,21.7,1501.39
42989.75,21.22,14.43,22.05,1501.67
42989.79167,21.31,16.05,24.35,1503.74
42989.83333,21.31,15.6,23.73,1503.24
42989.875,21.28,14.69,22.45,1502.14
42989.91667,21.4,15.49,23.62,1503.37
42989.95833,21.25,14.54,22.22,1501.88
42990,21.34,14.39,22.05,1501.97
42990.04167,21.25,14.26,21.83,1501.57
42990.08333,21.22,15.97,24.19,1503.4
42990.125,21.22,17.06,25.69,1504.62
42990.16667,21.51,18.42,27.72,1506.98
42990.20833,21.57,18.81,28.29,1507.58
42990.25,21.54,18.78,28.24,1507.47
42990.29167,21.6,18.68,28.13,1507.52
42990.33333,21.54,18.4,27.72,1507.05
42990.375,21.57,18.14,27.37,1506.83
42990.41667,21.48,15.81,24.11,1503.98
42990.45833,21.34,11.36,17.75,1498.57
42990.5,21.48,6.56,10.73,1493.62
42990.54167,22.69,5.33,9.06,1495.75
42990.58333,22.87,5.19,8.87,1496.1
42990.625,22.13,7.18,11.82,1496.2
42990.66667,21.84,9.95,15.88,1498.44
42990.70833,22.05,10.01,16.03,1499.1
42990.75,21.81,13.34,20.77,1502.13
42990.79167,21.84,14.62,22.61,1503.65
42990.83333,21.75,15.15,23.32,1503.99
42990.875,21.84,16.08,24.66,1505.28
42990.91667,21.93,16.71,25.59,1506.23
42990.95833,22.02,17.56,26.83,1507.43
42991,22.02,19.32,29.26,1509.39
42991.04167,22.08,20.17,30.47,1510.5
42991.08333,22.08,20.62,31.08,1511
42991.125,22.67,21.55,32.75,1513.63
42991.16667,22.84,21.86,33.29,1514.45
42991.20833,23.08,22.19,33.92,1515.45
42991.25,23.25,22.26,34.13,1515.98
42991.29167,23.61,22.18,34.27,1516.83
42991.33333,23.78,21.63,33.62,1516.69
42991.375,23.81,20.75,32.39,1515.79
42991.41667,23.75,19.66,30.81,1514.44
42991.45833,23.84,19.36,30.44,1514.35
42991.5,24.13,15.16,24.51,1510.53
42991.54167,25.22,12.52,21.02,1510.5
42991.58333,25.83,11.07,19.01,1510.52
42991.625,25.25,16.44,26.97,1514.81
42991.66667,25.51,16.21,26.78,1515.24
42991.70833,26.04,17.55,29.09,1518
42991.75,26.71,18.01,30.17,1520.14
42991.79167,27.03,18.27,30.76,1521.21
42991.83333,26.91,18.94,31.7,1521.63
42991.875,26.94,18.97,31.76,1521.73
42991.91667,26.68,19.16,31.9,1521.3
42991.95833,26.65,19.34,32.16,1521.43
42992,26.65,18.92,31.51,1520.97
42992.04167,26.59,19.24,31.96,1521.17
42992.08333,26.53,19.35,32.09,1521.15
42992.125,26.18,19.94,32.76,1520.93
42992.16667,25.13,20.6,33.05,1519.02
42992.20833,24.69,21.14,33.54,1518.49
42992.25,24.92,21.53,34.25,1519.5
42992.29167,25.07,21.81,34.76,1520.18
42992.33333,25.13,21.94,34.98,1520.46
42992.375,25.13,21.83,34.83,1520.35
42992.41667,25.19,21.7,34.68,1520.36
42992.45833,25.33,21.63,34.68,1520.64
42992.5,25.54,21.38,34.46,1520.89
42992.54167,26.53,19.35,32.09,1521.15
42992.58333,27.26,18.06,30.58,1521.55
42992.625,28.02,16.88,29.18,1522.11
42992.66667,28.69,15.59,27.48,1522.33
42992.70833,28.11,16.75,29.01,1522.17
42992.75,28.46,16.35,28.57,1522.58
42992.79167,28.08,17.71,30.51,1523.12
42992.83333,27.61,18.45,31.38,1522.79
42992.875,27.88,18.3,31.31,1523.26
42992.91667,27.85,18.35,31.37,1523.25
42992.95833,26.33,20.25,33.31,1521.61
42993,26.12,20.72,33.87,1521.61
42993.04167,26.01,20.82,33.94,1521.44
42993.08333,26.12,20.72,33.87,1521.61
42993.125,26.12,20.72,33.87,1521.61
42993.16667,26.06,20.74,33.87,1521.5
42993.20833,26.24,21,34.37,1522.21
42993.25,26.01,21.21,34.52,1521.86
42993.29167,26.15,21.39,34.89,1522.41
42993.33333,26.15,21.86,35.57,1522.91
42993.375,25.95,22.11,35.81,1522.68
42993.41667,26.01,22.35,36.2,1523.08
42993.45833,26.21,22.36,36.35,1523.59
42993.5,26.42,22.26,36.35,1523.97
42993.54167,26.53,21.78,35.72,1523.74
42993.58333,27.06,21.18,35.18,1524.36
42993.625,29.54,18.52,32.66,1527.33
42993.66667,29.6,17.12,30.44,1526
42993.70833,29.57,15.24,27.37,1524
42993.75,28.81,16.64,29.23,1523.7
42993.79167,29.34,16.74,29.68,1525.01
42993.83333,28.78,18.73,32.53,1525.82
42993.875,28.05,19.83,33.78,1525.28
42993.91667,27.58,20.45,34.43,1524.84
42993.95833,27.35,21.04,35.18,1524.91
42994,27.38,21.08,35.25,1525.02
42994.04167,27.41,20.72,34.73,1524.71
42994.08333,27.41,20.57,34.51,1524.56
42994.125,27.52,20.62,34.65,1524.88
42994.16667,27.47,20.89,35.03,1525.03
42994.20833,27.47,20.84,34.95,1524.98
42994.25,27.41,20.97,35.1,1524.97
42994.29167,27.29,21.17,35.33,1524.91
42994.33333,27.23,21.15,35.25,1524.75
42994.375,27.2,21.26,35.41,1524.8
42994.41667,27.12,21.45,35.64,1524.8
42994.45833,27.15,21.54,35.79,1524.96
42994.5,27.2,21.51,35.79,1525.07
42994.54167,27.35,21.92,36.5,1525.84
42994.58333,27.41,21.37,35.71,1525.4
42994.625,28.14,19.25,32.94,1524.87
42994.66667,28.69,17.64,30.75,1524.47
42994.70833,28.49,16.34,28.57,1522.64
42994.75,28.55,14.58,25.78,1520.93
42994.79167,28.31,13.22,23.46,1518.95
42994.83333,28.26,15.21,26.65,1520.91
42994.875,27.93,18.99,32.41,1524.12
42994.91667,27.7,20.3,34.29,1524.96
42994.95833,27.67,20.7,34.87,1525.31
42995,27.58,21.29,35.71,1525.73
42995.04167,27.58,21.29,35.71,1525.73
42995.08333,27.58,21.09,35.4,1525.51
42995.125,27.64,20.81,35.02,1525.36
42995.16667,27.58,19.22,32.54,1523.53
42995.20833,27.5,18.62,31.57,1522.69
42995.25,27.5,17.44,29.75,1521.45
42995.29167,27.55,20.32,34.21,1524.63
42995.33333,27.47,21.86,36.5,1526.06
42995.375,27.26,22.89,37.89,1526.67
42995.41667,27.06,23.66,38.89,1527
42995.45833,27.03,23.58,38.76,1526.85
42995.5,27.03,23.52,38.67,1526.79
42995.54167,27.03,23.47,38.58,1526.73
42995.58333,27.09,23.26,38.32,1526.65
42995.625,27.17,22.93,37.9,1526.51
42995.66667,28.4,20.05,34.35,1526.32
42995.70833,28.64,18.41,31.94,1525.15
42995.75,28.81,18.1,31.56,1525.23
42995.79167,28.87,15.26,27.03,1522.39
42995.83333,28.66,15.26,26.94,1521.92
42995.875,28.46,17.34,30.15,1523.62
42995.91667,28.46,17.84,30.93,1524.14
42995.95833,27.88,19.99,33.92,1525.04
42996,27.73,20.72,34.95,1525.47
42996.04167,27.67,21.15,35.55,1525.78
42996.08333,27.64,21.47,36.02,1526.05
42996.125,27.67,21.1,35.48,1525.73
42996.16667,27.79,19.89,33.71,1524.73
42996.20833,28.08,16.69,28.9,1522.04
42996.25,27.52,13.21,23.11,1517.05
42996.29167,26.77,11.18,19.53,1513.01
42996.33333,27.7,19.25,32.68,1523.85
42996.375,27.67,20.85,35.1,1525.46
42996.41667,27.61,21.53,36.1,1526.05
42996.45833,27.5,22.61,37.64,1526.91
42996.5,27.5,22.61,37.64,1526.91
42996.54167,27.47,22.62,37.64,1526.86
42996.58333,27.47,22.73,37.81,1526.98
42996.625,27.52,22.32,37.23,1526.68
42996.66667,27.88,21.16,35.71,1526.27
42996.70833,28.49,18.07,31.31,1524.45
42996.75,28.49,17.3,30.09,1523.64
42996.79167,28.49,16.14,28.25,1522.43
42996.83333,28.23,12.23,21.82,1517.7
42996.875,28.28,14.8,26.01,1520.54
42996.91667,28.26,14.98,26.28,1520.66
42996.95833,28.14,17.39,30.03,1522.91
42997,27.88,18.1,31,1523.05
42997.04167,27.93,19.38,33.01,1524.53
42997.08333,27.93,19.83,33.71,1525.01
42997.125,27.9,19.66,33.43,1524.76
42997.16667,27.85,18.56,31.69,1523.46
42997.20833,27.85,16.7,28.79,1521.5
42997.25,27.82,14.56,25.39,1519.17
42997.29167,27.17,12.28,21.45,1515.19
42997.33333,26.97,10.95,19.24,1513.27
42997.375,27.32,13.39,23.29,1516.73
42997.41667,27.73,18.4,31.37,1523.02
42997.45833,27.55,20.13,33.93,1524.43
42997.5,27.52,20.77,34.88,1525.03
42997.54167,27.55,20.56,34.58,1524.88
42997.58333,27.64,20.28,34.21,1524.8
42997.625,27.76,19.68,33.36,1524.43
42997.66667,27.96,18.97,32.41,1524.17
42997.70833,28.55,16.66,29.12,1523.11
42997.75,28.66,12.54,22.5,1519.07
42997.79167,28.61,10.93,19.82,1517.25
42997.83333,28.49,10.67,19.35,1516.7
42997.875,28.05,9.19,16.72,1514.08
42997.91667,28.2,10.96,19.72,1516.3
42997.95833,28.55,12.95,23.13,1519.23
42998,28.26,16.59,28.85,1522.35
42998.04167,28.08,17.37,29.98,1522.76
42998.08333,27.99,17.15,29.57,1522.32
42998.125,28.05,17.05,29.46,1522.36
42998.16667,28.02,16.57,28.68,1521.78
42998.20833,28.02,15.17,26.47,1520.31
42998.25,27.9,11.83,21.03,1516.5
42998.29167,27.7,10.41,18.63,1514.51
42998.33333,27.38,9.28,16.66,1512.53
42998.375,27,7.79,14.07,1509.99
42998.41667,27.64,10.11,18.12,1514.05
42998.45833,28.05,14.46,25.34,1519.63
42998.5,27.99,15.33,26.7,1520.4
42998.54167,27.88,16.02,27.74,1520.86
42998.58333,27.82,17.07,29.35,1521.82
42998.625,27.85,17.06,29.35,1521.88
42998.66667,28.17,15.86,27.64,1521.38
42998.70833,28.66,14.88,26.32,1521.52
42998.75,29.02,11.43,20.82,1518.74
42998.79167,28.9,8.08,15.1,1514.97
42998.83333,28.69,7.2,13.52,1513.56
42998.875,28.11,5.59,10.57,1510.44
42998.91667,28.43,7.42,13.83,1513.15
42998.95833,28.66,11.21,20.32,1517.68
42999,28.23,15.34,26.85,1520.97
42999.04167,28.14,14.46,25.39,1519.84
42999.08333,28.28,14.52,25.56,1520.25
42999.125,28.31,16.43,28.63,1522.33
42999.16667,28.31,16.47,28.68,1522.36
42999.20833,28.26,14.64,25.74,1520.31
42999.25,28.17,12.42,22.11,1517.77
42999.29167,27.9,8.97,16.31,1513.5
42999.33333,27.55,7.84,14.3,1511.43
42999.375,27.29,6.71,12.32,1509.58
42999.41667,27.67,7.3,13.43,1511.16
42999.45833,28.14,13.38,23.65,1518.7
42999.5,27.96,15.83,27.49,1520.86
42999.54167,27.73,15.03,26.1,1519.46
42999.58333,27.7,13.39,23.47,1517.66
42999.625,28.08,16.08,27.94,1521.4
42999.66667,28.05,15.77,27.44,1521.01
42999.70833,28.52,15.07,26.56,1521.38
42999.75,28.69,12.27,22.07,1518.85
42999.79167,28.9,7.28,13.7,1514.13
42999.83333,29.1,5.69,10.94,1512.96
42999.875,28.55,4.92,9.46,1510.81
42999.91667,28.02,4.37,8.4,1508.94
42999.95833,28.66,7.94,14.78,1514.26
43000,28.2,15.29,26.75,1520.85
43000.04167,28.2,15.79,27.53,1521.37
43000.08333,28.2,16.01,27.89,1521.6
43000.125,27.9,13.04,23,1517.78
43000.16667,27.96,13.62,23.96,1518.53
43000.20833,27.96,13.43,23.65,1518.34
43000.25,28.14,12.98,22.99,1518.28
43000.29167,27.5,9.48,17.02,1513.02
43000.33333,27.17,7.71,13.97,1510.34
43000.375,26.74,6.24,11.39,1507.67
