Date & Time,Temp(?),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43097.70833,15.54,18.22,24.07,1488.57
43097.75,15.48,18.41,24.27,1488.59
43097.79167,15.57,19.25,25.33,1489.89
43097.83333,15.63,19.22,25.33,1490.06
43097.875,15.57,19.4,25.51,1490.06
43097.91667,15.45,19.39,25.42,1489.64
43097.95833,15.23,18.7,24.47,1488.11
43098,14.92,18.04,23.52,1486.3
43098.04167,14.95,18.57,24.16,1487.03
43098.08333,14.82,18.8,24.36,1486.88
43098.125,14.54,18.19,23.49,1485.22
43098.16667,14.51,18.27,23.57,1485.21
43098.20833,14.1,17.2,22.08,1482.54
43098.25,14.2,17.81,22.85,1483.6
43098.29167,14.07,17.78,22.75,1483.13
43098.33333,14.13,18.14,23.21,1483.78
43098.375,14.39,18.82,24.14,1485.44
43098.41667,14.48,19.18,24.61,1486.18
43098.45833,14.54,19.32,24.81,1486.56
43098.5,14.64,19.38,24.94,1486.94
43098.54167,14.7,19.49,25.1,1487.28
43098.58333,14.73,19.54,25.19,1487.46
43098.625,14.35,14.88,19.46,1480.64
43098.66667,14.82,18.31,23.78,1486.3
43098.70833,14.89,19.46,25.18,1487.88
43098.75,15.07,20.86,26.94,1490.15
43098.79167,15.29,21.84,28.23,1492.04
43098.83333,15.26,22.13,28.55,1492.28
43098.875,15.13,22.11,28.45,1491.85
43098.91667,14.79,21.35,27.33,1489.81
43098.95833,14.7,20.7,26.52,1488.73
43099,14.54,20.08,25.71,1487.47
43099.04167,14.73,19.83,25.53,1487.8
43099.08333,14.13,17.81,22.82,1483.38
43099.125,13.82,17.19,21.93,1481.56
43099.16667,13.34,16.67,21.08,1479.29
43099.20833,13.31,16.03,20.32,1478.41
43099.25,13.31,15.35,19.53,1477.59
43099.29167,13.06,15.12,19.15,1476.42
43099.33333,13.03,14.41,18.3,1475.45
43099.375,13.95,15.76,20.31,1480.28
43099.41667,14.42,16.86,21.85,1483.21
43099.45833,14.39,17.55,22.64,1483.92
43099.5,14.29,18.01,23.13,1484.15
43099.54167,14.29,18.19,23.35,1484.37
43099.58333,14.67,17.92,23.23,1485.31
43099.625,14.82,17.52,22.84,1485.36
43099.66667,14.92,17.27,22.6,1485.38
43099.70833,15.23,16.58,21.93,1485.61
43099.75,15.13,16.11,21.31,1484.74
43099.79167,14.98,15.84,20.91,1483.89
43099.83333,14.95,15.78,20.82,1483.72
43099.875,14.92,16.21,21.32,1484.12
43099.91667,14.73,17.02,22.2,1484.46
43099.95833,14.54,17.62,22.81,1484.54
43100,14.51,18.11,23.38,1485.02
43100.04167,14.45,17.9,23.09,1484.55
43100.08333,14.57,17.2,22.34,1484.15
43100.125,14.35,15.8,20.55,1481.73
43100.16667,14.29,14.71,19.22,1480.21
43100.20833,14.07,13.73,17.96,1478.29
43100.25,13.95,13.28,17.36,1477.31
43100.29167,13.88,12.9,16.87,1476.64
43100.33333,13.79,12.37,16.2,1475.67
43100.375,13.44,11.91,15.51,1473.9
43100.41667,13.69,12.14,15.89,1475.07
43100.45833,14.17,12.61,16.63,1477.27
43100.5,14.29,13.08,17.26,1478.27
43100.54167,14.73,13.58,18.05,1480.37
43100.58333,15.01,16.44,21.65,1484.71
43100.625,14.73,16.83,21.97,1484.23
43100.66667,15.04,16.77,22.06,1485.21
43100.70833,15.17,16.12,21.34,1484.86
43100.75,15.04,15.84,20.93,1484.1
43100.79167,15.07,16.14,21.32,1484.56
43100.83333,15.1,16.61,21.9,1485.23
43100.875,15.13,17.46,22.94,1486.33
43100.91667,14.67,18.04,23.38,1485.46
43100.95833,14.54,18.71,24.1,1485.83
43101,14.79,19.84,25.57,1488.02
43101.04167,14.6,18.64,24.06,1485.97
43101.08333,14.67,18.04,23.38,1485.46
43101.125,14.64,17.17,22.33,1484.32
43101.16667,14.48,15.67,20.47,1482.01
43101.20833,14.39,14.31,18.78,1480.06
43101.25,14.2,12.79,16.87,1477.6
43101.29167,13.85,12.44,16.31,1475.98
43101.33333,13.66,10.04,13.32,1472.44
43101.375,12.99,8.88,11.7,1468.66
43101.41667,12.55,8.52,11.14,1466.61
43101.45833,13.6,7.67,10.36,1469.36
43101.5,13.22,8.01,10.7,1468.42
43101.54167,13.19,9.08,12,1469.59
43101.58333,13.12,9.84,12.91,1470.28
43101.625,12.8,9.99,12.99,1469.31
43101.66667,12.74,10.03,13.02,1469.13
43101.70833,12.58,9.82,12.72,1468.3
43101.75,12.1,9.34,12,1465.95
43101.79167,11.61,8.77,11.18,1463.46
43101.83333,11.25,8.16,10.37,1461.37
43101.875,10.79,7.62,9.62,1458.97
43101.91667,10.6,7.15,9.02,1457.64
43101.95833,10.79,6.76,8.61,1457.92
43102,10.46,6.52,8.25,1456.36
43102.04167,10.43,6.48,8.2,1456.18
43102.08333,10.23,6.56,8.25,1455.51
43102.125,9.7,6.31,7.85,1453.12
43102.16667,9.63,5.84,7.29,1452.27
43102.20833,9.19,4.83,6.04,1449.28
43102.25,7.83,3.82,4.68,1442.47
43102.29167,7.27,2.68,3.3,1438.72
43102.33333,7.79,1.62,2.08,1439.55
43102.375,7.23,1.65,2.09,1437.27
43102.41667,7.23,1.65,2.09,1437.27
43102.45833,7.34,1.65,2.09,1437.7
43102.5,9.19,1.53,2.04,1445.17
43102.54167,8.99,1.54,2.04,1444.36
43102.58333,7.86,1.6,2.05,1439.81
43102.625,8.62,1.56,2.05,1442.88
43102.66667,8.41,2.57,3.27,1443.3
43102.70833,8.58,2.63,3.36,1444.07
43102.75,8.17,2.77,3.49,1442.57
43102.79167,9.4,2.8,3.64,1447.57
43102.83333,8.79,2.71,3.47,1445
43102.875,9.6,2.61,3.43,1448.13
43102.91667,8.38,2.67,3.39,1443.29
43102.95833,8.41,2.84,3.59,1443.64
43103,7.79,3.19,3.94,1441.54
43103.04167,8.03,3.72,4.58,1443.19
43103.08333,8.14,4.28,5.25,1444.33
43103.125,8.17,4.79,5.83,1445.11
43103.16667,7.55,5.24,6.23,1443.11
43103.20833,7.69,5.6,6.65,1444.14
43103.25,7.37,5.87,6.9,1443.19
43103.29167,7.2,6.07,7.08,1442.71
43103.33333,7.13,6.23,7.24,1442.62
43103.375,7.16,6.37,7.4,1442.94
43103.41667,7.62,6.46,7.6,1444.94
43103.45833,8.38,6.47,7.76,1448.05
43103.5,8.51,6.36,7.67,1448.47
43103.54167,8.79,6.21,7.55,1449.38
43103.58333,8.34,6.24,7.49,1447.62
43103.625,8.51,6.44,7.76,1448.57
43103.66667,8.51,6.74,8.09,1448.95
43103.70833,8.65,7.09,8.51,1449.93
43103.75,8.82,7.36,8.85,1450.95
43103.79167,9.23,7.46,9.06,1452.69
43103.83333,9.43,7.43,9.07,1453.45
43103.875,9.26,7.27,8.86,1452.59
43103.91667,8.68,7.31,8.77,1450.35
43103.95833,8.51,7.62,9.07,1450.05
43104,8.48,8.18,9.68,1450.61
43104.04167,8.48,8.84,10.4,1451.44
43104.08333,8.24,9.49,11.03,1451.28
43104.125,8.03,9.99,11.51,1451.08
43104.16667,7.3,10.42,11.74,1448.66
43104.20833,7.37,10.66,12.01,1449.25
43104.25,7.48,10.77,12.16,1449.81
43104.29167,7.02,10.74,11.98,1447.9
43104.33333,6.67,10.58,11.71,1446.24
43104.375,6.92,10.37,11.57,1447
43104.41667,7.27,10.22,11.52,1448.26
43104.45833,8.17,10.26,11.84,1451.97
43104.5,8.62,10.04,11.75,1453.49
43104.54167,9.19,9.74,11.59,1455.39
43104.58333,7.83,9.66,11.1,1449.83
43104.625,7.96,9.62,11.1,1450.34
43104.66667,7.96,9.74,11.23,1450.5
43104.70833,8.1,9.97,11.51,1451.34
43104.75,8.17,10.14,11.72,1451.83
43104.79167,8.68,10.19,11.93,1453.95
43104.83333,8.79,10.17,11.94,1454.33
43104.875,9.16,10.1,11.97,1455.71
43104.91667,8.99,9.91,11.72,1454.81
43104.95833,8.79,9.68,11.4,1453.72
43105,8.34,9.51,11.09,1451.73
43105.04167,7.83,9.54,10.97,1449.68
43105.08333,7.55,9.66,11.02,1448.7
43105.125,7.51,9.87,11.23,1448.82
43105.16667,6.99,10.2,11.42,1447.08
43105.20833,6.95,10.5,11.71,1447.3
43105.25,7.34,10.71,12.05,1449.16
43105.29167,7.23,10.75,12.06,1448.78
43105.33333,7.02,10.69,11.93,1447.85
43105.375,7.06,10.63,11.88,1447.91
43105.41667,7.34,10.54,11.88,1448.96
43105.45833,7.65,10.42,11.85,1450.08
43105.5,8.03,10.26,11.79,1451.42
43105.54167,7.89,10.16,11.65,1450.74
43105.58333,7.55,10.34,11.73,1449.55
43105.625,7.34,10.66,12,1449.11
43105.66667,7.3,10.92,12.26,1449.29
43105.70833,7.37,11.08,12.45,1449.78
43105.75,7.79,11.19,12.7,1451.61
43105.79167,8.03,11.28,12.87,1452.7
43105.83333,8.44,11.31,13.05,1454.4
43105.875,8.31,11.29,12.98,1453.82
43105.91667,8.41,11.23,12.95,1454.16
43105.95833,8.2,11.34,13,1453.48
43106,7.93,11.65,13.23,1452.75
43106.04167,7.89,12.01,13.6,1453.07
43106.08333,7.51,12.46,13.93,1452.09
43106.125,7.55,12.86,14.35,1452.73
43106.16667,7.44,13.24,14.71,1452.8
43106.20833,7.41,13.57,15.03,1453.07
43106.25,7.51,13.88,15.38,1453.88
43106.29167,7.76,14.13,15.74,1455.18
43106.33333,7.55,14.23,15.75,1454.46
43106.375,7.55,14.09,15.61,1454.28
43106.41667,7.86,13.89,15.53,1455.29
43106.45833,8.27,13.8,15.62,1456.84
43106.5,8.85,13.7,15.74,1459
43106.54167,9.13,13.52,15.66,1459.85
43106.58333,8.79,13.45,15.45,1458.43
43106.625,8.55,13.44,15.34,1457.47
43106.66667,8.48,13.48,15.36,1457.25
43106.70833,8.44,13.57,15.44,1457.23
43106.75,8.44,13.68,15.56,1457.37
43106.79167,8.48,13.79,15.69,1457.64
43106.83333,8.51,13.95,15.86,1457.97
43106.875,8.82,14.1,16.15,1459.37
43106.91667,8.92,14.18,16.27,1459.87
43106.95833,9.06,13.81,15.95,1459.95
43107,8.96,13.66,15.74,1459.35
43107.04167,8.62,13.71,15.66,1458.08
43107.08333,8.68,14.08,16.07,1458.81
43107.125,8.58,14.35,16.31,1458.74
43107.16667,8.51,14.7,16.65,1458.92
43107.20833,8.51,15.03,17,1459.33
43107.25,8.48,15.24,17.19,1459.46
43107.29167,8.27,16.37,18.27,1460.07
43107.33333,7.41,16.08,17.56,1456.23
43107.375,7.65,15.9,17.5,1457
43107.41667,8,15.78,17.53,1458.23
43107.45833,8.82,15.72,17.85,1461.4
43107.5,9.6,15.64,18.12,1464.31
43107.54167,9.56,15.62,18.08,1464.15
43107.58333,9.06,15.58,17.81,1462.15
43107.625,9.16,15.51,17.79,1462.46
43107.66667,9.06,15.6,17.83,1462.17
43107.70833,8.96,15.64,17.83,1461.83
43107.75,8.82,15.7,17.83,1461.38
43107.79167,8.82,15.57,17.7,1461.21
43107.83333,9.13,15.6,17.87,1462.44
43107.875,9.4,15.61,18.01,1463.5
43107.91667,9.29,15.66,18.01,1463.17
43107.95833,9.33,15.66,18.03,1463.3
43108,9.29,15.66,18.01,1463.17
43108.04167,9.19,15.67,17.97,1462.78
43108.08333,9.13,15.64,17.91,1462.49
43108.125,8.96,15.64,17.83,1461.83
43108.16667,8.68,15.69,17.76,1460.83
43108.20833,8.58,15.77,17.8,1460.53
43108.25,8.65,15.84,17.9,1460.88
43108.29167,8.65,15.99,18.06,1461.07
43108.33333,8.62,16.11,18.16,1461.08
43108.375,8.58,16.21,18.24,1461.07
43108.41667,8.72,16.28,18.39,1461.7
43108.45833,8.96,16.29,18.51,1462.65
43108.5,9.26,16.28,18.64,1463.8
43108.54167,9.4,16.28,18.7,1464.32
43108.58333,9.46,16.35,18.81,1464.67
43108.625,9.86,16.44,19.11,1466.32
43108.66667,10,16.51,19.25,1466.92
43108.70833,10,16.6,19.34,1467.03
43108.75,9.93,16.72,19.44,1466.93
43108.79167,9.8,16.86,19.51,1466.58
43108.83333,9.8,17,19.66,1466.76
43108.875,9.9,17.11,19.84,1467.28
43108.91667,10.26,17.22,20.14,1468.8
43108.95833,10.56,17.23,20.29,1469.92
43109,10.73,17.17,20.32,1470.47
43109.04167,10.83,17.1,20.29,1470.75
43109.08333,10.92,17.05,20.29,1471.05
43109.125,10.56,16.93,19.98,1469.56
43109.16667,10.2,16.99,19.86,1468.26
43109.20833,10.2,17.13,20.01,1468.44
43109.25,10.06,17.22,20.04,1468.05
43109.29167,9.86,17.4,20.12,1467.51
43109.33333,9.93,17.54,20.31,1467.94
43109.375,10.1,17.71,20.58,1468.78
43109.41667,10.13,17.85,20.74,1469.08
43109.45833,10.36,17.97,21,1470.1
43109.5,10.79,18.14,21.4,1471.9
43109.54167,10.86,18.22,21.52,1472.24
43109.58333,10.92,18.3,21.64,1472.58
43109.625,10.99,18.41,21.8,1472.96
43109.66667,11.09,18.5,21.95,1473.44
43109.70833,11.19,18.57,22.08,1473.88
43109.75,11.19,18.63,22.14,1473.96
43109.79167,11.09,18.71,22.18,1473.7
43109.83333,11.09,18.8,22.28,1473.81
43109.875,11.19,18.87,22.41,1474.25
43109.91667,11.19,18.94,22.48,1474.33
43109.95833,11.93,18.7,22.63,1476.75
43110,12.68,19.17,23.57,1479.96
43110.04167,12.77,18.99,23.42,1480.08
43110.08333,13.03,19.32,23.94,1481.37
43110.125,13.19,19.13,23.82,1481.7
43110.16667,13.06,19,23.6,1481.1
43110.20833,11.71,19.29,23.16,1476.66
43110.25,11.61,18.99,22.77,1475.94
43110.29167,11.28,19.17,22.78,1474.97
43110.33333,11.19,19.31,22.89,1474.79
43110.375,11.22,19.46,23.06,1475.09
43110.41667,11.28,19.52,23.17,1475.4
43110.45833,11.32,19.77,23.46,1475.83
43110.5,11.48,19.92,23.71,1476.6
43110.54167,12.23,19.99,24.23,1479.37
43110.58333,12.84,19.8,24.37,1481.28
43110.625,13.22,19.77,24.56,1482.58
43110.66667,13.06,20.37,25.14,1482.75
43110.70833,12.68,20.43,24.99,1481.49
43110.75,12.87,20.4,25.06,1482.12
43110.79167,12.61,20.43,24.95,1481.26
43110.83333,12.58,20.49,24.99,1481.22
43110.875,12.55,20.51,24.99,1481.13
43110.91667,12.74,20.51,25.11,1481.81
43110.95833,13.34,20.51,25.48,1483.91
43111,13.79,20.34,25.55,1485.23
43111.04167,14.17,20.25,25.67,1486.4
43111.08333,14.35,20.15,25.67,1486.92
43111.125,14.82,20.05,25.83,1488.37
43111.16667,14.92,19.88,25.7,1488.49
43111.20833,14.95,19.76,25.57,1488.44
43111.25,14.57,20.89,26.66,1488.54
43111.29167,13.79,20.57,25.82,1485.51
43111.33333,13.82,20.63,25.9,1485.69
43111.375,13.76,20.63,25.86,1485.47
43111.41667,13.95,20.76,26.13,1486.27
43111.45833,14.13,20.85,26.35,1487.02
43111.5,14.6,26.26,32.84,1495.03
43111.54167,14.67,25.98,32.57,1494.91
43111.58333,15.32,25.7,32.75,1496.71
43111.625,15.66,25.53,32.81,1497.6
43111.66667,15.69,25.4,32.67,1497.54
43111.70833,15.29,25.67,32.68,1496.56
43111.75,15.48,25.83,33.02,1497.36
43111.79167,15.6,26.04,33.35,1498
43111.83333,15.48,26.19,33.43,1497.78
43111.875,15.41,26.41,33.64,1497.85
43111.91667,15.2,26.51,33.58,1497.25
43111.95833,15.32,26.42,33.57,1497.55
43112,15.51,26.41,33.71,1498.14
43112.04167,15.54,26.03,33.29,1497.79
43112.08333,15.72,25.84,33.21,1498.16
43112.125,15.38,25.49,32.55,1496.65
43112.16667,15.75,25.01,32.27,1497.28
43112.20833,16,24.74,32.13,1497.75
43112.25,15.82,24.86,32.14,1497.3
43112.29167,15.2,25.5,32.42,1496.06
43112.33333,15.82,25.78,33.21,1498.38
43112.375,15.54,20.72,27.07,1491.52
43112.41667,15.26,26.34,33.44,1497.26
43112.45833,15.04,26.37,33.3,1496.59
43112.5,14.92,26.28,33.1,1496.08
43112.54167,15.07,26.11,33.03,1496.38
43112.58333,15.51,25.87,33.08,1497.5
43112.625,15.6,25.75,33.01,1497.65
43112.66667,15.82,25.66,33.07,1498.24
43112.70833,15.88,25.74,33.21,1498.53
43112.75,16.28,25.41,33.12,1499.41
43112.79167,16,25.48,33,1498.62
43112.83333,15.79,25.56,32.94,1498.03
43112.875,15.66,25.53,32.81,1497.6
43112.91667,15.6,25.52,32.74,1497.38
43112.95833,15.57,25.54,32.74,1497.31
43113,15.54,25.56,32.74,1497.23
43113.04167,15.75,24.79,32.01,1497.02
43113.08333,15.6,22.21,28.87,1493.47
43113.125,15.54,20.93,27.31,1491.76
43113.16667,15.48,20.04,26.22,1490.52
43113.20833,15.29,19.43,25.38,1489.18
43113.25,15.1,18.93,24.68,1487.97
43113.29167,14.85,17.3,22.6,1485.21
43113.33333,14.76,15.31,20.17,1482.53
43113.375,14.82,12.68,16.99,1479.62
43113.41667,14.95,11.01,14.95,1478.05
43113.45833,14.79,10.59,14.37,1477.02
43113.5,14.54,12.8,17.02,1478.8
43113.54167,14.1,14.3,18.65,1479.08
43113.58333,14.17,14.8,19.27,1479.89
43113.625,14.39,14.07,18.49,1479.77
43113.66667,14.54,13.15,17.44,1479.21
43113.70833,14.51,12.06,16.1,1477.81
43113.75,14.29,10.81,14.47,1475.56
43113.79167,14.1,9.86,13.24,1473.77
43113.83333,13.53,11.54,15.1,1473.78
43113.875,13.31,12.36,16,1473.99
43113.91667,13.09,12.66,16.27,1473.56
43113.95833,12.74,12.66,16.13,1472.31
43114,12.51,12.55,15.92,1471.37
43114.04167,12.55,12.87,16.31,1471.88
43114.08333,12.39,10.46,13.42,1468.38
43114.125,12.16,9.97,12.76,1466.95
43114.16667,11.77,9.85,12.5,1465.38
43114.20833,11.77,10.84,13.65,1466.58
43114.25,11.68,11.87,14.82,1467.48
43114.29167,10.79,11.78,14.39,1464.08
43114.33333,10.13,10.85,13.12,1460.42
43114.375,10.1,8.93,10.94,1457.92
43114.41667,10.63,8.76,10.9,1459.75
43114.45833,11.09,9.1,11.43,1461.91
43114.5,10.96,10.48,12.97,1463.1
43114.54167,11.09,11.2,13.84,1464.48
43114.58333,11.45,11.48,14.29,1466.17
43114.625,11.58,11.65,14.53,1466.86
43114.66667,11.68,11.68,14.6,1467.26
43114.70833,11.64,11.91,14.85,1467.42
43114.75,11.74,12.25,15.28,1468.19
43114.79167,11.51,13.24,16.32,1468.56
43114.83333,11.09,15.16,18.29,1469.34
43114.875,10.96,17.44,20.73,1471.65
43114.91667,11.06,18.79,22.25,1473.67
43114.95833,11.09,19.34,22.85,1474.46
43115,11.12,19.55,23.1,1474.84
43115.04167,11.15,19.59,23.17,1475.02
43115.08333,11.22,19.43,23.03,1475.05
43115.125,10.92,14.99,18.02,1468.52
43115.16667,10.56,13.97,16.75,1465.92
43115.20833,10.56,13.9,16.66,1465.82
43115.25,10.3,13.72,16.35,1464.6
43115.29167,9.9,13.87,16.36,1463.27
43115.33333,9.5,14.2,16.54,1462.13
43115.375,10,12.21,14.58,1461.59
43115.41667,9.73,13.47,15.85,1462.12
43115.45833,10,14.55,17.14,1464.49
43115.5,10.26,16.21,19.05,1467.55
43115.54167,10.46,16.59,19.55,1468.76
43115.58333,10.73,16.76,19.87,1469.96
43115.625,10.89,16.8,20,1470.62
43115.66667,11.09,16.66,19.94,1471.18
43115.70833,11.02,16.76,20.02,1471.06
43115.75,11.06,16.75,20.02,1471.17
43115.79167,10.96,17.41,20.7,1471.62
43115.83333,10.69,20.16,23.51,1474.02
43115.875,10.83,21.52,25.03,1476.18
43115.91667,10.96,22.04,25.67,1477.3
43115.95833,10.99,22.11,25.76,1477.5
43116,10.99,22.19,25.85,1477.6
43116.04167,11.06,22.27,25.98,1477.94
43116.08333,11.02,22.21,25.89,1477.75
43116.125,11.02,21.92,25.58,1477.39
43116.16667,10,17.18,19.96,1467.75
43116.20833,10,16.67,19.41,1467.11
43116.25,10.23,16.47,19.31,1467.74
43116.29167,10.13,16.67,19.48,1467.62
43116.33333,9.86,16.51,19.18,1466.41
43116.375,9.73,16.48,19.09,1465.87
43116.41667,10.03,17.44,20.25,1468.19
43116.45833,10.13,18.15,21.06,1469.45
43116.5,10.5,19.34,22.52,1472.28
43116.54167,10.63,19.24,22.49,1472.64
43116.58333,10.69,19.33,22.62,1473
43116.625,11.19,19.03,22.58,1474.44
43116.66667,11.25,19.25,22.85,1474.95
43116.70833,11.19,19.64,23.24,1475.19
43116.75,11.35,19.45,23.13,1475.56
43116.79167,11.32,19.47,23.13,1475.46
43116.83333,11.38,19.37,23.06,1475.57
43116.875,11.15,20.24,23.87,1475.81
43116.91667,11.09,21.09,24.74,1476.61
43116.95833,10.73,21.38,24.83,1475.65
43117,10.86,21.9,25.46,1476.77
43117.04167,11.06,22.15,25.85,1477.79
43117.08333,11.12,22.11,25.84,1477.98
43117.125,11.12,21.7,25.41,1477.47
43117.16667,11.09,20.98,24.62,1476.47
43117.20833,11.19,18.37,21.86,1473.63
43117.25,11.32,17.55,21.03,1473.11
43117.29167,11.06,17.31,20.64,1471.86
43117.33333,10.92,16.33,19.49,1470.16
43117.375,11.15,15.44,18.63,1469.93
43117.41667,11.02,16.19,19.4,1470.36
43117.45833,11.51,15.37,18.72,1471.16
43117.5,11.51,16.51,19.99,1472.56
43117.54167,11.45,17.25,20.77,1473.22
43117.58333,11.64,17.39,21.03,1474.1
43117.625,11.81,17.61,21.35,1474.95
43117.66667,11.9,17.67,21.47,1475.38
43117.70833,11.9,17.29,21.05,1474.92
43117.75,11.64,17.42,21.06,1474.14
43117.79167,11.42,17.19,20.69,1473.03
43117.83333,11.51,14.58,17.83,1470.2
43117.875,11.19,12.09,14.89,1465.94
43117.91667,10.79,12.62,15.33,1465.11
43117.95833,11.15,10.91,13.53,1464.37
43118,10.6,11.01,13.46,1462.39
43118.04167,9.9,12.72,15.1,1461.84
43118.08333,9.76,13.82,16.25,1462.69
43118.125,9.29,14.04,16.29,1461.15
43118.16667,8.79,13.47,15.47,1458.45
43118.20833,8.79,11.77,13.66,1456.32
43118.25,8.44,10.98,12.7,1453.99
43118.29167,8,10.27,11.8,1451.29
43118.33333,7.41,10.01,11.35,1448.57
43118.375,7.48,9.5,10.82,1448.2
43118.41667,7.76,9.11,10.49,1448.85
43118.45833,8.41,8.46,9.97,1450.69
43118.5,8.03,8.86,10.3,1449.66
43118.54167,8.75,9.96,11.7,1453.93
43118.58333,8.68,11.04,12.84,1455
43118.625,8.92,11.9,13.85,1457.02
43118.66667,9.46,11.48,13.59,1458.62
43118.70833,9.9,10.9,13.1,1459.59
43118.75,9.5,11.2,13.29,1458.4
43118.79167,9.6,11.55,13.71,1459.22
43118.83333,9.4,10.93,12.96,1457.67
43118.875,9.4,10.53,12.52,1457.18
43118.91667,9.33,11.75,13.83,1458.43
43118.95833,8.55,14.87,16.84,1459.26
43119,8.34,17.11,19.06,1461.27
43119.04167,8.24,18.39,20.31,1462.47
43119.08333,8.2,18.96,20.86,1463.04
43119.125,8.07,19.12,20.95,1462.71
43119.16667,8.1,19.13,20.98,1462.85
43119.20833,8.2,19.22,21.12,1463.37
43119.25,8.31,16.88,18.81,1460.84
43119.29167,8.14,14.64,16.43,1457.35
43119.33333,8.07,13.78,15.5,1455.98
43119.375,8.1,12.98,14.69,1455.12
43119.41667,8.62,12.06,13.91,1456.01
43119.45833,8.82,14.87,16.96,1460.33
43119.5,8.89,17.14,19.36,1463.44
43119.54167,8.75,18.41,20.6,1464.5
43119.58333,8.58,18.56,20.66,1464.02
43119.625,9.23,17.42,19.82,1465.1
43119.66667,9.16,17.31,19.67,1464.7
43119.70833,9.53,17.44,20,1466.29
43119.75,9.63,17.59,20.2,1466.86
43119.79167,9.83,17.67,20.39,1467.71
43119.83333,10.1,17.33,20.17,1468.31
43119.875,10.36,16.77,19.7,1468.62
43119.91667,10.16,16.39,19.2,1467.4
43119.95833,9.66,16.76,19.35,1465.95
43120,9.23,18.05,20.48,1465.89
43120.04167,9.19,18.76,21.19,1466.63
43120.08333,9.23,19.21,21.68,1467.32
43120.125,9.16,19.31,21.74,1467.19
43120.16667,9.09,19.28,21.68,1466.9
43120.20833,9.13,19.24,21.65,1466.97
43120.25,9.19,18.37,20.79,1466.15
43120.29167,9.53,17.37,19.92,1466.19
43120.33333,9.36,16.48,18.91,1464.45
43120.375,9.23,15.87,18.19,1463.16
43120.41667,9.6,15.36,17.82,1463.95
43120.45833,9.6,15.05,17.49,1463.57
43120.5,9.66,16.34,18.9,1465.43
43120.54167,9.56,17.52,20.1,1466.52
43120.58333,9.46,17.93,20.48,1466.64
43120.625,9.43,18.13,20.67,1466.76
43120.66667,9.53,18.19,20.78,1467.22
43120.70833,9.66,18.17,20.84,1467.71
43120.75,9.93,18.03,20.83,1468.55
43120.79167,10,17.97,20.8,1468.73
43120.83333,10.4,17.56,20.57,1469.72
43120.875,10.53,16.78,19.8,1469.25
43120.91667,10.53,16.46,19.45,1468.86
43120.95833,10.26,16.75,19.63,1468.21
43121,9.83,17.46,20.17,1467.46
43121.04167,9.7,18.29,20.98,1467.98
43121.08333,9.6,19.09,21.76,1468.6
43121.125,9.63,19.57,22.28,1469.31
43121.16667,9.66,19.74,22.47,1469.65
43121.20833,9.7,19.72,22.47,1469.76
43121.25,9.73,19.61,22.37,1469.74
43121.29167,9.9,18.78,21.6,1469.35
43121.33333,10,17.89,20.72,1468.63
43121.375,10.1,17.28,20.12,1468.25
43121.41667,10.36,16.59,19.5,1468.39
43121.45833,10.89,15.93,19.04,1469.55
43121.5,10.92,16.28,19.45,1470.11
43121.54167,10.53,17.7,20.79,1470.39
43121.58333,10.43,18.56,21.65,1471.07
43121.625,10.3,19.08,22.13,1471.21
43121.66667,10.46,19.33,22.49,1472.14
43121.70833,10.69,19.39,22.69,1473.08
43121.75,11.35,19.42,23.09,1475.52
43121.79167,12.03,19.41,23.48,1477.97
43121.83333,12.13,19.1,23.18,1477.93
43121.875,12.1,18.16,22.13,1476.68
43121.91667,12.29,17.45,21.43,1476.51
43121.95833,12.16,17.76,21.71,1476.42
43122,11.58,18.4,22.1,1475.1
43122.04167,10.99,18.92,22.35,1473.58
43122.08333,10.6,19.51,22.76,1472.86
43122.125,10.66,19.97,23.29,1473.67
43122.16667,10.73,20.17,23.54,1474.16
43122.20833,11.51,19.94,23.75,1476.74
43122.25,10.99,20.06,23.57,1474.98
43122.29167,11.12,19.95,23.53,1475.33
43122.33333,11.71,19.26,23.12,1476.62
43122.375,11.9,18.93,22.87,1476.92
43122.41667,12.29,18.73,22.86,1478.06
43122.45833,12.68,18.75,23.1,1479.45
43122.5,12.96,18.79,23.31,1480.51
43122.54167,12.9,18.95,23.45,1480.48
43122.58333,12.58,19.46,23.84,1479.96
43122.625,12.71,19.8,24.3,1480.83
43122.66667,12.74,20.1,24.66,1481.31
43122.70833,12.74,20.36,24.94,1481.62
43122.75,12.8,20.4,25.02,1481.9
43122.79167,12.8,20.36,24.98,1481.85
43122.83333,12.87,20.33,24.98,1482.03
43122.875,13.5,20.09,25.09,1483.95
43122.91667,13.76,19.77,24.88,1484.43
43122.95833,13.91,19.44,24.59,1484.57
43123,14.17,19.13,24.38,1485.07
43123.04167,13.76,19.34,24.39,1483.93
43123.08333,13.72,19.61,24.67,1484.13
43123.125,13.53,19.81,24.8,1483.73
43123.16667,13.34,20.03,24.93,1483.33
43123.20833,13.22,20.24,25.1,1483.15
43123.25,13.25,20.3,25.18,1483.33
43123.29167,13.5,20.27,25.3,1484.17
43123.33333,13.69,20.24,25.38,1484.79
43123.375,14.04,20.17,25.5,1485.88
43123.41667,14.35,19.7,25.15,1486.39
43123.45833,14.79,19.3,24.93,1487.37
43123.5,15.07,19.08,24.84,1488.05
