Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
43051.79,22.09,17.43,26.69,1507.49
43051.83,21.8,19.18,28.94,1508.63
43051.87,21.59,20.27,30.3,1509.28
43051.92,21.59,20.45,30.54,1509.47
43051.96,21.59,20.45,30.54,1509.47
43052,21.59,20.1,30.07,1509.09
43052.04,21.65,19.96,29.91,1509.09
43052.08,21.65,20.01,29.99,1509.15
43052.12,21.8,13.78,21.4,1502.6
43052.17,21.68,20.17,30.22,1509.41
43052.21,21.68,20.34,30.45,1509.6
43052.25,21.65,19.73,29.61,1508.84
43052.29,21.33,16.11,24.44,1503.87
43052.33,21.39,17.19,25.97,1505.26
43052.37,21.15,20.79,30.72,1508.63
43052.42,21.09,21.87,32.13,1509.68
43052.46,21.15,21.91,32.21,1509.88
43052.5,21.24,22.65,33.27,1510.97
43052.54,21.33,22.81,33.54,1511.39
43052.58,21.65,20.65,30.85,1509.87
43052.62,21.71,22.39,33.24,1511.97
43052.67,22.15,13.93,21.77,1503.76
43052.71,22.03,22.76,33.96,1513.27
43052.75,22.12,22.78,34.05,1513.53
43052.79,22.21,21.6,32.51,1512.45
43052.83,22.42,18.89,28.91,1510.01
43052.87,21.95,19.32,29.22,1509.2
43052.92,21.86,20.14,30.29,1509.87
43052.96,21.83,20.62,30.93,1510.32
43053,21.83,21.42,32.01,1511.21
43053.04,21.83,21.61,32.26,1511.42
43053.08,21.83,21.29,31.84,1511.07
43053.12,21.74,18.1,27.41,1507.26
43053.17,21.42,14.46,22.18,1502.28
43053.21,21.06,12.54,19.33,1499.11
43053.25,20.71,11.28,17.4,1496.66
43053.29,20.27,12.89,19.48,1497.16
43053.33,20.3,15.03,22.44,1499.68
43053.37,20.62,14.91,22.43,1500.49
43053.42,20.36,18.48,27.14,1503.76
43053.46,20.24,18.11,26.57,1502.99
43053.5,20.33,18.55,27.21,1503.74
43053.54,20.68,20.1,29.5,1506.52
43053.58,20.83,19.75,29.12,1506.55
43053.62,20.86,20.41,30.03,1507.37
43053.67,20.98,20.35,30.02,1507.64
43053.71,21.18,14.74,22.46,1501.91
43053.75,21.12,21.23,31.29,1509.04
43053.79,21.15,21.21,31.29,1509.1
43053.83,21.09,21.24,31.29,1508.97
43053.87,21.15,19.12,28.46,1506.75
43053.92,20.95,18.5,27.51,1505.47
43053.96,20.68,18.78,27.72,1505.02
43054,20.59,19.98,29.28,1506.13
43054.04,20.59,20.09,29.43,1506.25
43054.08,20.27,17.07,25.2,1501.9
43054.12,19.74,15.21,22.42,1498.22
43054.17,19.59,12.91,19.23,1495.16
43054.21,19.32,11.55,17.26,1492.79
43054.25,18.93,10.73,15.99,1490.67
43054.29,18.43,10.18,15.06,1488.46
43054.33,17.47,11.39,16.35,1486.82
43054.37,17.68,11.31,16.32,1487.4
43054.42,18.31,7.86,11.83,1485.41
43054.46,18.25,12.54,18.18,1490.62
43054.5,18.4,15.4,22.01,1494.37
43054.54,18.58,17.18,24.43,1496.98
43054.58,18.75,17.61,25.08,1498.01
43054.62,18.9,17.85,25.48,1498.74
43054.67,19.05,18.28,26.13,1499.68
43054.71,19.11,18.54,26.49,1500.15
43054.75,19.17,18.8,26.87,1500.63
43054.79,19.2,18.79,26.87,1500.7
43054.83,19.2,18.79,26.87,1500.7
43054.87,19.14,18.81,26.87,1500.56
43054.92,18.66,19.71,27.74,1500.15
43054.96,18.78,20.63,29,1501.57
43055,18.84,20.72,29.14,1501.85
43055.04,18.9,20.69,29.14,1501.99
43055.08,18.64,21.48,29.98,1502.1
43055.12,18.43,19.21,26.96,1498.86
43055.17,18.37,16.11,22.93,1495.1
43055.21,18.1,13.9,19.91,1491.72
43055.25,17.83,12.25,17.62,1488.96
43055.29,17.65,11.13,16.07,1487.1
43055.33,17.35,9.98,14.43,1484.79
43055.37,18.49,19.13,26.9,1498.95
43055.42,18.61,18.93,26.7,1499.07
43055.46,18.64,20.16,28.29,1500.57
43055.5,18.78,21.28,29.82,1502.31
43055.54,18.87,22.15,30.99,1503.58
43055.58,18.9,22.92,31.98,1504.55
43055.62,18.99,23,32.15,1504.91
43055.67,19.08,22.88,32.06,1505.04
43055.71,19.08,22.95,32.15,1505.11
43055.75,19.14,23.05,32.32,1505.4
43055.79,19.17,22.97,32.23,1505.39
43055.83,19.26,23.05,32.4,1505.75
43055.87,19.2,22.75,31.97,1505.23
43055.92,19.14,22.58,31.72,1504.87
43055.96,19.08,22.62,31.72,1504.73
43056,18.78,23.9,33.13,1505.31
43056.04,18.81,24.61,34.04,1506.22
43056.08,18.84,24.51,33.95,1506.2
43056.12,18.81,23.32,32.42,1504.74
43056.17,18.34,19.77,27.62,1499.23
43056.21,18.1,16.75,23.62,1495.01
43056.25,17.8,14.54,20.61,1491.52
43056.29,17.47,12.97,18.43,1488.66
43056.33,17.22,12.05,17.13,1486.82
43056.37,16.95,11.53,16.34,1485.33
43056.42,17.56,10.11,14.68,1485.62
43056.46,18.43,15.06,21.59,1494.08
43056.5,18.66,20.25,28.43,1500.77
43056.54,18.9,22.26,31.15,1503.8
43056.58,18.72,22.96,31.91,1504.06
43056.62,18.72,23.16,32.16,1504.3
43056.67,18.93,23.04,32.15,1504.77
43056.71,19.17,22.17,31.22,1504.49
43056.75,19.2,22.03,31.06,1504.41
43056.79,19.2,22.09,31.14,1504.48
43056.83,18.99,22.6,31.64,1504.45
43056.87,18.9,22.65,31.65,1504.25
43056.92,18.81,22.25,31.07,1503.52
43056.96,18.84,22.04,30.83,1503.37
43057,19.02,22.72,31.81,1504.67
43057.04,19.05,22.9,32.06,1504.97
43057.08,19.08,22.68,31.81,1504.81
43057.12,19.08,22.75,31.89,1504.88
43057.17,18.75,20.48,28.78,1501.31
43057.21,18.28,17.78,25.05,1496.76
43057.25,18.07,15.53,22.03,1493.51
43057.29,17.8,13.67,19.48,1490.51
43057.33,17.56,12.29,17.57,1488.15
43057.37,17.38,11.75,16.8,1486.95
43057.42,17.62,11.41,16.43,1487.33
43057.46,18.07,10.91,15.93,1488.17
43057.5,18.72,17.28,24.64,1497.55
43057.54,19.26,21.75,30.73,1504.26
43057.58,19.44,22.41,31.7,1505.54
43057.62,19.62,22.57,32.03,1506.25
43057.67,19.65,22.55,32.03,1506.31
43057.71,19.88,21.97,31.43,1506.33
43057.75,19.91,20.05,28.95,1504.24
43057.79,19.88,15.85,23.36,1499.39
43057.83,19.77,12.58,18.85,1495.32
43057.87,19.79,18.03,26.22,1501.6
43057.92,19.91,20.05,28.95,1504.24
43057.96,19.91,19.88,28.73,1504.05
43058,19.91,19.99,28.88,1504.18
43058.04,19.91,21.45,30.78,1505.83
43058.08,19.71,22.59,32.11,1506.52
43058.12,19.74,22.7,32.28,1506.74
43058.17,19.77,21.84,31.19,1505.85
43058.21,19.65,19.43,27.97,1502.76
43058.25,19.44,15.71,22.94,1497.9
43058.29,19.32,13.71,20.2,1495.26
43058.33,19.23,12.66,18.74,1493.79
43058.37,19.2,11.98,17.8,1492.92
43058.42,19.17,11.33,16.9,1492.09
43058.46,19.29,11,16.49,1492.08
43058.5,19.53,9.92,15.06,1491.56
43058.54,19.65,8.53,13.14,1490.35
43058.58,19.74,9.68,14.79,1491.92
43058.62,20.03,12.63,19.03,1496.17
43058.67,19.77,16.05,23.56,1499.26
43058.71,19.71,17.06,24.88,1500.24
43058.75,19.71,17.62,25.62,1500.87
43058.79,19.68,18.41,26.66,1501.69
43058.83,19.68,18.46,26.72,1501.74
43058.87,19.68,18.37,26.59,1501.63
43058.92,19.82,18.54,26.91,1502.26
43058.96,19.56,18.52,26.73,1501.46
43059,19.79,19.83,28.59,1503.65
43059.04,19.82,19.45,28.1,1503.3
43059.08,19.79,19.25,27.83,1502.99
43059.12,19.71,19.14,27.63,1502.6
43059.17,19.88,20.01,28.88,1504.11
43059.21,19.38,15.98,23.28,1498.03
43059.25,18.31,12.27,17.85,1490.5
43059.29,17.89,9.93,14.55,1486.47
43059.33,17.53,9.75,14.18,1485.11
43059.37,16.92,9.75,13.99,1483.15
43059.42,16.71,9.7,13.87,1482.41
43059.46,16.89,9.63,13.82,1482.92
43059.5,18.61,1.97,3.26,1479.58
43059.54,19.53,0.01,0,1480.27
43059.58,19.38,12.29,18.29,1493.82
43059.62,19.08,13.37,19.64,1494.15
43059.67,18.87,15.18,21.96,1495.58
43059.71,18.81,17.04,24.37,1497.53
43059.75,18.87,17.05,24.42,1497.73
43059.79,18.81,17.94,25.54,1498.57
43059.83,18.81,18.21,25.9,1498.88
43059.87,18.78,18.69,26.51,1499.35
43059.92,18.87,18.94,26.88,1499.9
43059.96,18.87,18.89,26.82,1499.85
43060,18.61,18.31,25.9,1498.36
43060.04,18.66,18.75,26.51,1499.05
43060.08,18.34,19.83,27.69,1499.29
43060.12,18.04,20.64,28.53,1499.32
43060.17,18.07,20.96,28.96,1499.78
43060.21,17.95,20.46,28.26,1498.84
43060.25,17.89,16.09,22.66,1493.59
43060.29,17.8,13.23,18.9,1490
43060.33,17.74,11.65,16.79,1487.98
43060.37,17.68,10.81,15.66,1486.82
43060.42,17.62,10.18,14.79,1485.9
43060.46,17.74,10.08,14.69,1486.16
43060.5,17.95,10.11,14.8,1486.86
43060.54,18.13,9.92,14.61,1487.22
43060.58,18.31,17.95,25.27,1497.03
43060.62,18.22,19.78,27.56,1498.88
43060.67,18.19,20.73,28.74,1499.88
43060.71,18.13,20.93,28.96,1499.93
43060.75,18.19,20.78,28.81,1499.94
43060.79,18.25,19.87,27.7,1499.07
43060.83,18.25,20.3,28.24,1499.57
43060.87,18.25,20.41,28.38,1499.7
43060.92,18.31,20.16,28.1,1499.59
43060.96,18.34,19.93,27.83,1499.41
43061,18.34,19.83,27.69,1499.29
43061.04,18.34,19.83,27.69,1499.29
43061.08,18.31,20,27.9,1499.4
43061.12,18.22,21.78,30.07,1501.17
43061.17,18.16,22.44,30.87,1501.76
43061.21,18.22,22.15,30.54,1501.61
43061.25,18.25,21.7,30,1501.17
43061.29,18.19,15.32,21.81,1493.63
43061.33,18.13,13.18,18.98,1490.99
43061.37,18.07,11.65,16.92,1489.03
43061.42,18.07,10.72,15.67,1487.95
43061.46,18.22,10.11,14.9,1487.72
43061.5,18.75,9.93,14.82,1489.19
43061.54,18.93,13.01,19.09,1493.28
43061.58,19.08,15.89,23,1497.03
43061.62,19.11,19.08,27.19,1500.77
43061.67,18.9,21.76,30.51,1503.22
43061.71,18.99,22.21,31.15,1504
43061.75,19.11,21.77,30.66,1503.85
43061.79,19.11,21.58,30.42,1503.63
43061.83,19.17,21.07,29.8,1503.22
43061.87,19.41,19.29,27.64,1501.89
43061.92,19.29,20.54,29.2,1502.97
43061.96,19.26,20.78,29.49,1503.16
43062,19.23,21.21,30.03,1503.56
43062.04,19.23,20.97,29.72,1503.29
43062.08,19.2,21.23,30.03,1503.49
43062.12,18.9,22.2,31.07,1503.72
43062.17,18.81,22.77,31.74,1504.12
43062.21,18.81,22.97,31.99,1504.35
43062.25,18.99,19.29,27.4,1500.65
43062.29,19.17,14.29,20.92,1495.48
43062.33,19.11,11.49,17.09,1492.08
43062.37,19.05,9.41,14.21,1489.53
43062.42,18.93,8.08,12.31,1487.64
43062.46,18.87,7.49,11.46,1486.77
43062.5,18.87,7.49,11.45,1486.76
43062.54,19.11,12.33,18.24,1493.05
43062.58,19.2,17.58,25.29,1499.33
43062.62,19.17,15.67,22.76,1497.05
43062.67,19.05,18.24,26.07,1499.63
43062.71,19.14,19.89,28.27,1501.79
43062.75,19.11,20.13,28.55,1501.97
43062.79,19.11,20.24,28.7,1502.1
43062.83,19.08,20.03,28.41,1501.77
43062.87,19.05,18.33,26.19,1499.73
43062.92,18.96,16.65,23.94,1497.54
43062.96,18.9,17.63,25.19,1498.48
43063,18.84,17.36,24.8,1497.99
43063.04,18.78,15.9,22.86,1496.14
43063.08,18.75,15.91,22.86,1496.06
43063.12,18.72,15.07,21.75,1495.01
43063.17,18.69,15.08,21.75,1494.93
43063.21,18.66,15.53,22.32,1495.35
43063.25,18.66,16.5,23.6,1496.47
43063.29,18.49,14.34,20.67,1493.43
43063.33,18.19,12.58,18.21,1490.48
43063.37,18.07,11.69,16.97,1489.07
43063.42,17.86,9.99,14.61,1486.44
43063.46,17.83,8.5,12.58,1484.62
43063.5,17.95,7.4,11.09,1483.73
43063.54,18.75,8.1,12.29,1487.1
43063.58,19.56,10.44,15.8,1492.25
43063.62,19.71,9.99,15.22,1492.18
43063.67,20.21,13.05,19.68,1497.17
43063.71,19.79,14.67,21.71,1497.78
43063.75,19.71,14.7,21.72,1497.55
43063.79,19.68,14.56,21.51,1497.3
43063.83,19.62,14.55,21.47,1497.11
43063.87,19.59,14.78,21.76,1497.28
43063.92,19.59,14.71,21.68,1497.21
43063.96,19.56,14.98,22.02,1497.42
43064,19.47,15.11,22.16,1497.31
43064.04,19.38,15.87,23.13,1497.91
43064.08,19.38,15.98,23.28,1498.03
43064.12,19.29,15.73,22.89,1497.48
43064.17,19.29,15.73,22.89,1497.48
43064.21,19.2,16.63,24.04,1498.24
43064.25,18.84,17.88,25.48,1498.59
43064.29,18.84,17.92,25.54,1498.64
43064.33,18.99,17.72,25.36,1498.86
43064.37,18.49,13.33,19.33,1492.27
43064.42,18.31,11.69,17.06,1489.82
43064.46,18.34,10.75,15.8,1488.83
43064.5,18.43,9.82,14.57,1488.04
43064.54,19.35,18.28,26.3,1500.57
43064.58,19.65,17.78,25.8,1500.88
43064.62,19.74,17.01,24.82,1500.26
43064.67,19.71,15.43,22.69,1498.37
43064.71,19.97,15.75,23.26,1499.53
43064.75,20.36,16.23,24.1,1501.2
43064.79,20.3,16.77,24.8,1501.64
43064.83,20.27,16.5,24.42,1501.25
43064.87,20.3,16.21,24.05,1501.01
43064.92,20.21,17.01,25.09,1501.66
43064.96,20.12,17.22,25.32,1501.64
43065,20.12,17.57,25.78,1502.03
43065.04,20.12,17.84,26.14,1502.34
43065.08,20.12,18.07,26.45,1502.6
43065.12,20.09,18.08,26.45,1502.53
43065.17,20.12,18.07,26.45,1502.6
43065.21,20.09,18.32,26.77,1502.79
43065.25,20,18.8,27.35,1503.08
43065.29,19.65,19.75,28.39,1503.12
43065.33,19.65,19.75,28.39,1503.12
43065.37,19.91,19.04,27.62,1503.1
43065.42,19.74,19.76,28.46,1503.39
43065.46,19.77,20.18,29.03,1503.96
43065.5,19.91,20.5,29.54,1504.75
43065.54,20.15,20.9,30.21,1505.89
43065.58,20.36,20.67,30.05,1506.23
43065.62,20.83,17.44,26,1503.93
43065.67,20.92,18.08,26.92,1504.92
43065.71,21.06,19.26,28.61,1506.66
43065.75,21.09,18.39,27.44,1505.76
43065.79,20.86,18.95,28.06,1505.72
43065.83,20.59,18.82,27.73,1504.82
43065.87,20.59,19.07,28.07,1505.1
43065.92,20.65,19.04,28.07,1505.24
43065.96,20.65,19.2,28.27,1505.41
43066,20.65,19.15,28.2,1505.36
43066.04,20.68,19.13,28.2,1505.42
43066.08,20.62,19.27,28.35,1505.41
43066.12,20.5,19.64,28.78,1505.49
43066.17,20.36,19.77,28.86,1505.21
43066.21,20.3,19.64,28.64,1504.89
43066.25,20.15,19.44,28.3,1504.24
43066.29,20,19.41,28.16,1503.78
43066.33,19.74,20.48,29.4,1504.21
43066.37,19.65,20.81,29.78,1504.33
43066.42,19.68,20.62,29.55,1504.2
43066.46,19.68,20.91,29.93,1504.53
43066.5,19.77,21.1,30.23,1505.01
43066.54,19.94,21.31,30.62,1505.76
43066.58,20.18,21.43,30.93,1506.58
43066.62,20.45,21.53,31.24,1507.46
43066.67,20.56,21.53,31.31,1507.79
43066.71,20.62,20.36,29.81,1506.64
43066.75,21.04,18.56,27.64,1505.79
43066.79,21.04,19.6,29.04,1506.96
43066.83,20.83,20.84,30.57,1507.77
43066.87,20.68,21.1,30.82,1507.64
43066.92,20.65,21.23,30.98,1507.71
43066.96,20.68,20.86,30.5,1507.37
43067,20.68,20.74,30.34,1507.23
43067.04,20.68,20.74,30.34,1507.23
43067.08,20.65,20.99,30.66,1507.44
43067.12,20.33,20.51,29.82,1505.97
43067.17,20.56,20.86,30.43,1507.03
43067.21,20.3,20.59,29.9,1505.96
43067.25,19.82,20.43,29.39,1504.41
43067.29,19.65,19.17,27.63,1502.46
43067.33,19.2,21.11,29.87,1503.36
43067.37,19.14,21.5,30.34,1503.63
43067.42,19.11,21.46,30.26,1503.49
43067.46,19.17,21.8,30.73,1504.05
43067.5,19.32,22.61,31.88,1505.42
43067.54,19.5,22.57,31.95,1505.9
43067.58,20.06,21.55,31.01,1506.38
43067.62,20.36,20.79,30.2,1506.36
43067.67,20.56,20.62,30.12,1506.77
43067.71,20.86,20.02,29.49,1506.92
43067.75,20.95,20.08,29.64,1507.25
43067.79,20.83,19.97,29.42,1506.79
43067.83,20.71,20.49,30.03,1507.04
43067.87,19.71,21.5,30.71,1505.29
43067.92,19.53,21.85,31.04,1505.16
43067.96,19.5,21.93,31.12,1505.17
43068,19.56,21.7,30.88,1505.09
43068.04,20,19.95,28.87,1504.38
43068.08,20.33,17.79,26.2,1502.89
43068.12,20.15,16.27,24.06,1500.65
43068.17,19.91,14.63,21.71,1498.08
43068.21,19.77,14.2,21.06,1497.15
43068.25,19.71,17.84,25.92,1501.13
43068.29,19.79,19.36,27.97,1503.11
43068.33,19.88,18.46,26.84,1502.35
43068.37,19.44,19.96,28.54,1502.75
43068.42,19.38,21.19,30.1,1503.98
43068.46,19.47,21.45,30.48,1504.53
43068.5,19.53,21.6,30.72,1504.88
43068.54,19.65,21.66,30.87,1505.29
43068.58,20.24,20.85,30.21,1506.09
43068.62,20.33,21.16,30.68,1506.7
43068.67,20.68,20.86,30.5,1507.37
43068.71,20.83,21.26,31.14,1508.24
43068.75,20.62,22,31.98,1508.5
43068.79,20.74,21.19,30.98,1507.91
43068.83,20.8,20.1,29.57,1506.85
43068.87,20.27,21.5,31.08,1506.92
43068.92,20.09,22.3,32.01,1507.31
43068.96,20.09,22.43,32.18,1507.46
43069,20.09,22.7,32.53,1507.76
43069.04,20.09,22.17,31.84,1507.16
43069.08,20.12,19.15,27.88,1503.82
43069.12,20.24,15.82,23.49,1500.4
43069.17,20.09,13.02,19.58,1496.78
43069.21,19.91,11.6,17.55,1494.64
43069.25,19.74,11.11,16.8,1493.55
43069.29,19.5,10.91,16.44,1492.61
43069.33,19.77,13.53,20.15,1496.39
43069.37,19.71,16.04,23.51,1499.07
43069.42,19.65,20.24,29.03,1503.68
43069.46,19.77,21.41,30.63,1505.35
43069.5,19.82,22,31.43,1506.2
43069.54,19.88,22.42,32.02,1506.85
43069.58,19.97,21.73,31.18,1506.32
43069.62,20.42,17.84,26.32,1503.2
43069.67,20.8,13.98,21.23,1499.95
43069.71,21.01,10.52,16.41,1496.66
43069.75,20.53,21.54,31.32,1507.73
43069.79,20.48,21.64,31.4,1507.66
43069.83,20.48,21.39,31.07,1507.38
43069.87,20.42,20.13,29.37,1505.78
43069.92,20.33,20.51,29.82,1505.97
43069.96,20.33,21.16,30.68,1506.7
43070,20.36,20.85,30.28,1506.43
43070.04,20.36,20.97,30.44,1506.57
43070.08,20.24,20.16,29.3,1505.31
43070.12,19.94,17.92,26.15,1501.91
43070.17,19.82,15.08,22.28,1498.33
43070.21,19.71,12.42,18.61,1494.96
43070.25,19.62,10.7,16.18,1492.72
43070.29,19.47,9.88,15,1491.34
43070.33,19.44,9.69,14.71,1491.03
43070.37,19.53,8.82,13.51,1490.31
43070.42,19.65,10.2,15.49,1492.24
43070.41667,19.97,17.46,25.55,1501.47
43070.45833,20.03,19.03,27.68,1503.44
43070.5,20.3,20.13,29.3,1505.45
43070.54167,20.56,19.35,28.42,1505.33
43070.58333,20.5,18.76,27.6,1504.49
43070.625,20.83,14.26,21.64,1500.36
43070.66667,20.92,10.32,16.1,1496.17
43070.70833,20.95,7.78,12.42,1493.41
43070.75,20.95,7.05,11.33,1492.58
43070.79167,20.8,17.54,26.12,1503.96
43070.83333,20.74,17.39,25.88,1503.62
43070.875,20.62,18.91,27.86,1505
43070.91667,20.53,20.7,30.2,1506.77
43070.95833,20.53,21.61,31.4,1507.8
43071,20.56,21.59,31.4,1507.86
43071.04167,20.53,21.92,31.82,1508.15
43071.08333,20.33,18.84,27.6,1504.08
43071.125,20.12,15.65,23.2,1499.86
43071.16667,20,12.83,19.29,1496.3
43071.20833,19.85,11.04,16.75,1493.83
43071.25,19.68,9.84,15.01,1491.93
43071.29167,19.53,10.06,15.26,1491.72
43071.33333,19.44,9.48,14.43,1490.8
43071.375,19.68,4.66,7.5,1486.03
43071.41667,19.97,6.72,10.62,1489.29
43071.45833,20.3,14.87,22.22,1499.49
43071.5,20.3,17.06,25.2,1501.97
43071.54167,20.42,18.26,26.88,1503.68
43071.58333,20.59,18.18,26.87,1504.1
43071.625,20.74,16.95,25.29,1503.14
43071.66667,21.21,11.95,18.54,1498.87
43071.70833,21.21,8.98,14.25,1495.53
43071.75,21.09,6.84,11.05,1492.78
43071.79167,21.04,6.22,10.11,1491.91
43071.83333,20.95,15.06,22.79,1501.59
43071.875,20.89,14.49,21.98,1500.79
43071.91667,20.86,16.22,24.35,1502.65
43071.95833,20.83,18.76,27.79,1505.42
43072,20.77,19.84,29.2,1506.47
43072.04167,20.71,20.2,29.65,1506.71
43072.08333,20.77,19.57,28.84,1506.17
43072.125,20.36,14.07,21.16,1498.77
43072.16667,20.18,11.69,17.78,1495.54
43072.20833,20.03,10.06,15.43,1493.25
43072.25,19.88,9.04,13.93,1491.64
43072.29167,19.74,8.39,12.97,1490.46
43072.33333,19.62,7.98,12.35,1489.63
43072.375,19.68,7.85,12.17,1489.66
43072.41667,20.48,0.01,0,1483.22
43072.45833,20.62,4.52,7.45,1488.77
43072.5,20.89,11.9,18.35,1497.87
43072.54167,20.68,15.12,22.75,1500.9
43072.58333,20.8,16.01,24.03,1502.24
43072.625,20.83,16.88,25.23,1503.3
43072.66667,21.33,14.09,21.62,1501.61
43072.70833,21.65,9.62,15.33,1497.53
43072.75,21.45,7.35,11.9,1494.39
43072.79167,21.33,5.69,9.36,1492.19
43072.83333,21.27,6.01,9.84,1492.38
43072.875,21.15,14.27,21.8,1501.31
43072.91667,21.18,15.28,23.21,1502.52
43072.95833,21.24,17.71,26.59,1505.41
43073,21.18,19.1,28.46,1506.81
43073.04167,21.12,19.72,29.26,1507.34
43073.08333,21.12,19.88,29.48,1507.53
43073.125,21.09,18.84,28.05,1506.26
43073.16667,20.56,12.82,19.5,1497.95
43073.20833,20.33,9.99,15.43,1494.05
43073.25,20.09,8.43,13.12,1491.58
43073.29167,19.85,7.39,11.57,1489.69
43073.33333,19.65,6.94,10.86,1488.54
43073.375,19.47,6.61,10.34,1487.61
43073.41667,19.68,6.36,10.01,1487.96
43073.45833,20.45,0.01,0,1483.13
43073.5,20.36,4.06,6.69,1487.44
43073.54167,20.48,11.68,17.88,1496.41
43073.58333,20.68,14.29,21.6,1499.96
43073.625,20.8,15.32,23.08,1501.46
43073.66667,20.86,15.4,23.23,1501.73
43073.70833,21.09,13.07,20.08,1499.78
43073.75,21.12,7.72,12.37,1493.86
43073.79167,21.06,4.8,7.95,1490.41
43073.83333,21.01,9.75,15.31,1495.79
43073.875,20.98,14.52,22.06,1501.08
43073.91667,20.98,13.66,20.86,1500.11
43073.95833,20.65,16.46,24.57,1502.32
43074,20.65,18.94,27.93,1505.12
43074.04167,20.71,19.98,29.35,1506.46
