Date & Time,Temp(?C),Salinity(psu),Conduct(mS/cm),Sound Velocity(m/sec)
42974.63,30.87,18.66,33.7,1530.4
42974.67,30.93,18.8,33.96,1530.67
42974.71,30.73,19.87,35.59,1531.33
42974.75,30.58,20.41,36.35,1531.56
42974.79,30.58,20.41,36.35,1531.56
42974.83,30.58,20.52,36.54,1531.68
42974.88,30.58,20.46,36.45,1531.62
42974.92,30.58,20.41,36.35,1531.56
42974.96,30.49,19.98,35.6,1530.93
42975,30.29,18.28,32.73,1528.74
42975.04,30.29,19.17,34.17,1529.65
42975.08,30.14,19.56,34.71,1529.74
42975.13,30.17,19.55,34.71,1529.79
42975.17,30,19.29,34.18,1529.14
42975.21,29.88,19.07,33.76,1528.65
42975.25,30.14,20.42,36.09,1530.63
42975.29,30.26,20.85,36.85,1531.32
42975.33,30.29,20.9,36.95,1531.44
42975.38,30.29,20.96,37.05,1531.5
42975.42,30.2,20.7,36.57,1531.03
42975.46,29.97,19.81,34.99,1529.61
42975.5,29.18,11.57,21.12,1519.28
42975.54,29.1,8.79,16.37,1516.18
42975.58,29.59,13.96,25.27,1522.7
42975.63,30.49,20.09,35.79,1531.05
42975.67,30.52,19.79,35.32,1530.8
42975.71,30.38,19.63,34.96,1530.32
42975.75,30.29,19.95,35.43,1530.46
42975.79,30.2,20.46,36.18,1530.79
42975.83,30.17,20.71,36.57,1530.99
42975.88,30.14,20.85,36.76,1531.06
42975.92,30.11,20.98,36.96,1531.14
42975.96,30.14,20.85,36.76,1531.06
42976,30.11,20.74,36.57,1530.89
42976.04,30.11,20.86,36.76,1531.01
42976.08,30.08,21.06,37.06,1531.15
42976.13,30,21.48,37.66,1531.39
42976.17,29.97,21.49,37.67,1531.34
42976.21,29.97,21.49,37.67,1531.34
42976.25,29.94,21.38,37.47,1531.16
42976.29,29.94,21.5,37.67,1531.29
42976.33,29.94,21.44,37.57,1531.23
42976.38,29.94,21.19,37.17,1530.97
42976.42,29.73,20.37,35.74,1529.68
42976.46,29.97,20.99,36.87,1530.83
42976.5,29.85,20.32,35.73,1529.88
42976.54,29.65,18.8,33.18,1527.85
42976.58,30.03,19.78,34.98,1529.71
42976.63,30.11,20.14,35.62,1530.27
42976.67,30.05,14.2,25.9,1524.02
42976.71,30,16.45,29.57,1526.2
42976.75,30.08,15.26,27.65,1525.17
42976.79,29.94,15.16,27.41,1524.73
42976.83,29.73,14.61,26.42,1523.71
42976.88,29.71,14.76,26.65,1523.8
42976.92,29.68,14.95,26.94,1523.93
42976.96,29.68,14.95,26.94,1523.93
42977,29.68,15.28,27.49,1524.27
42977.04,29.71,16.99,30.29,1526.11
42977.08,29.65,17.28,30.73,1526.28
42977.13,29.62,17.67,31.34,1526.61
42977.17,29.59,18.83,33.18,1527.75
42977.21,29.53,19.22,33.78,1528.03
42977.25,29.24,18.76,32.87,1526.9
42977.29,28.83,18.58,32.32,1525.78
42977.33,28.72,18.78,32.57,1525.72
42977.38,28.69,18.84,32.65,1525.72
42977.42,28.75,18.71,32.48,1525.72
42977.46,28.89,17.08,29.97,1524.35
42977.5,28.86,17.97,31.38,1525.21
42977.54,28.89,17.86,31.22,1525.17
42977.58,28.98,18.17,31.76,1525.68
42977.63,29.07,17.89,31.37,1525.59
42977.67,29.18,17.7,31.13,1525.66
42977.71,29.24,17.49,30.83,1525.57
42977.75,29.36,17.3,30.6,1525.65
42977.79,29.73,17.02,30.36,1526.21
42977.83,30.49,15.74,28.66,1526.57
42977.88,30.26,16.65,30.05,1527
42977.92,30.52,16.86,30.54,1527.79
42977.96,30.46,17.16,30.99,1527.97
42978,30.46,17.34,31.3,1528.16
42978.04,30.46,17.34,31.3,1528.16
42978.08,30.49,17.9,32.23,1528.8
42978.13,30.49,18.1,32.56,1529
42978.17,30.46,18.26,32.8,1529.1
42978.21,30.32,18.52,33.14,1529.05
42978.25,30.17,18.85,33.57,1529.06
42978.29,30.14,19.29,34.26,1529.45
42978.33,30.08,19.59,34.71,1529.64
42978.38,30,19.63,34.72,1529.48
42978.42,29.91,19.78,34.9,1529.44
42978.46,30.08,20.04,35.44,1530.1
42978.5,30.52,19.68,35.14,1530.69
42978.54,30.58,19.21,34.42,1530.33
42978.58,30.52,19.13,34.24,1530.12
42978.63,30.52,18.81,33.72,1529.79
42978.67,30.55,18.48,33.21,1529.52
42978.71,30.55,17.98,32.39,1529
42978.75,30.58,17.2,31.14,1528.27
42978.79,30.75,16.91,30.76,1528.36
42978.83,31.16,13.49,25.21,1525.75
42978.88,30.81,16.24,29.67,1527.79
42978.92,30.73,17.62,31.9,1529.02
42978.96,30.7,18.63,33.54,1529.99
42979,30.67,19.39,34.77,1530.71
42979.04,30.64,19.91,35.59,1531.18
42979.08,30.64,20.32,36.25,1531.6
42979.13,30.61,20.51,36.54,1531.73
42979.17,30.58,20.41,36.35,1531.56
42979.21,30.58,16.15,29.4,1527.19
42979.25,30.55,20.01,35.69,1531.09
42979.29,30.49,19.58,34.96,1530.52
42979.33,30.23,18.77,33.48,1529.11
42979.38,30.23,19.92,35.34,1530.3
42979.42,30.35,20.57,36.46,1531.22
42979.46,30.4,20.79,36.85,1531.57
42979.5,30.46,20.76,36.84,1531.67
42979.54,30.4,20.97,37.14,1531.76
42979.58,30.64,19.91,35.59,1531.18
42979.63,30.61,19.36,34.68,1530.55
42979.67,30.52,18.54,33.3,1529.52
42979.71,30.29,13.78,25.29,1524.1
42979.75,30.11,11.74,21.78,1521.61
42979.79,29.94,6.25,12.13,1515.53
42979.83,31.05,11.26,21.33,1523.22
42979.88,30.49,10.16,19.2,1520.84
42979.92,30.35,14.66,26.8,1525.14
42979.96,30.23,16.58,29.91,1526.85
42980,30.08,16.2,29.22,1526.15
42980.04,30.29,17.69,31.77,1528.13
42980.08,30.26,18.04,32.32,1528.43
42980.13,30.29,18.64,33.31,1529.11
42980.17,30.11,18,32.17,1528.07
42980.21,30.14,17.65,31.62,1527.77
42980.25,30,17.06,30.57,1526.83
42980.29,30.17,18.79,33.49,1529.01
42980.33,29.97,18.06,32.18,1527.8
42980.38,29.97,19.47,34.45,1529.26
42980.42,29.85,20.26,35.64,1529.82
42980.46,29.85,20.44,35.92,1530
42980.5,29.47,20.2,35.29,1528.91
42980.54,29.53,20.17,35.29,1529.02
42980.58,29.68,19.65,34.55,1528.8
42980.63,29.71,19.26,33.94,1528.45
42980.67,29.62,18.4,32.52,1527.38
42980.71,28.49,5.65,10.75,1511.43
42980.75,28.17,2.25,4.53,1507.08
42980.79,27.99,0.01,0,1504.28
42980.83,27.88,0.01,0,1503.99
42980.88,28.4,6.1,11.52,1511.69
42980.92,29.01,13.49,24.22,1520.87
42980.96,29.01,14.88,26.5,1522.33
42981,29.36,17.63,31.12,1525.98
42981.04,29.5,18.86,33.18,1527.59
42981.08,29.53,19.5,34.21,1528.31
42981.13,29.59,20.15,35.28,1529.12
42981.17,29.56,19.54,34.3,1528.42
42981.21,29.56,19.99,35.01,1528.89
42981.25,29.56,19.99,35.01,1528.89
42981.29,29.5,19.79,34.65,1528.55
42981.33,29.56,20.57,35.93,1529.49
42981.38,29.65,21.01,36.7,1530.15
42981.42,29.71,21.36,37.28,1530.63
42981.46,29.73,21.54,37.58,1530.88
42981.5,29.71,21.74,37.88,1531.03
42981.54,29.71,22.32,38.79,1531.63
42981.58,29.82,22.14,38.6,1531.7
42981.63,29.85,19.97,35.18,1529.52
42981.67,29.73,18.98,33.51,1528.23
42981.71,29.12,9.01,16.76,1516.48
42981.75,28.63,4.85,9.35,1510.94
42981.79,27.99,0.01,0,1504.28
42981.83,27.68,0.01,0,1503.47
42981.88,27.76,0.01,0,1503.69
42981.92,29.36,12.03,21.96,1520.17
42981.96,29.71,16.34,29.24,1525.44
42982,29.91,19.39,34.28,1529.04
42982.04,29.94,20.16,35.54,1529.91
42982.08,29.94,20.34,35.82,1530.09
42982.13,29.91,20.41,35.91,1530.1
42982.17,29.88,20.02,35.27,1529.63
42982.21,29.88,20.19,35.54,1529.81
42982.25,29.85,19.8,34.9,1529.34
42982.29,29.82,19.48,34.37,1528.94
42982.33,29.76,20.3,35.64,1529.67
42982.38,29.68,21.44,37.38,1530.65
42982.42,29.71,21.81,37.99,1531.1
42982.46,29.62,21.72,37.79,1530.82
42982.5,29.53,21.51,37.39,1530.4
42982.54,29.53,21.76,37.79,1530.67
42982.58,29.47,21.47,37.3,1530.23
42982.63,29.79,21.83,38.08,1531.31
42982.67,30.38,20.14,35.79,1530.85
42982.71,30,13.58,24.83,1523.24
42982.75,29.47,10.53,19.46,1518.87
42982.79,28.72,5.77,11.01,1512.12
42982.83,28.05,2.34,4.67,1506.88
42982.88,27.85,1.62,3.29,1505.61
42982.92,28.98,10.51,19.26,1517.7
42982.96,29.53,14.01,25.32,1522.62
42983,29.65,16.62,29.65,1525.59
42983.04,30.11,19.24,34.18,1529.35
42983.08,30.11,20.26,35.81,1530.39
42983.13,30.05,20.46,36.09,1530.48
42983.17,29.97,19.98,35.26,1529.78
42983.21,29.68,18.53,32.76,1527.64
42983.25,29.73,18.87,33.34,1528.12
42983.29,29.18,16.08,28.52,1523.97
42983.33,28.02,6.1,11.44,1510.77
42983.38,29.04,14.53,25.94,1522.02
42983.42,29.3,16.53,29.32,1524.71
42983.46,29.3,17.61,31.05,1525.83
42983.5,29.68,19.65,34.55,1528.8
42983.54,29.71,20.68,36.21,1529.93
42983.58,29.73,21.35,37.28,1530.68
42983.63,29.76,21.21,37.08,1530.6
42983.67,29.97,20.74,36.48,1530.57
42983.71,29.94,17.73,31.63,1527.4
42983.75,29.5,10.16,18.84,1518.56
42983.79,29.04,8.59,16.01,1515.83
42983.83,28.31,4.36,8.42,1509.65
42983.88,27.85,2.33,4.63,1506.35
42983.92,27.91,3.58,6.96,1507.82
42983.96,28.75,11.42,20.7,1518.1
42984,29.01,12.62,22.8,1519.97
42984.04,29.47,17.35,30.74,1525.96
42984.08,29.59,20.98,36.6,1529.98
42984.13,29.5,21.08,36.7,1529.9
42984.17,29.3,20.45,35.58,1528.79
42984.21,28.89,17.49,30.62,1524.77
42984.25,28.63,15.01,26.52,1521.58
42984.29,28.08,8.64,15.8,1513.57
42984.33,27.53,5.07,9.55,1508.45
42984.38,27.24,3.43,6.59,1505.98
42984.42,27.3,5.34,9.98,1508.16
42984.46,28.11,13.52,23.87,1518.79
42984.5,28.63,16.03,28.16,1522.65
42984.54,28.86,18.77,32.64,1526.05
42984.58,29.01,20.01,34.68,1527.67
42984.63,29.12,20.42,35.4,1528.36
42984.67,29.3,20.16,35.12,1528.48
42984.71,29.07,18.89,32.96,1526.64
42984.75,28.81,14.24,25.35,1521.18
42984.79,28.23,9.04,16.53,1514.36
42984.83,27.82,6.51,12.1,1510.69
42984.88,27.45,4.12,7.85,1507.22
42984.92,27.27,3.19,6.16,1505.8
42984.96,27.39,5.5,10.27,1508.54
42985,27.68,9.43,17.01,1513.42
42985.04,28.11,12.08,21.52,1517.27
42985.08,28.6,16.92,29.56,1523.51
42985.13,28.75,17.92,31.23,1524.89
42985.17,28.49,17.05,29.71,1523.38
42985.21,28.05,14.71,25.75,1519.9
42985.25,27.71,12.21,21.57,1516.43
42985.29,26.87,5.58,10.3,1507.31
42985.33,26.49,1.66,3.28,1502.15
42985.38,26.26,0.01,0,1499.78
42985.42,26.17,0.01,0,1499.55
42985.46,26.95,8.13,14.62,1510.24
42985.5,27.1,11.11,19.55,1513.77
42985.54,27.3,13.09,22.81,1516.37
42985.58,27.62,16.16,27.82,1520.39
42985.63,27.82,17.63,30.24,1522.43
42985.67,27.88,17.66,30.31,1522.59
42985.71,27.97,16.4,28.38,1521.47
42985.75,28.43,13,23.17,1519
42985.79,28.31,8.61,15.83,1514.12
42985.83,27.85,6.66,12.38,1510.93
42985.88,27.45,2.99,5.82,1506.03
42985.92,27.1,1.05,2.15,1503.08
42985.96,27.07,1.74,3.47,1503.74
42986,27.85,15.73,27.26,1520.48
42986.04,27.76,16.07,27.75,1520.64
42986.08,27.65,16.81,28.86,1521.15
42986.13,27.76,17.84,30.53,1522.51
42986.17,27.82,18.2,31.12,1523.03
42986.21,27.82,18.11,30.97,1522.93
42986.25,27.45,15.91,27.34,1519.71
42986.29,27.56,16.14,27.76,1520.23
42986.33,26.58,4.54,8.44,1505.45
42986.38,26.41,0.01,0,1500.16
42986.42,26.78,0.01,0,1501.15
42986.46,27.21,7.82,14.17,1510.56
42986.5,27.91,14.66,25.6,1519.5
42986.54,27.88,17.2,29.6,1522.11
42986.58,27.94,18.01,30.89,1523.1
42986.63,28.02,18.66,31.96,1523.99
42986.67,27.99,18.43,31.57,1523.67
42986.71,28.11,18.63,31.96,1524.16
42986.75,28.43,17.17,29.85,1523.36
42986.79,28.83,11.13,20.25,1518
42986.83,28.37,7.65,14.2,1513.24
42986.88,27.82,3.47,6.73,1507.48
42986.92,27.27,0.01,0,1502.43
42986.96,26.93,0.01,0,1501.53
42987,26.72,0.01,0,1501
42987.04,27.73,14.96,25.99,1519.4
42987.08,28.17,18.96,32.52,1524.64
42987.13,28.17,16.61,28.83,1522.17
42987.17,27.99,16.64,28.78,1521.79
42987.21,27.39,15.63,26.86,1519.27
42987.25,26.49,13.17,22.58,1514.45
42987.29,26.2,9.81,17.12,1510.12
42987.33,26.23,4.53,8.37,1504.54
42987.38,26.29,0.01,0,1499.86
42987.42,26.55,0.01,0,1500.54
42987.46,27.3,0.01,0,1502.5
42987.5,27.73,0.01,0,1503.62
42987.54,27.76,0.01,0,1503.69
42987.58,27.45,5,9.4,1508.16
42987.63,27.33,8.55,15.42,1511.62
42987.67,27.45,10.52,18.72,1514
42987.71,27.53,11.54,20.42,1515.3
42987.75,27.59,12.54,22.05,1516.49
42987.79,27.82,8.85,16.08,1513.16
42987.83,27.97,2.54,5.04,1506.87
42987.88,27.68,0.01,0,1503.47
42987.92,26.69,0.01,0,1500.92
42987.96,25.6,0.01,0,1498
42988,26.06,0.01,0,1499.24
42988.04,25.71,0.01,0,1498.31
42988.08,25.54,0.01,0,1497.85
42988.13,25.97,6.06,10.93,1505.51
42988.17,26.26,6.36,11.48,1506.57
42988.21,26.12,6.67,11.98,1506.54
42988.25,25.89,5.87,10.58,1505.07
42988.29,25.19,1.77,3.39,1498.8
42988.33,25.37,0.01,0,1497.38
42988.38,25.83,0.01,0,1498.62
42988.42,25.34,0.01,0,1497.3
42988.46,25.6,0.01,0,1498
42988.5,24.87,0.01,0,1496.03
42988.54,24.73,0.01,0,1495.63
42988.58,24.87,0.01,0,1496.03
42988.63,24.87,0.01,0,1496.03
42988.67,24.82,0.01,0,1495.87
42988.71,24.53,0.01,0,1495.07
42988.75,24.24,0.01,0,1494.27
42988.79,23.75,0.01,0,1492.88
42988.83,23.43,0.01,0,1491.98
42988.88,23.11,0.01,0,1491.07
42988.92,23.17,0.01,0,1491.23
42988.96,22.99,0.01,0,1490.73
42989,22.68,0.01,0,1489.81
42989.04,22.76,0.01,0,1490.06
42989.08,22.41,0.01,0,1489.04
42989.13,22.3,0.01,0,1488.7
42989.17,22.41,0.01,0,1489.04
42989.21,22.47,0.01,0,1489.21
42989.25,22.53,0.01,0,1489.38
42989.29,22.47,0.01,0,1489.21
42989.33,22.59,0.01,0,1489.55
42989.38,22.76,0.01,0,1490.06
42989.42,20.08,0.01,0,1482
42989.46,20.2,2.08,3.55,1484.7
42989.5,20.4,11.76,17.96,1496.29
42989.54,20.64,14.17,21.42,1499.69
42989.58,20.93,15.3,23.12,1501.82
42989.63,21.25,17.63,26.49,1505.35
42989.67,21.6,18.12,27.36,1506.89
42989.71,21.63,17.93,27.12,1506.76
42989.75,21.75,18.23,27.6,1507.42
42989.79,21.8,18.61,28.16,1508.01
42989.83,21.77,18.49,27.97,1507.79
42989.88,21.75,18.46,27.91,1507.67
42989.92,21.72,18.65,28.17,1507.81
42989.96,21.48,17.86,26.95,1506.28
42990,21.45,17.88,26.95,1506.21
42990.04,21.4,17.24,26.04,1505.33
42990.08,21.48,20.74,30.87,1509.5
42990.13,21.69,23.35,34.51,1512.98
42990.17,21.69,22.7,33.64,1512.25
42990.21,21.72,22.81,33.81,1512.46
42990.25,21.77,23.76,35.13,1513.68
42990.29,21.75,23.71,35.04,1513.55
42990.33,21.75,23.58,34.86,1513.39
42990.38,21.75,22.6,33.55,1512.3
42990.42,21.75,21.57,32.16,1511.15
42990.46,21.77,12.66,19.79,1501.28
42990.5,22.56,6.69,11.17,1496.88
42990.54,23.34,4.01,7.05,1496.13
42990.58,24.07,2.75,5.02,1496.77
42990.63,24.61,2.92,5.37,1498.47
42990.67,25.31,3.2,5.95,1500.67
42990.71,23.31,8.77,14.57,1501.29
42990.75,22.59,10.82,17.43,1501.54
42990.79,22.68,11.91,19.07,1502.99
42990.83,22.56,13.78,21.74,1504.73
42990.88,22.53,16.19,25.18,1507.33
42990.92,22.59,17.42,26.96,1508.86
42990.96,22.65,17.87,27.62,1509.51
42991,22.7,18.07,27.93,1509.88
42991.04,22.76,18.69,28.83,1510.73
42991.08,22.94,18.56,28.76,1511.06
42991.13,22.94,18.61,28.82,1511.11
42991.17,23.08,19.37,29.98,1512.34
42991.21,23.17,19.68,30.48,1512.92
42991.25,23.14,19.91,30.78,1513.09
42991.29,23.6,20.11,31.35,1514.54
42991.33,23.69,20.28,31.65,1514.96
42991.38,23.75,20.31,31.73,1515.14
42991.42,23.81,20.06,31.42,1515.03
42991.46,23.86,19.51,30.66,1514.57
42991.5,23.89,19.04,30.01,1514.13
42991.54,23.98,18.42,29.17,1513.68
42991.58,24.07,17.1,27.31,1512.46
42991.63,24.47,11.67,19.41,1507.61
42991.67,25.71,4.18,7.69,1502.8
42991.71,25.57,6.98,12.35,1505.43
42991.75,26.46,6.97,12.55,1507.75
42991.79,26.12,12.33,21.1,1512.6
42991.83,26,13.92,23.52,1514.02
42991.88,25.94,16.39,27.28,1516.53
42991.92,24.79,18.21,29.34,1515.55
42991.96,25.37,18.67,30.36,1517.53
42992,25.22,18.64,30.23,1517.12
42992.04,25.45,18.68,30.43,1517.76
42992.08,25.45,18.73,30.51,1517.81
42992.13,25.65,18.79,30.72,1518.38
42992.17,25.65,18.84,30.79,1518.44
42992.21,25.48,18.92,30.8,1518.08
42992.25,25.08,20.78,33.27,1519.08
42992.29,25.63,21.27,34.35,1520.98
42992.33,25.68,21.54,34.79,1521.42
42992.38,25.51,21.82,35.07,1521.29
42992.42,25.6,21.71,34.98,1521.38
42992.46,25.71,21.41,34.61,1521.34
42992.5,25.71,20.93,33.91,1520.83
42992.54,25.74,20.8,33.74,1520.76
42992.58,25.77,19.83,32.33,1519.79
42992.63,25.77,16.91,27.97,1516.65
42992.67,25.77,5.19,9.43,1504.04
42992.71,25.65,3.77,6.98,1502.2
42992.75,26.67,4.77,8.87,1505.93
42992.79,26.98,6.51,11.91,1508.59
42992.83,26.46,12.14,20.94,1513.27
42992.88,26.67,18.25,30.52,1520.31
42992.92,27.01,19.42,32.5,1522.39
42992.96,26.29,20.42,33.53,1521.7
42993,25.94,20.81,33.9,1521.28
42993.04,25.8,21,34.08,1521.12
42993.08,25.89,20.96,34.07,1521.29
42993.13,25.97,20.92,34.07,1521.46
42993.17,25.97,20.92,34.07,1521.46
42993.21,26.32,20.69,33.96,1522.06
42993.25,26.35,20.85,34.22,1522.31
42993.29,26.58,21.03,34.65,1523.06
42993.33,26.75,21.31,35.18,1523.78
42993.38,26.81,21.53,35.54,1524.15
42993.42,26.69,21.71,35.73,1524.06
42993.46,26.69,21.71,35.73,1524.06
42993.5,26.75,21.62,35.64,1524.1
42993.54,26.95,20.91,34.71,1523.83
42993.58,27.01,17.32,29.29,1520.16
42993.63,26.9,12.81,22.19,1515.08
42993.67,26.69,3.79,7.15,1504.95
42993.71,26.52,0.01,0,1500.47
42993.75,26.49,0.01,0,1500.39
42993.79,26.12,0.01,0,1499.4
42993.83,27.01,15.32,26.18,1518.02
42993.88,27.1,18.41,31.01,1521.52
42993.92,27.21,19.54,32.81,1523
42993.96,27.19,20.05,33.57,1523.47
42994,27.19,20.33,34,1523.77
42994.04,27.16,20.4,34.08,1523.78
42994.08,27.19,20.22,33.82,1523.65
42994.13,27.19,19.99,33.48,1523.41
42994.17,27.19,19.72,33.06,1523.12
42994.21,27.16,19.9,33.31,1523.24
42994.25,27.13,19.58,32.82,1522.84
42994.29,27.16,19.68,32.98,1523.01
42994.33,27.21,19.44,32.65,1522.89
42994.38,27.21,19.22,32.33,1522.66
42994.42,27.27,19.41,32.65,1523
42994.46,27.42,19.45,32.8,1523.39
42994.5,27.42,20.11,33.81,1524.09
42994.54,27.45,20.5,34.42,1524.57
42994.58,27.36,17.1,29.14,1520.76
42994.63,27.1,10.8,19.04,1513.44
42994.67,26.43,6.84,12.33,1507.53
42994.71,25.89,2.85,5.39,1501.83
42994.75,25.45,0.01,0,1497.61
42994.79,25.34,0.01,0,1497.3
42994.83,25.22,0.01,0,1496.98
42994.88,27.19,13.02,22.64,1516.01
42994.92,27.39,15.66,26.92,1519.31
42994.96,27.33,16.31,27.9,1519.85
42995,27.3,17.21,29.28,1520.73
42995.04,27.27,17.72,30.05,1521.21
42995.08,27.24,18.01,30.49,1521.45
42995.13,27.24,17.68,29.98,1521.1
42995.17,27.16,16.79,28.55,1519.94
42995.21,27.13,17.01,28.88,1520.11
42995.25,26.98,16,27.24,1518.68
42995.29,27.16,16.96,28.81,1520.12
42995.33,27.13,17.73,29.99,1520.87
42995.38,27.16,18.48,31.16,1521.74
42995.42,27.16,19.14,32.17,1522.44
42995.46,27.01,19.8,33.07,1522.79
42995.5,26.93,20.06,33.41,1522.86
42995.54,26.98,20.31,33.83,1523.27
42995.58,27.1,20.37,34,1523.61
42995.63,27.45,19.02,32.15,1523
42995.67,27.1,15.84,27.05,1518.8
42995.71,26.55,8.8,15.61,1509.93
42995.75,25.74,3.78,7,1502.44
42995.79,25.48,1.47,2.87,1499.26
42995.83,25.31,0.01,0,1497.22
42995.88,25.28,0.01,0,1497.14
42995.92,27.19,10.13,17.98,1512.94
42995.96,27.36,14.09,24.43,1517.57
42996,27.3,16.9,28.81,1520.41
42996.04,27.3,18.13,30.7,1521.71
42996.08,27.27,18.78,31.69,1522.34
42996.13,27.27,18.84,31.77,1522.39
42996.17,27.16,18.09,30.56,1521.33
42996.21,27.16,17.77,30.06,1520.98
42996.25,26.41,15.46,26.1,1516.68
42996.29,24.82,6.52,11.43,1502.94
42996.33,26.15,8.3,14.67,1508.36
42996.38,27.1,14.6,25.1,1517.47
42996.42,27.16,16.46,28.03,1519.59
42996.46,27.36,17.45,29.69,1521.13
42996.5,27.3,17.89,30.34,1521.46
42996.54,27.1,18.51,31.16,1521.63
42996.58,27.13,18.9,31.78,1522.11
42996.63,27.19,18.98,31.93,1522.33
42996.67,27.47,17.73,30.18,1521.7
42996.71,26.9,12.74,22.07,1515
42996.75,26.15,6.79,12.17,1506.73
42996.79,25.65,2.49,4.72,1500.82
42996.83,25.48,0.01,0,1497.69
42996.88,25.37,0.01,0,1497.38
42996.92,25.37,0.01,0,1497.38
42996.96,27.27,10.33,18.34,1513.37
42997,27.36,14.38,24.88,1517.87
42997.04,27.33,16.72,28.54,1520.29
42997.08,27.33,17.6,29.91,1521.22
42997.13,27.3,17.85,30.26,1521.41
42997.17,27.07,16.95,28.75,1519.9
42997.21,27.1,16.73,28.42,1519.74
42997.25,26.98,16.9,28.62,1519.64
42997.29,25.31,6.78,11.97,1504.53
42997.33,24.93,3.49,6.4,1499.97
42997.38,24.96,2.35,4.42,1498.81
42997.42,26.98,10.1,17.86,1512.4
42997.46,27.13,13.01,22.6,1515.86
42997.5,27.04,14.35,24.69,1517.07
42997.54,27.07,15.55,26.58,1518.42
42997.58,27.07,16.49,28.04,1519.41
42997.63,27.1,16.85,28.62,1519.87
42997.67,27.3,16.53,28.22,1520.01
42997.71,27.3,14.43,24.93,1517.79
42997.75,26.84,8.43,15.08,1510.26
42997.79,25.97,3.71,6.91,1502.98
42997.83,25.77,0.04,0.07,1498.5
42997.88,25.74,0.01,0,1498.39
42997.92,25.71,0.01,0,1498.31
42997.96,26.84,7.34,13.28,1509.11
42998,27.42,9.99,17.83,1513.36
42998.04,27.45,12.94,22.63,1516.56
42998.08,27.42,14.72,25.45,1518.38
42998.13,27.42,15.43,26.57,1519.13
42998.17,27.39,15.33,26.4,1518.95
42998.21,26.95,12,20.93,1514.36
42998.25,26.23,8.17,14.49,1508.45
42998.29,25.39,2.97,5.55,1500.64
42998.33,25.28,0.01,0,1497.14
42998.38,25.39,0.01,0,1497.45
42998.42,25.6,0.01,0,1498
42998.46,26,2.09,4.03,1501.32
42998.5,26.12,3.92,7.29,1503.58
42998.54,26.98,9.32,16.59,1511.58
42998.58,27.21,12.45,21.74,1515.47
42998.63,27.27,14,24.23,1517.26
42998.67,27.24,14.35,24.78,1517.56
42998.71,27.42,12.71,22.26,1516.25
42998.75,27.27,11.21,19.77,1514.3
42998.79,26.32,3.63,6.82,1503.8
42998.83,26.09,1.62,3.19,1501.05
42998.88,26.03,0.01,0,1499.16
42998.92,25.91,0.01,0,1498.86
42998.96,25.89,0.01,0,1498.78
42999,27.19,7.82,14.17,1510.49
42999.04,27.3,9.71,17.33,1512.78
42999.08,27.45,11.12,19.7,1514.64
42999.13,27.68,12.37,21.81,1516.52
42999.17,27.65,12.88,22.63,1516.99
42999.21,27.39,12.18,21.39,1515.62
42999.25,27.16,11.14,19.61,1513.94
42999.29,25.8,4.1,7.57,1502.95
42999.33,25.63,1.7,3.29,1499.89
42999.38,25.71,0.01,0,1498.31
42999.42,26,0.01,0,1499.09
42999.46,26.17,0.01,0,1499.55
42999.5,26.9,6.97,12.67,1508.86
42999.54,27.13,9.34,16.67,1511.96
42999.58,27.16,10.06,17.86,1512.8
42999.63,27.33,11.35,20.02,1514.59
42999.67,27.39,12.47,21.86,1515.93
42999.71,27.24,11.52,20.26,1514.56
42999.75,27.76,8.49,15.45,1512.63
42999.79,27.16,2.85,5.54,1505.15
42999.83,26.32,0.01,0,1499.93
42999.88,26.17,0.01,0,1499.55
42999.92,26.03,0.01,0,1499.16
42999.96,25.91,0.01,0,1498.86
43000,27.21,8.48,15.27,1511.26
43000.04,27.45,10.64,18.92,1514.13
43000.08,27.62,11.16,19.82,1515.1
43000.13,27.79,11.19,19.95,1515.56
43000.17,27.73,11.77,20.87,1516.03
43000.21,27.59,11.32,20.08,1515.21
43000.25,27.5,11.39,20.15,1515.06
43000.29,26.03,6.2,11.16,1505.8
43000.33,25.57,2.63,4.96,1500.74
43000.38,25.63,0.01,0,1498.08
43000.42,26,0.01,0,1499.09
43000.46,26.41,0.01,0,1500.16
43000.5,27.88,8.92,16.22,1513.38
43000.54,27.82,11.75,20.86,1516.22
43000.58,27.59,12.29,21.65,1516.23
43000.63,27.45,12.29,21.58,1515.87
43000.67,27.59,13.62,23.79,1517.64
43000.71,27.65,14.41,25.08,1518.61
43000.75,27.71,14.14,24.66,1518.46
43000.79,27.62,10.71,19.09,1514.63
43000.83,26.52,4.58,8.51,1505.35
43000.88,26.15,1.61,3.16,1501.18
43000.92,26.03,0.01,0,1499.16
43000.96,25.91,0.01,0,1498.86
43001,27.39,9.44,16.92,1512.72
43001.04,27.27,10.55,18.7,1513.6
43001.08,27.59,12.56,22.09,1516.52
43001.13,27.56,13.12,22.98,1517.04
43001.17,27.62,13.82,24.12,1517.92
43001.21,27.68,14.37,25.02,1518.64
43001.25,27.59,14.21,24.72,1518.25
43001.29,27.65,14.38,25.02,1518.58
43001.33,26.17,6.8,12.2,1506.82
43001.38,25.83,1.87,3.62,1500.62
43001.42,26.06,0.01,0,1499.24
43001.46,26.52,0.01,0,1500.47
43001.5,27.21,6.55,12.03,1509.21
43001.54,27.99,13.38,23.59,1518.36
